LAMBX,LAMBY,order,seasonal_order,rmse,mae,bias,aic,bic,train_n,test_n,exog_vars
9240,22250,"(0, 0, 0)","(0, 1, 1, 12)",1.4807671963873585,1.2011336177718002,0.2740400167156236,1573.9582110584006,1602.0199033564988,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6520,20810,"(0, 0, 0)","(0, 1, 1, 12)",1.1840492280107742,0.8508550571194579,-0.014129521977314208,1492.0931224375931,1520.1548147356914,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8280,18330,"(0, 0, 0)","(0, 1, 1, 12)",1.2817019558992098,1.01022609957092,-0.4344347882274289,1404.2263160759762,1432.2880083740745,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
4760,19370,"(0, 0, 0)","(0, 1, 1, 12)",1.468758933871608,1.1800260217156784,-0.8428821527551658,1467.0709855092555,1495.1326778073537,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
10680,22010,"(0, 0, 0)","(0, 1, 1, 12)",1.4346610622598825,1.1172108040823467,-0.26126999560266617,1580.7113038644638,1608.772996162562,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6520,24570,"(0, 0, 0)","(0, 1, 1, 12)",1.3267758893269377,1.0913704078078605,-0.2021758754601958,1518.7744953780964,1546.8361876761946,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5480,20250,"(0, 0, 0)","(0, 1, 1, 12)",1.315811549702101,0.9956488410982054,-0.14262676689117249,1477.1899445220777,1505.251636820176,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9720,21530,"(0, 0, 0)","(0, 1, 1, 12)",1.5713641391781212,1.2512599423279827,-0.44378245966243474,1576.3872700190468,1604.448962317145,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3640,20170,"(0, 0, 0)","(0, 1, 1, 12)",1.0982263705285604,0.8914287702562899,-0.13634676943879,1455.3052032247897,1483.366895522888,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5960,18890,"(0, 0, 0)","(0, 1, 1, 12)",1.4844930063057926,1.0883609444632325,-0.19527257581958016,1508.3447038264117,1536.40639612451,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7880,18730,"(0, 0, 0)","(0, 1, 1, 12)",1.0359758722148855,0.825933426579423,-0.004936465928869205,1380.2181937669668,1408.279886065065,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9000,21690,"(0, 0, 0)","(0, 1, 1, 12)",1.1299149398783146,0.9164208448630227,-0.30176055487859726,1556.6522770592085,1584.7139693573067,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9480,24010,"(0, 0, 0)","(0, 1, 1, 12)",1.4056211981056388,1.0689214920624284,0.02995097282435799,1601.9684176039796,1630.0301099020778,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6840,22090,"(0, 0, 0)","(0, 1, 1, 12)",1.3025118285446056,1.0192807853655026,-0.5199565661093687,1515.3165777985205,1543.3782700966187,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6040,25770,"(0, 0, 0)","(0, 1, 1, 12)",1.4320995852269838,1.1639782687561642,-0.47862366461391437,1490.395801606038,1518.4574939041363,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6120,19210,"(0, 0, 0)","(0, 1, 1, 12)",1.3731030120707515,1.0559832440917252,0.039369578525246925,1528.3222596730552,1556.3839519711535,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8280,18730,"(0, 0, 0)","(0, 1, 1, 12)",1.4593261811697829,1.1631987659991483,-0.36844164530700857,1444.3070336678816,1472.3687259659798,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6440,19050,"(0, 0, 0)","(0, 1, 1, 12)",1.2828321731774268,0.983705852619044,-0.0052970776348718425,1497.4817868538166,1525.5434791519149,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8920,24970,"(0, 0, 0)","(0, 1, 1, 12)",1.4075657639252055,1.0487071589304617,0.41724594089074346,1550.0747268336086,1578.1364191317068,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8840,24570,"(0, 0, 0)","(0, 1, 1, 12)",1.408565603505075,1.066633309214235,0.17795624445835415,1545.519785606963,1573.5814779050613,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
2520,24010,"(0, 0, 0)","(0, 1, 1, 12)",1.21247225919972,0.9870241486485506,-0.38137144133381223,1325.34818042719,1353.4098727252883,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9880,18650,"(0, 0, 0)","(0, 1, 1, 12)",0.986288863886674,0.8518017794045655,-0.44880424957554393,1183.623604961862,1211.6852972599602,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5960,26410,"(0, 0, 0)","(0, 1, 1, 12)",1.4984311912025527,1.2282733204472307,-0.38438177535154544,1480.775059482792,1508.8367517808902,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6280,24650,"(0, 0, 0)","(0, 1, 1, 12)",1.3198026446851265,1.0845175178611433,-0.20538984378767358,1518.1311488353756,1546.1928411334738,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7560,19770,"(0, 0, 0)","(0, 1, 1, 12)",1.1829915565246805,0.9610926718286826,-0.3181152850824995,1495.4414080352967,1523.503100333395,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
10280,23610,"(0, 0, 0)","(0, 1, 1, 12)",1.4729446694420263,1.1818599238288336,0.10086977501048466,1621.1638723388473,1649.2255646369456,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
4840,17770,"(0, 0, 0)","(0, 1, 1, 12)",1.0340046578710775,0.8088662276797077,-0.10411617657983231,1433.2243215439921,1461.2860138420904,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3240,23930,"(0, 0, 0)","(0, 1, 1, 12)",1.218539767387357,0.9320905889893192,-0.1988503116727017,1339.7126029466353,1367.7742952447336,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8760,21050,"(0, 0, 0)","(0, 1, 1, 12)",1.1658896071548888,0.9836479639659,-0.39448574448572193,1528.1289362350683,1556.1906285331665,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
1400,24010,"(0, 0, 0)","(0, 1, 1, 12)",1.11081518963659,0.8453372930560189,0.020487491261336505,1264.361437899491,1292.4231301975892,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
2680,24010,"(0, 0, 0)","(0, 1, 1, 12)",1.1822484518011644,0.9731081059295951,-0.36220301256886756,1325.6430095045698,1353.704701802668,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5800,25530,"(0, 0, 0)","(0, 1, 1, 12)",1.531832897117353,1.2693254107892085,-0.42941778803444103,1495.3710578758162,1523.4327501739144,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3800,24170,"(0, 0, 0)","(0, 1, 1, 12)",1.2291174065623278,1.015375831430607,-0.2286403408980311,1447.790397305329,1475.8520896034272,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6360,20810,"(0, 0, 0)","(0, 1, 1, 12)",1.172384682811555,0.845569918833486,-0.021493984634259777,1489.1497533033828,1517.211445601481,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7080,19610,"(0, 0, 0)","(0, 1, 1, 12)",1.2008577832820264,0.8993710299776406,-0.33075818693134534,1493.5286004424906,1521.590292740589,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6600,17770,"(0, 0, 0)","(0, 1, 1, 12)",1.1917190632521617,1.007918108835595,-0.7363339487221641,1337.6929482536893,1365.7546405517876,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3560,22090,"(0, 0, 0)","(0, 1, 1, 12)",1.3773972915091381,1.0542824990108166,-0.6591935748176688,1485.953025221269,1514.0147175193672,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7240,25290,"(0, 0, 0)","(0, 1, 1, 12)",1.4591598810432647,1.127124762324729,0.21311464617516762,1502.6547294476968,1530.716421745795,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9640,19130,"(0, 0, 0)","(0, 1, 1, 12)",1.4251213865749541,1.1282367818938128,0.6360171171220008,1402.1518922744622,1430.2135845725604,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6360,24570,"(0, 0, 0)","(0, 1, 1, 12)",1.3368972735920872,1.10048593574704,-0.1862866060740546,1520.4681459586081,1548.5298382567064,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
