LAMBX,LAMBY,n_observations,MAE_baseline,MAE_advanced,MAE_gain,MAE_gain_percent,RMSE_baseline,RMSE_advanced,RMSE_gain,R2_baseline,R2_advanced,R2_gain,Bias_baseline,Bias_advanced,Bias_abs_gain,advanced_better_MAE
3240,17850,312,1.662185490408387,1.6462701099041182,0.015915380504268883,0.9574972586458199,2.118195394091726,2.041273645383727,0.07692174870799917,0.8359896973059147,0.8476853950520439,0.011695697746129219,-0.16572320166115576,-0.2046671106265141,-0.03894390896535835,True
3240,17930,312,1.5920051577763679,1.5729653262175047,0.01903983155886313,1.1959654443241252,2.027092936432691,1.9511963040762368,0.07589663235645427,0.8426127275958257,0.8541776080952161,0.011564880499390418,-0.22509476053409086,-0.17901693139320757,0.04607782914088329,True
3240,18010,312,1.5240759010498341,1.498836484933511,0.025239416116323188,1.656047188918704,1.9241913656665954,1.8662647633240315,0.05792660234256397,0.8492150556728182,0.8581569799390871,0.008941924266268941,-0.13921281634232935,-0.09257659178513744,0.04663622455719191,True
3240,18090,312,1.3796421943566737,1.4424031162873292,-0.06276092193065552,-4.549072374516705,1.783976387310353,1.8107229805529939,-0.026746593242640948,0.8671601720638803,0.863147061275967,-0.004013110787913332,0.15907908769754256,0.2320670583309271,-0.07298797063338455,False
3240,18170,312,1.3721020582394723,1.4200745655940128,-0.047972507354540506,-3.4962783611077337,1.7497925748743566,1.785273084244057,-0.035480509369700375,0.8766001558136384,0.8715450668455468,-0.005055088968091592,0.31235882808000615,0.41563230844644405,-0.10327348036643791,False
3240,18250,312,1.3796872918422405,1.4181919917082173,-0.03850469986597682,-2.790828044415996,1.764221494962752,1.7904431764183015,-0.026221681455549595,0.8766692221076298,0.8729758384125332,-0.0036933836950965304,0.37408132705933,0.4926157926901792,-0.11853446563084918,False
3240,18330,312,1.2856423665315675,1.3609547880979684,-0.07531242156640094,-5.857960466064941,1.6497992388344023,1.6989836388731057,-0.04918440003870339,0.8981595553589701,0.8919968350556389,-0.006162720303331204,0.22898772435310563,0.44782383778156376,-0.21883611342845813,False
3240,18410,312,1.316599992911021,1.3884556883420702,-0.0718556954310492,-5.457670956854196,1.6598855876448324,1.7111334035440042,-0.05124781589917182,0.9022779667526185,0.8961506159290374,-0.006127350823581068,0.2603036229427044,0.5005478831437918,-0.2402442602010874,False
3240,18490,312,1.321608454753191,1.3811313806436,-0.059522925890409084,-4.5038245386773745,1.657401393313223,1.7068149118296208,-0.04941351851639775,0.9014679002565855,0.8955050757304319,-0.005962824526153598,0.21017193244053772,0.4619810465054635,-0.2518091140649258,False
3240,18570,312,1.3244444669821325,1.3974429735770593,-0.07299850659492679,-5.511632115558649,1.6694482309548797,1.7228268818587777,-0.05337865090389804,0.9016846585805246,0.8952971126119592,-0.006387545968565389,0.2979412879699316,0.5185233055016933,-0.22058201753176176,False
3240,18650,312,1.327391703006549,1.3966024276537774,-0.06921072464722844,-5.214039268926105,1.671203635823142,1.7212348081856579,-0.050031172362515974,0.9015647031735989,0.8955827257812392,-0.0059819773923597275,0.30782293814879197,0.526060822682503,-0.218237884533711,False
3240,18730,312,1.3266152849564186,1.3818752337724736,-0.055259948816055005,-4.165484103997066,1.6848996397630178,1.695536077268214,-0.010636437505196161,0.905011579046968,0.9038085074665387,-0.0012030715804293157,0.048887260449238336,0.3089644756072607,-0.26007721515802235,False
3240,18810,312,1.321793285699991,1.3722109819069888,-0.050417696206997764,-3.8143404685474493,1.6847000680167679,1.6898513892140954,-0.00515132119732753,0.9047683637593524,0.9041850922752619,-0.0005832714840905417,0.03799839294873748,0.29147205230517265,-0.2534736593564352,False
3240,18890,312,1.3309291955752252,1.379133079907833,-0.048203884332607805,-3.6218218439316887,1.6915284757171865,1.701829786751442,-0.010301311034255578,0.9039750914602064,0.9028019578166009,-0.001173133643605495,0.0381616830825806,0.28635610403158734,-0.24819442094900673,False
3240,18970,312,1.325778786952679,1.3738814216393693,-0.048102634686690404,-3.6282549668225554,1.6845370105033073,1.6907589362047337,-0.006221925701426434,0.905090722138547,0.9043883225747452,-0.0007023995638018032,0.068320273130368,0.3071224172910055,-0.2388021441606375,False
3240,19050,312,1.3735664893419313,1.3794127828035598,-0.005846293461628571,-0.42562871961367527,1.7351966159684342,1.6960619168153537,0.03913469915308054,0.9009305895575194,0.9053489143292794,0.004418324771760074,0.05671704243390982,0.2742335518201192,-0.2175165093862094,False
3240,19130,312,1.3729982492251271,1.378296053715241,-0.0052978044901139665,-0.38585660929311927,1.7348053469330142,1.69587655664554,0.0389287902874742,0.9009752627916656,0.905369601761065,0.004394338969399336,0.058434649614187324,0.26304026567018945,-0.20460561605600214,False
3240,19210,312,1.3909288262709594,1.3879719792268215,0.0029568470441379002,0.21258075814455027,1.7498634205248356,1.70331038629372,0.046553034231115564,0.8998603943692152,0.9051177094038388,0.0052573150346236774,0.07118471188422963,0.3050504803657532,-0.23386576848152357,True
3240,19290,312,1.2621003285432475,1.3115078180264201,-0.04940748948317264,-3.914703796979451,1.5923889567515386,1.6144602782299142,-0.02207132147837565,0.9045407330281614,0.9018761659348244,-0.002664567093336956,0.30408282279968263,0.3096229400390234,-0.0055401172393407805,False
3240,19370,312,1.258730363387328,1.3145418209907336,-0.05581145760340567,-4.433948622103092,1.5889988392206038,1.6178241111890828,-0.02882527196847895,0.904879110854287,0.9013967230118182,-0.0034823878424687926,0.3080525699334267,0.316390173863142,-0.008337603929715276,False
3240,19450,312,1.2558768741595436,1.3058773438135782,-0.050000469654034596,-3.981319401831955,1.593478724806684,1.611339668751534,-0.01786094394485005,0.9045914021079902,0.9024405883453902,-0.002150813762599957,0.33539425761271746,0.3271398281439757,0.008254429468741775,False
3240,19530,312,1.2445576389630635,1.2961737250670409,-0.05161608610397739,-4.147343962870432,1.5858427344781028,1.6070155599162637,-0.021172825438160903,0.9063123881265953,0.9037940131455356,-0.002518374981059668,0.30818891678100985,0.3006011751981883,0.00758774158282155,False
3240,19610,312,1.2504655856352587,1.289669556495471,-0.03920397086021232,-3.1351499242017136,1.591001248710693,1.6044292699457074,-0.013428021235014409,0.9057018926433736,0.9041034269005402,-0.0015984657428333993,0.32116733147547805,0.2914358377456666,0.02973149372981143,False
3240,19690,312,1.2430086203110524,1.312087455773965,-0.0690788354629126,-5.557389895303076,1.5902454992358321,1.6242332876145675,-0.033987788378735395,0.9062403020485503,0.9021896837621408,-0.004050618286409513,0.3552759659595978,0.35807955448444073,-0.002803588524842915,False
3240,19770,312,1.244273616717412,1.3015147747137608,-0.05724115799634877,-4.600367413347546,1.590215162093891,1.6138764608160223,-0.023661298722131408,0.9063313662002045,0.9035231799345467,-0.0028081862656578194,0.3542767604192098,0.3414740158961369,0.012802744523072895,False
3240,19850,312,1.246407204407912,1.2889185193257455,-0.042511314917833554,-3.4107083758415815,1.5912157719695081,1.6061247424662903,-0.014908970496782192,0.9058864885803265,0.904114624623163,-0.0017718639571634442,0.34769251285455166,0.30769056570835607,0.04000194714619559,False
3240,19930,312,1.214696336403871,1.2769965590574803,-0.06230022265360935,-5.128872195173504,1.5468864883159517,1.5738675466799181,-0.02698105836396647,0.9079803140048829,0.9047422727547901,-0.003238041250092749,0.14434877358950107,0.18638650973637905,-0.042037736146877974,False
3240,20010,312,1.2167750306618517,1.2762469719617795,-0.05947194129992783,-4.887669437757833,1.54997429831124,1.5745230513761965,-0.02454875306495663,0.907612578039795,0.9046629078920989,-0.002949670147696093,0.15544076852309405,0.19576182671082332,-0.04032105818772927,False
3240,20090,312,1.22146036533209,1.2827021843347792,-0.061241819002689324,-5.013819583580097,1.5555882288417135,1.5819202988275232,-0.026332069985809614,0.9069009605636077,0.9037224341897644,-0.0031785263738433045,0.15608292756936493,0.20424955258002653,-0.0481666250106616,False
3240,20170,312,1.219056431758098,1.2798825746927507,-0.060826142934652605,-4.989608466847625,1.5544632662302411,1.5772438486124398,-0.02278058238219871,0.9070091185706229,0.904263593596393,-0.0027455249742299737,0.17328704473299864,0.20899751247503823,-0.03571046774203959,False
