model,LAMBX,LAMBY,exog_vars,rmse,mae,bias,aic,bic,train_start,train_end,test_start,test_end
"SARIMAX(1, 0, 2)(0, 1, 1, 12)",600,24010,"PRELIQ,PRENEI,FF,HU,SSI",1.0823164710499227,0.8886689026200036,-0.6691794724871514,1221.5172179243011,1261.5560885953664,1960-01-01,1995-12-01,1996-01-01,1999-12-01
