MONTH,T,PRELIQ,PRENEI,FF,HU,SSI
1963-09-01,14.516666666666667,29.5,0.0,2.8433333333333333,90.00333333333333,1074.5
1963-10-01,13.13225806451613,74.2,0.0,3.7,91.04193548387097,638.3258064516128
1963-11-01,11.066666666666666,159.0,0.0,6.166666666666667,85.36,392.64000000000004
1963-12-01,5.725806451612903,68.3,0.4,3.193548387096774,86.7741935483871,364.96451612903223
1964-01-01,5.487096774193549,21.3,0.2,2.6322580645161286,89.24516129032257,427.1354838709678
1964-02-01,7.037931034482758,42.599999999999994,0.0,3.8758620689655174,83.46896551724137,547.303448275862
1964-03-01,7.164516129032258,86.8,3.1,4.761290322580645,84.16451612903225,699.4322580645162
1964-04-01,9.163333333333332,51.7,0.0,5.319999999999999,85.36333333333333,1039.2
1964-05-01,13.703225806451613,45.8,0.0,4.406451612903226,85.47741935483872,1384.5709677419354
1964-06-01,14.81,30.6,0.0,4.33,83.5,1653.8266666666668
1964-07-01,17.206451612903226,14.5,0.0,3.5903225806451613,84.0,1943.1903225806452
1964-08-01,16.519354838709678,20.6,0.0,3.6870967741935483,82.03225806451613,1565.8967741935485
1964-09-01,16.61,32.5,0.0,3.4366666666666665,83.44,1143.5733333333333
1964-10-01,11.412903225806453,101.8,0.0,3.3225806451612905,85.36451612903227,675.3032258064516
1964-11-01,9.806666666666667,53.5,0.0,3.8433333333333333,87.49333333333334,416.6066666666667
1964-12-01,7.451612903225806,143.5,0.0,5.496774193548387,84.9,287.59354838709675
1965-01-01,6.564516129032258,119.4,0.0,5.6,85.68709677419355,274.8032258064516
1965-02-01,4.596428571428571,4.4,0.0,4.121428571428572,77.35714285714286,565.3107142857142
1965-03-01,8.832258064516129,70.1,0.0,5.751612903225806,80.05806451612904,968.6903225806452
1965-04-01,9.456666666666667,17.6,0.0,5.283333333333333,83.12666666666668,1209.18
1965-05-01,12.770967741935483,52.5,0.0,5.225806451612903,83.39032258064516,1401.467741935484
1965-06-01,14.523333333333333,39.9,0.0,4.53,85.21666666666667,1562.52
1965-07-01,15.248387096774193,52.1,0.0,4.651612903225806,83.22258064516129,1468.3548387096773
1965-08-01,16.141935483870967,36.5,0.0,3.7548387096774194,85.93870967741935,1244.835483870968
1965-09-01,13.293333333333333,74.7,0.0,3.99,86.43,1030.6733333333334
1965-10-01,14.325806451612904,22.2,0.0,3.338709677419355,84.80967741935484,802.9322580645162
1965-11-01,8.459999999999999,146.9,0.0,5.183333333333334,82.32333333333332,291.27333333333337
1965-12-01,9.325806451612904,185.5,0.0,7.090322580645162,86.3258064516129,220.55806451612904
1966-01-01,7.119354838709677,92.8,5.8,5.583870967741936,84.75806451612904,272.50967741935483
1966-02-01,9.903571428571428,116.8,0.0,6.575,88.58214285714287,437.48214285714283
1966-03-01,8.364516129032259,20.5,0.0,4.406451612903226,81.70322580645161,917.6806451612903
1966-04-01,10.906666666666666,120.89999999999999,0.0,5.693333333333333,84.90333333333334,978.58
1966-05-01,12.351612903225806,59.7,0.0,5.196774193548387,82.75806451612904,1767.1741935483872
1966-06-01,15.193333333333333,46.6,0.0,4.173333333333334,86.23333333333333,1635.27
1966-07-01,15.632258064516128,13.5,0.0,4.093548387096774,84.6516129032258,1713.725806451613
1966-08-01,16.14193548387097,72.0,0.0,4.574193548387097,84.47419354838709,1550.3967741935485
1966-09-01,16.693333333333335,41.7,0.0,3.2333333333333334,88.42333333333333,1192.32
1966-10-01,12.383870967741935,146.1,0.0,4.761290322580645,88.14516129032258,532.3903225806451
1966-11-01,7.8,67.3,0.0,4.323333333333333,84.23,305.64000000000004
1966-12-01,9.170967741935485,114.10000000000001,0.0,6.596774193548387,88.40322580645162,185.24193548387098
1967-01-01,7.325806451612903,95.9,0.0,4.938709677419355,86.7258064516129,267.59032258064514
1967-02-01,7.175,62.8,0.0,5.9750000000000005,85.47142857142856,569.1357142857142
1967-03-01,7.987096774193549,59.0,0.0,5.561290322580645,83.97096774193548,925.1451612903226
1967-04-01,8.860000000000001,24.900000000000002,0.0,5.6433333333333335,83.35,1206.1366666666665
1967-05-01,11.051612903225807,106.10000000000001,0.0,5.583870967741936,85.9483870967742,1266.7290322580645
1967-06-01,14.42,30.4,0.0,4.283333333333333,86.22,1977.9399999999998
1967-07-01,16.787096774193547,18.2,0.0,3.541935483870968,86.09032258064516,2006.7193548387097
1967-08-01,16.135483870967743,54.6,0.0,3.767741935483871,85.45806451612903,1380.5580645161292
1967-09-01,14.403333333333334,109.7,0.0,4.713333333333334,89.34666666666666,831.65
1967-10-01,12.754838709677419,133.1,0.0,5.316129032258065,88.19677419354838,562.0935483870968
