LAMBX,LAMBY,model,order,seasonal_order,train_n,test_n,rmse,mae,bias,aic,bic,model_file,elapsed_seconds
760,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1674511054230956,0.9690421711848393,-0.37273876935446165,1357.4262967474388,1377.4457320829715,results_sarima/all_9892_best_model/models/sarima_lambx_760_lamby_23610.pkl,0.35
600,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0818416979033623,0.9242717012297507,-0.3858609611628315,1319.3077420174232,1339.327177352956,results_sarima/all_9892_best_model/models/sarima_lambx_600_lamby_24010.pkl,0.417
920,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1706206143338698,0.9701685611683647,-0.3882512222290513,1355.0894775623478,1375.1089128978806,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_23850.pkl,0.427
760,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.108954613295979,0.9330593232579781,-0.444428894309312,1312.1768512825279,1332.1962866180606,results_sarima/all_9892_best_model/models/sarima_lambx_760_lamby_24010.pkl,0.443
760,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1641869587353524,0.969431029763412,-0.3533122918117068,1360.3143468829726,1380.3337822185053,results_sarima/all_9892_best_model/models/sarima_lambx_760_lamby_23930.pkl,0.454
920,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1637667722081328,0.9685043651936723,-0.3558571155046811,1360.3566187748484,1380.3760541103811,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_23930.pkl,0.466
840,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1637477457465575,0.9702184012199194,-0.34472176581931185,1362.1688997729073,1382.18833510844,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_23530.pkl,0.479
840,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1641869587353524,0.969431029763412,-0.3533122918117068,1360.3143468829726,1380.3337822185053,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_23850.pkl,0.478
920,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1764885110390029,0.9706183889059236,-0.4144363473927622,1350.5731116308568,1370.5925469663896,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_23610.pkl,0.479
920,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.164724444105911,0.9689942775899842,-0.357221769738977,1360.2134620298868,1380.2328973654196,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_23770.pkl,0.494
920,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1665892851445767,0.9688900512842514,-0.37103043667219165,1357.820670420252,1377.8401057557849,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_23530.pkl,0.498
840,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1755177735317526,0.9715155529150185,-0.4038217398451746,1352.3516576021843,1372.371092937717,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_23610.pkl,0.507
760,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0872566974754019,0.9257300001418128,-0.3983961650492887,1317.2225897665664,1337.2420251020992,results_sarima/all_9892_best_model/models/sarima_lambx_760_lamby_24170.pkl,0.516
840,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1656779041272969,0.9681428513867716,-0.3669490116388481,1358.517536691957,1378.5369720274898,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_23930.pkl,0.538
840,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2009660308632515,1.0015233421551366,-0.4427586532497452,1350.9097335064066,1370.9291688419394,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_24010.pkl,0.538
840,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1259165857057136,0.9409738883714631,-0.4729471495401281,1310.3313426557957,1330.3507779913284,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_24090.pkl,0.567
760,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0982085467073683,0.929241114994798,-0.4225540701355596,1314.397485016362,1334.4169203518948,results_sarima/all_9892_best_model/models/sarima_lambx_760_lamby_24090.pkl,0.605
840,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1058224437721533,0.9325289542028671,-0.43821425903531647,1312.3962319263442,1332.415667261877,results_sarima/all_9892_best_model/models/sarima_lambx_840_lamby_24170.pkl,0.642
1000,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1667938294684703,0.9691171458812935,-0.3712818892675771,1357.4671535026307,1377.4865888381635,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23450.pkl,0.325
920,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1950705084817548,1.0012731005561253,-0.43075156136018555,1352.5949686268132,1372.614403962346,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_24010.pkl,0.391
1000,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1637477457465575,0.9702184012199194,-0.34472176581931185,1362.1688997729073,1382.18833510844,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23290.pkl,0.381
1000,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1669459159001694,0.9667111672575773,-0.3771804532310463,1355.928123165423,1375.9475585009557,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23930.pkl,0.337
1000,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.164724444105911,0.9689942775899842,-0.357221769738977,1360.2134620298868,1380.2328973654196,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23370.pkl,0.404
1000,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3130505599988282,1.0898517115164175,-0.41942255082203667,1422.9082647549644,1442.9277000904972,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23530.pkl,0.393
920,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0865319837501577,0.9251684436185991,-0.39987709173817926,1316.84755548462,1336.8669908201528,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_24250.pkl,0.434
1000,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1698673854563555,0.9688335108419395,-0.3903299362775547,1354.3202982634807,1374.3397335990135,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23850.pkl,0.368
920,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.202540274700586,1.0015467455745222,-0.4487211043202867,1350.266941599491,1370.2863769350238,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_24090.pkl,0.466
1000,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1653907821274871,0.9695947078506787,-0.3590720690809139,1359.9500332681737,1379.9694686037064,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23690.pkl,0.403
1000,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1781126279136462,0.9725823615627927,-0.419667430621057,1349.8511303558469,1369.8705656913796,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23610.pkl,0.42
1000,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1653907821274871,0.9695947078506787,-0.3590720690809139,1359.9500332681737,1379.9694686037064,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_23770.pkl,0.407
1000,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1943959722594013,1.0009005591341669,-0.42944878264467873,1352.5165016072683,1372.535936942801,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_24010.pkl,0.382
1000,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2048843939344456,1.0016920556350228,-0.4499310197936299,1349.3740027055217,1369.3934380410544,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_24090.pkl,0.402
1000,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.113485663799791,0.93685462774793,-0.45249324789835904,1311.5325509004576,1331.5519862359904,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_24170.pkl,0.396
920,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.102173241075508,0.9299148817881275,-0.4322539876491362,1313.0786674493052,1333.098102784838,results_sarima/all_9892_best_model/models/sarima_lambx_920_lamby_24170.pkl,0.6
1080,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2964310742780594,1.0728441022877948,-0.4094899067179776,1413.4991373683597,1433.5185727038925,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23370.pkl,0.326
1080,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2941130804345473,1.0682392021940093,-0.39020643943902505,1415.8253341114412,1435.844769446974,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23290.pkl,0.372
1080,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3232780751449151,1.1011470008495994,-0.46014045771622736,1418.5289351961137,1438.5483705316465,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23530.pkl,0.312
1080,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1675910154127016,0.9674747237850312,-0.37724827310796055,1356.0089765024727,1376.0284118380055,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23690.pkl,0.304
1080,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3081455648115705,1.082743029804263,-0.39619154534083073,1425.6809521385023,1445.700387474035,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23450.pkl,0.372
1080,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1754459276226514,0.9709240973494776,-0.4125227015381901,1350.8704184052108,1370.8898537407435,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23850.pkl,0.348
1000,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0968079942179412,0.9291746618428346,-0.4179086492794401,1314.5343025611883,1334.553737896721,results_sarima/all_9892_best_model/models/sarima_lambx_1000_lamby_24250.pkl,0.452
1080,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1697883788237062,0.9693672341139394,-0.3856300532656887,1355.316020468787,1375.3354558043197,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23930.pkl,0.367
1080,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3152023602150118,1.0927414617270712,-0.433485176195546,1421.4654065018017,1441.4848418373344,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23610.pkl,0.43
1080,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2063097079234282,1.0007333297230032,-0.45488679182581615,1348.4525352763667,1368.4719706118995,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_24090.pkl,0.405
1080,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2057371156279086,1.0020278375127634,-0.45226967989033007,1348.8384052384367,1368.8578405739695,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_24010.pkl,0.408
1080,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.116357950563431,0.9376825210849119,-0.4562744629023781,1311.231331450425,1331.2507667859577,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_24170.pkl,0.412
1080,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.186997839276172,0.9798163867790722,-0.44774895207407567,1346.3441976606778,1366.3636329962105,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_23770.pkl,0.456
1080,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.091730823623469,0.927724939690139,-0.411044401974537,1315.6878525146317,1335.7072878501644,results_sarima/all_9892_best_model/models/sarima_lambx_1080_lamby_24250.pkl,0.371
1160,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.293771098802261,1.067757586477281,-0.3874830083926655,1415.9339175618456,1435.9533528973784,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23290.pkl,0.376
1160,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.294082907371981,1.0687174504504087,-0.39316096941028,1415.0522238739695,1435.0716592095023,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23370.pkl,0.403
1160,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3326890191434977,1.109474664057342,-0.4816026030256562,1416.9069883401085,1436.9264236756412,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23610.pkl,0.3
1160,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3002472988977847,1.0787403769051263,-0.4329751663962221,1411.717277524859,1431.7367128603917,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23450.pkl,0.349
1160,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3146251933836388,1.0920785224375436,-0.4274699982612274,1421.641781185495,1441.6612165210277,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23530.pkl,0.407
1160,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2212640872517493,1.0058870967162516,-0.48257768405396045,1344.872019408835,1364.8914547443678,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_24010.pkl,0.382
1160,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2196870835611036,0.9736153989972616,-0.28647386213115483,1388.6846623957108,1408.7040977312436,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23690.pkl,0.467
1240,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2947785912486796,1.0707024102210723,-0.3995596438574848,1414.6551878667974,1434.6746232023302,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23370.pkl,0.328
1160,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2003067114303747,1.0008051821549466,-0.44352626016970437,1350.6838559013177,1370.7032912368504,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23930.pkl,0.453
1240,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3014869028919431,1.079769114624816,-0.4391290492560405,1411.2969272040577,1431.3163625395905,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23450.pkl,0.362
1240,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3128673717426658,1.0896070307842811,-0.4174028978054831,1423.2570132521698,1443.2764485877026,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23530.pkl,0.358
1160,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2146237426221367,0.9692383790633995,-0.25759170910383,1393.576405098751,1413.5958404342837,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23850.pkl,0.49
1160,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.20582979335669,1.0008505414156372,-0.4538223342885886,1348.5355927818966,1368.5550281174294,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_24090.pkl,0.435
1160,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.096848980965722,0.9292960580393469,-0.416929315060423,1314.8236880682923,1334.843123403825,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_24250.pkl,0.437
1240,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3276525826433052,1.1040155794233117,-0.4727261944770107,1417.6437205966045,1437.6631559321372,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23610.pkl,0.351
1160,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2241426251674759,0.9782588714343765,-0.3097955031701753,1385.4507436086146,1405.4701789441474,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_23770.pkl,0.536
1160,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1276215463005757,0.9418696212786712,-0.47560432813049874,1310.0582192248578,1330.0776545603906,results_sarima/all_9892_best_model/models/sarima_lambx_1160_lamby_24170.pkl,0.491
1240,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.339180542074317,1.0955632614280069,-0.4054048673952837,1417.5927821295877,1437.6122174651205,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23690.pkl,0.392
1240,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3711309828988503,1.0959787693948637,-0.3672275387768678,1404.8513125210932,1424.870747856626,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23850.pkl,0.421
1240,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.389199819653914,1.1151627108063222,-0.41272511982037646,1398.8408449095105,1418.8602802450432,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23930.pkl,0.37
1240,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2137116450214338,0.967908249964642,-0.26171861643514466,1392.5181169711964,1412.5375523067291,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_23770.pkl,0.475
1240,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2261155691327126,1.0103610781687735,-0.4893706424040036,1343.9786088941323,1363.998044229665,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_24010.pkl,0.36
1240,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.105641073951042,0.9323763819268366,-0.4399656103733587,1312.0424704634988,1332.0619057990316,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_24250.pkl,0.343
1240,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.213745453158464,1.0057811532736267,-0.4657197387637191,1347.442100875855,1367.4615362113877,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_24090.pkl,0.395
1320,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2957721600767032,1.0725122971624517,-0.4060430069539314,1414.0075692356895,1434.0270045712223,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23370.pkl,0.345
1320,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3261686044540781,1.1034055347865104,-0.4644462758158237,1418.419010803184,1438.4384461387167,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23530.pkl,0.347
1320,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3170886782132243,1.0951175432007014,-0.43825267477753993,1420.7165735142462,1440.736008849779,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23450.pkl,0.389
1240,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1380004458774806,0.9458067967340066,-0.4950783922580358,1309.1914973558237,1329.2109326913564,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_24170.pkl,0.45
1320,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2340226407324446,0.9912182780634252,-0.3524304166992269,1379.815282509432,1399.8347178449649,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23690.pkl,0.404
1320,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3745992745698488,1.0988193277832188,-0.3733287703632389,1404.0624397875931,1424.0818751231259,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23850.pkl,0.375
1320,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4188557630383878,1.1534890307384926,-0.4742084520527527,1393.8555660293075,1413.8750013648403,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23930.pkl,0.368
1320,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3677861666055369,1.0917786252908126,-0.35094198142613314,1407.4126597040033,1427.432095039536,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23770.pkl,0.438
1240,24330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0836640658965475,0.9254693847770824,-0.38661762142458156,1318.864214324668,1338.8836496602007,results_sarima/all_9892_best_model/models/sarima_lambx_1240_lamby_24330.pkl,0.521
1320,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2517398194671046,1.035453696696585,-0.528791138335528,1340.2089305646143,1360.228365900147,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_24010.pkl,0.365
1320,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2188139821452126,1.0056476442660562,-0.47963159775748415,1344.926102928236,1364.9455382637689,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_24090.pkl,0.365
1320,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3441812832187032,1.101252865051652,-0.4195383426140034,1416.6016758783826,1436.6211112139154,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_23610.pkl,0.612
1400,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.295222334315333,1.071715727284393,-0.4061748501225797,1413.6888306769074,1433.7082660124402,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23290.pkl,0.312
1400,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3085247596766176,1.0889490228705108,-0.467483011779177,1410.001376357861,1430.0208116933939,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23370.pkl,0.306
1320,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1312510722148195,0.942312873347558,-0.48625645781815957,1309.9362999264022,1329.955735261935,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_24170.pkl,0.446
1400,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.341924997575763,1.116771776884683,-0.5074275536002991,1415.1821129095729,1435.2015482451056,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23530.pkl,0.314
1400,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.327398668536317,1.1039523282188026,-0.4675199894574827,1417.923801263354,1437.9432365988869,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23450.pkl,0.366
1400,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3513462375829024,1.1073625304536978,-0.4387008903045804,1414.8262251897509,1434.8456605252836,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23610.pkl,0.355
1320,24330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0848806637655852,0.9246483750157585,-0.3967014717765496,1317.1450979565334,1337.1645332920662,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_24330.pkl,0.476
1400,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2315994444870426,0.9862437130305391,-0.33910811916369415,1381.3218024436637,1401.3412377791965,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23690.pkl,0.367
1320,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.102173241075508,0.9299148817881275,-0.4322539876491362,1313.0786674493052,1333.098102784838,results_sarima/all_9892_best_model/models/sarima_lambx_1320_lamby_24250.pkl,0.536
1400,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3899607983174993,1.116470086300351,-0.41450329267162767,1398.711415072722,1418.7308504082548,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23850.pkl,0.34
1400,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.422569741034905,1.1562757835749324,-0.47800638738871326,1393.1530775271697,1413.1725128627024,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23930.pkl,0.361
1400,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4178041179477912,1.1524808093885637,-0.4740184984147829,1394.4111336929504,1414.4305690284832,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_24010.pkl,0.361
1400,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3720639820680747,1.0969854193615858,-0.36900089514165063,1404.598388698295,1424.6178240338277,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_23770.pkl,0.472
1400,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.227283254972169,1.0108635026922002,-0.49189022856119785,1343.8135272350219,1363.8329625705546,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_24090.pkl,0.365
1480,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2985210074345863,1.0755918899329613,-0.4180761421654358,1412.8583876696987,1432.8778230052314,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23290.pkl,0.323
1480,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3120636368606011,1.0923537804919514,-0.47793711217786683,1409.442113338194,1429.4615486737268,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23370.pkl,0.365
1480,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.325398752179675,1.1022805761805705,-0.46280522806373914,1418.534602947102,1438.5540382826348,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23450.pkl,0.337
1400,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.120090428254642,0.9381203685992737,-0.46597943773565237,1310.5122176039868,1330.5316529395195,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_24170.pkl,0.47
1400,24330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0818416979033623,0.9242717012297507,-0.3858609611628315,1319.3077420174232,1339.327177352956,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_24330.pkl,0.423
1480,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3561107232409713,1.1142366867890556,-0.45466228095630196,1413.5420880832223,1433.561523418755,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23530.pkl,0.345
1480,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3613472303671588,1.1202806138611645,-0.46222748351076787,1412.6785834856591,1432.698018821192,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23610.pkl,0.368
1400,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.0968079942179412,0.9291746618428346,-0.4179086492794401,1314.5343025611883,1334.553737896721,results_sarima/all_9892_best_model/models/sarima_lambx_1400_lamby_24250.pkl,0.492
1480,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4158439085035244,1.1491532020491517,-0.4692341922884544,1395.2562771036928,1415.2757124392256,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_24010.pkl,0.331
1480,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.41533296944836,1.1493213675777874,-0.4683003698823425,1394.6833018446057,1414.7027371801385,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23930.pkl,0.384
1480,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.379773756112431,1.1040270067085,-0.389507729622355,1402.0210916265512,1422.040526962084,results_sarima/all_9892_best_model/models/sarima_lambx_1480_lamby_23850.pkl,0.407
