LAMBX,LAMBY,model,order,seasonal_order,train_n,test_n,rmse,mae,bias,aic,bic,model_file,elapsed_seconds
7480,20890,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4460070070248403,1.1565084233640952,-0.2483372590810966,1637.7367732742198,1657.7562086097525,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_20890.pkl,1.544
7480,20970,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.7056897817832948,1.4091175173781452,-0.8335488070168676,1648.3292644590447,1668.3486997945774,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_20970.pkl,1.537
7480,21050,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6622935140545396,1.3739662311887872,-0.7862284971440534,1645.2818361250565,1665.3012714605893,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21050.pkl,1.544
7480,21130,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5922014760670458,1.3123737290492574,-0.7027084787428605,1641.1723613311076,1661.1917966666404,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21130.pkl,1.544
7480,21210,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.619333909058242,1.3358222969040126,-0.7346514206962246,1642.6014065629142,1662.620841898447,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21210.pkl,1.544
7480,21290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6055625205865223,1.3240509816870107,-0.7178170972082301,1641.787531603723,1661.8069669392557,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21290.pkl,1.542
7480,21370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.340029850081573,1.107324221402721,-0.2692250995345689,1623.1913710907604,1643.2108064262932,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21370.pkl,1.544
7480,21450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.372298075184365,1.1479421046354732,-0.29985429428552973,1628.9027369364999,1648.9221722720326,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21450.pkl,1.543
7480,21530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3366837782032281,1.103831573050473,-0.2671439678823623,1622.7888994858142,1642.808334821347,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21530.pkl,1.543
7480,21610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3086275366746594,1.0633099296547166,-0.23277438986982088,1617.9254437781365,1637.9448791136692,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21610.pkl,1.543
7480,21690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.321035761837627,1.080346264419172,-0.2484435657847732,1619.6294805852044,1639.6489159207372,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21690.pkl,1.537
7480,21770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.304513011189368,1.0556064102322624,-0.22416805360328737,1616.6002748390542,1636.619710174587,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21770.pkl,1.552
7480,21850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3058011734461836,1.0582975939141306,-0.22556622008614322,1617.0174265416276,1637.0368618771604,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21850.pkl,1.543
7480,21930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3231238248353092,1.084725600133204,-0.25120698807366615,1620.221861383182,1640.2412967187147,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_21930.pkl,1.552
7480,22010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.39857189523713,1.2046356260708637,-0.2150480186047222,1634.6658252591023,1654.685260594635,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22010.pkl,1.545
7480,22090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3513339315766966,1.1643432896543382,-0.20210627546956325,1626.09360021531,1646.1130355508428,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22090.pkl,1.543
7480,22170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3673994105886778,1.1782946378311812,-0.20579170944066139,1629.1330902119112,1649.152525547444,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22170.pkl,1.552
7480,22250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2837284716332016,1.0955690245344414,-0.16692068513631464,1614.2857404702368,1634.3051758057695,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22250.pkl,1.55
7480,22330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3234886970166926,1.1059123952771948,0.04424009387152791,1623.0197072301185,1643.0391425656512,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22330.pkl,1.543
7480,22410,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4295412229400322,1.2172503117763318,-0.25692328028198297,1641.091529769105,1661.1109651046377,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22410.pkl,1.544
7480,22490,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.447688719481037,1.2346678290121857,-0.2613651405571589,1645.434493593028,1665.4539289285608,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22490.pkl,1.544
7480,22570,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4014312022510569,1.1893950239398754,-0.2519180218517893,1635.003987654064,1655.0234229895968,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22570.pkl,1.536
7480,22650,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4624621789930268,1.246146326109997,-0.36337953265382356,1648.2652975456926,1668.2847328812254,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22650.pkl,1.543
7480,22730,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.440313495815363,1.2206327452651573,-0.3879268853280009,1647.5481783756131,1667.567613711146,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22730.pkl,1.545
7480,22810,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.40634140862259,1.1831453521076483,-0.3584325733565264,1642.5193401876966,1662.5387755232293,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22810.pkl,1.544
7480,22890,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4215943942162759,1.1986725805562852,-0.3795075919047184,1646.0932711638266,1666.1127064993593,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22890.pkl,1.544
7480,22970,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.411533070564648,1.187658321566361,-0.36441564458217185,1643.4885004259331,1663.507935761466,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_22970.pkl,1.544
7480,23050,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4080686665012632,1.1844920219079065,-0.3594351358880569,1642.7451979451312,1662.764633280664,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23050.pkl,1.535
7480,23130,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4041545827917978,1.1579657419944946,-0.18776363980019595,1642.02485081971,1662.0442861552428,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23130.pkl,1.544
7480,23210,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3876421910280095,1.1613083501019388,-0.2972814473892724,1635.794337688083,1655.8137730236158,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23210.pkl,1.536
7480,23290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3920525541556534,1.165976788755722,-0.3024738659452674,1636.4142953921469,1656.4337307276796,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23290.pkl,1.534
7480,23370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4506760796211895,1.2046879649993043,-0.2857056446858433,1643.581847576556,1663.6012829120887,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23370.pkl,1.545
7480,23450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4391696695956604,1.185762760146196,-0.26124174824085894,1637.960659063584,1657.9800943991168,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23450.pkl,1.535
7480,23530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4469421735500028,1.1963255604997245,-0.26683032147422686,1626.0591223739227,1646.0785577094555,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23530.pkl,1.536
7480,23610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4399620608872123,1.1810597331815298,-0.23983785423393036,1621.8159681516656,1641.8354034871984,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23610.pkl,1.544
7480,23690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4392079223658845,1.1772798186007998,-0.23320831896435487,1620.6309554218337,1640.6503907573665,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23690.pkl,1.541
7480,23770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4737827940667632,1.173345744551474,-0.32750613292030045,1603.4931680427503,1623.512603378283,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23770.pkl,1.543
7480,23850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4726341700664078,1.1692315460473441,-0.3213271623064722,1602.698804718706,1622.7182400542388,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23850.pkl,1.543
7480,23930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4729626996658491,1.1698139051452805,-0.322907812122824,1602.9951529749844,1623.0145883105172,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_23930.pkl,1.536
7480,24010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4795111666417762,1.1721591238824975,-0.19239685553843403,1613.2111209315694,1633.2305562671022,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24010.pkl,1.543
7480,24090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4801646768771648,1.1758731432995846,-0.1817485611460644,1615.8367296829063,1635.856165018439,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24090.pkl,1.544
7480,24170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4807618989321214,1.1762950981186298,-0.17683878540144934,1616.7577598438254,1636.7771951793582,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24170.pkl,1.544
7480,24250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4796603592661617,1.1730492092613816,-0.19353482908281397,1613.2254407199084,1633.2448760554412,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24250.pkl,1.542
7480,24330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4796128841846325,1.1710014588042348,-0.2027308510641734,1610.5321957001288,1630.5516310356616,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24330.pkl,1.544
7480,24410,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4809349932343305,1.169386067666747,-0.20742229651986266,1609.4992713927513,1629.518706728284,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24410.pkl,1.544
7480,24490,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4801078662666696,1.1710646486663172,-0.19839557938712968,1611.034676305706,1631.0541116412387,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24490.pkl,1.552
7480,24570,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4809729360372414,1.1724050427513382,-0.008322687061038272,1616.9698444589217,1636.9892797944544,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24570.pkl,1.552
7480,24650,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4788086104409959,1.1701011955500584,-0.011729942008017783,1617.3958021013361,1637.415237436869,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24650.pkl,1.551
7480,24730,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4818239303175877,1.1731080407758379,-0.021216585972519204,1618.1285765516186,1638.1480118871514,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24730.pkl,1.552
7480,24810,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5234189427146774,1.2057032404642056,0.14858281919739844,1610.364728918297,1630.3841642538298,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24810.pkl,1.551
7480,24890,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5232839248320555,1.2042698776834433,0.15956129949298178,1610.022912458955,1630.0423477944878,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24890.pkl,1.552
7480,24970,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5233894388045262,1.2052809517880407,0.15350187211758004,1610.169510989818,1630.1889463253508,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_24970.pkl,1.562
7480,25050,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5291388957087195,1.2077260731043655,0.18453627694714095,1609.1250248768288,1629.1444602123615,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25050.pkl,1.552
7480,25130,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5446453571366308,1.226333657272668,0.07859308263914998,1603.251934622411,1623.2713699579438,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25130.pkl,1.553
7480,25210,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.560511278787345,1.2337078772193641,0.025878468669932726,1607.9742620421448,1627.9936973776776,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25210.pkl,1.551
7480,25290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5856185810052505,1.2469439652267196,-0.016954657880176315,1613.666310541888,1633.6857458774207,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25290.pkl,1.552
7480,25370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5991704486354932,1.260636446835945,-0.030828863622965563,1616.91990565428,1636.9393409898128,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25370.pkl,1.551
7480,25450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6779480170399437,1.3311187441437957,0.013937175831763848,1617.5466817423012,1637.566117077834,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25450.pkl,1.551
7480,25530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.674579459745446,1.3328261279765536,-0.019289746557475434,1615.7557086602972,1635.77514399583,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25530.pkl,1.552
7480,25610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6622294268299782,1.3226509714948507,0.030756877072074067,1614.8167378559224,1634.8361731914551,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25610.pkl,1.552
7480,25690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6379773496397434,1.3121685543140416,0.0680437892619139,1610.7454172831015,1630.7648526186342,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25690.pkl,1.552
7480,25770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6357923633399947,1.30885541797228,-0.020407469329655214,1610.5299954152902,1630.549430750823,results_sarima/all_9892_best_model/models/sarima_lambx_7480_lamby_25770.pkl,1.552
7560,18330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1616500947469346,0.9338716317148377,-0.10675767070585662,1394.0799218517177,1414.0993571872505,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18330.pkl,1.552
7560,18410,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1895665102808992,0.9860814954219039,-0.332886102475521,1393.0515542392952,1413.070989574828,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18410.pkl,1.543
7560,18490,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1901840818947853,0.9864463516461189,-0.32805017769943506,1394.0756155221559,1414.0950508576886,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18490.pkl,1.545
7560,18570,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2110277930534787,1.001400591668454,-0.19544578722941544,1425.244165765854,1445.2636011013867,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18570.pkl,1.545
7560,18650,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2161057797502959,1.0061587991072216,-0.19234948081025852,1428.7329737894452,1448.752409124978,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18650.pkl,1.544
7560,18730,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2387403192959405,1.0170507747541033,-0.1532982694907986,1446.7628394258084,1466.7822747613411,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18730.pkl,1.533
7560,18810,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1822830551578096,0.940328308451889,-0.019604731827965294,1451.2158537227833,1471.235289058316,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18810.pkl,1.544
7560,18890,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1825266714933051,0.9402979301212256,-0.018699641710426578,1450.7817039339363,1470.801139269469,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18890.pkl,1.551
7560,18970,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.1984123060353904,0.9562641684375631,-0.054231167785119015,1467.1756603376955,1487.1950956732283,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_18970.pkl,1.552
7560,19050,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2870932959559727,0.9495603719920989,0.31697633173683276,1509.131605142035,1529.1510404775677,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19050.pkl,1.545
7560,19130,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2742813328372036,0.9443533966482621,0.2760075567619182,1496.5237376458758,1516.5431729814086,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19130.pkl,1.545
7560,19210,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2638156458848409,0.9412723198839114,0.24356405191569078,1479.4718482745586,1499.4912836100914,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19210.pkl,1.544
7560,19290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.227862940240829,0.9497139182673126,0.15281730061087784,1510.5353314778222,1530.554766813355,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19290.pkl,1.553
7560,19370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2188615703399612,0.9493313378087379,0.06954226698668965,1503.704887098658,1523.7243224341908,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19370.pkl,1.552
7560,19450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.2171716343122332,0.984741276516864,-0.1705238069532701,1509.080052582012,1529.0994879175448,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19450.pkl,1.551
7560,19530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3029322193318458,0.9981925261677015,0.4360457174761232,1524.4513451047949,1544.4707804403276,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19530.pkl,1.543
7560,19610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.510273072679756,1.1934746123224118,0.789623682895224,1533.9850980622984,1554.0045333978312,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19610.pkl,1.56
7560,19690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.78754057697262,1.4572404367133647,1.1054678533943902,1551.8379979400106,1571.8574332755434,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19690.pkl,1.552
7560,19770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5527762885153062,1.2624041265493373,-0.36398225012582874,1580.8405313221042,1600.859966657637,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19770.pkl,1.551
7560,19850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5058830335279956,1.230580674833691,-0.41848773719350035,1567.9724405414247,1587.9918758769575,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19850.pkl,1.543
7560,19930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5761302497684861,1.2293577160786635,0.506900678423429,1585.3270441105851,1605.3464794461179,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_19930.pkl,1.552
7560,20010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5131807074431813,1.2265152875693242,-0.3875338025148787,1571.4312508342641,1591.4506861697969,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20010.pkl,1.559
7560,20090,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.634391055746139,1.3085307523468694,-0.43341805175149845,1589.1767705585028,1609.1962058940355,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20090.pkl,1.559
7560,20170,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6265197456343838,1.3234070885614144,-0.5055369931486667,1583.766359653931,1603.7857949894637,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20170.pkl,1.552
7560,20250,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6163540589282122,1.3240207486959918,-0.5389845078378945,1581.342678828299,1601.3621141638318,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20250.pkl,1.552
7560,20330,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.611369146519837,1.3191084715133956,-0.5403868921904684,1581.0888567141944,1601.1082920497272,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20330.pkl,1.559
7560,20410,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5710364072797158,1.2514745483649283,-0.4184834451937914,1595.911563268766,1615.9309986042988,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20410.pkl,1.551
7560,20490,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.5113795096811702,1.2407250842252593,-0.3103553537218066,1625.8043511400047,1645.8237864755374,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20490.pkl,1.552
7560,20570,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.477888362445706,1.1849145763547486,-0.20276334141539606,1642.4134872715836,1662.4329226071163,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20570.pkl,1.55
7560,20650,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.649621721818236,1.3637709576208543,-0.7703826764272677,1644.3973755668876,1664.4168109024204,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20650.pkl,1.543
7560,20730,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6799606166925884,1.3894273874562284,-0.8047219669890362,1646.5056699418772,1666.52510527741,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20730.pkl,1.552
7560,20810,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.6827653021868598,1.391662605401195,-0.8086662648369121,1646.7896390799121,1666.809074415445,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20810.pkl,1.56
7560,20890,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.7715200584220767,1.45983002832216,-0.9003730658367779,1653.438288597189,1673.4577239327218,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20890.pkl,1.552
7560,20970,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.7931961389179232,1.4819643074290436,-0.789537038633374,1666.7890543414078,1686.8084896769406,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_20970.pkl,1.561
7560,21050,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.8485209071561162,1.5496123351041267,-0.9194768176875092,1665.3368671892204,1685.3563025247531,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21050.pkl,1.56
7560,21130,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.8368969925377536,1.5568580494547293,-1.016199287496448,1654.3654458671392,1674.384881202672,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21130.pkl,1.559
7560,21210,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.9056379385481728,1.6084200372915969,-1.0416476765516929,1665.676025564312,1685.6954608998449,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21210.pkl,1.568
7560,21290,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.781705587211103,1.4543300462387607,-0.830613056196697,1656.9372780410486,1676.9567133765813,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21290.pkl,1.558
7560,21370,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4507493678758667,1.2275308588986522,-0.35522323291840424,1644.509162897839,1664.5285982333717,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21370.pkl,1.561
7560,21450,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.4228854214260216,1.201311230947742,-0.33605201767688836,1639.1897338624844,1659.2091691980172,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21450.pkl,1.559
7560,21530,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3648078308989045,1.1396481275316919,-0.29118152548465587,1627.3508380410267,1647.3702733765595,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21530.pkl,1.576
7560,21610,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.333064714901911,1.0982295931397363,-0.2612146003747298,1622.0072043606162,1642.026639696149,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21610.pkl,1.559
7560,21690,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3285345361990324,1.090549026677226,-0.25657291260677045,1620.9310083523344,1640.9504436878672,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21690.pkl,1.559
7560,21770,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3339065190543677,1.0990887428258755,-0.26230113787706083,1622.1691235796986,1642.1885589152314,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21770.pkl,1.56
7560,21850,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3135166443267556,1.0696708902696686,-0.23976610066304205,1618.524578575341,1638.5440139108737,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21850.pkl,1.568
7560,21930,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3086409286277714,1.0623518748045397,-0.23194930745690176,1617.4274382523386,1637.4468735878713,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_21930.pkl,1.568
7560,22010,SARIMA,"(1, 0, 2)","(0, 1, 1, 12)",432,48,1.3498086327093384,1.120938960631649,-0.27935147042936165,1624.8028083988024,1644.8222437343352,results_sarima/all_9892_best_model/models/sarima_lambx_7560_lamby_22010.pkl,1.568
