LAMBX,LAMBY,n_observations,MAE,RMSE,R2,Bias,T_observed_mean,T_predicted_mean,mean_absolute_error,temperature_mean_difference
9880,18490,312,1.0262108347354792,1.3227497575657647,0.9510181281312929,0.5258969077697168,15.95128205128205,15.425385143512335,1.0262108347354792,0.5258969077697149
9880,18570,312,1.02685718414111,1.3250346510250866,0.9507811127754793,0.5305182787088247,15.90769230769231,15.377174028983482,1.02685718414111,0.5305182787088274
9880,18650,312,1.0195240583175267,1.304078069788218,0.951937353143701,0.4564969148391333,15.723397435897438,15.266900521058302,1.0195240583175267,0.45649691483913557
9880,18730,312,0.9803819219271344,1.2546596224787643,0.9544533014291092,0.10119007459053621,14.267307692307691,14.166117617717155,0.9803819219271344,0.10119007459053542
9880,18810,312,1.0443352897961933,1.3276473460498972,0.9507111039614038,0.12370233749731985,14.129166666666666,14.005464329169346,1.0443352897961933,0.12370233749732051
9880,18890,312,1.0798226958666093,1.3692165494250215,0.9539621589042745,-0.015083748560685364,12.155448717948717,12.170532466509403,1.0798226958666093,-0.015083748560686061
9880,18970,312,1.091082512950286,1.386609216595653,0.9503669866144276,-0.05296601309226101,11.560576923076923,11.613542936169184,1.091082512950286,-0.05296601309226112
9880,19050,312,1.2576915172048104,1.5802321207570638,0.9315612036684451,-0.013488522745095781,9.653205128205128,9.666693650950224,1.2576915172048104,-0.013488522745095821
9880,19130,312,1.4523702832356764,1.8213353104658696,0.9028495474328863,-0.14322382908147305,5.207371794871795,5.350595623953268,1.4523702832356764,-0.1432238290814727
9880,19210,312,1.4712106539246936,1.864656806470965,0.8924839375221942,-0.1468960641644513,3.4480769230769237,3.5949729872413743,1.4712106539246936,-0.14689606416445056
9880,21130,312,1.7330755817751662,2.1877568881616525,0.839545791079847,0.00442547540490823,-0.28814102564102567,-0.2925665010459339,1.7330755817751662,0.00442547540490823
9880,21210,312,1.7391607193252405,2.1919302442957376,0.8386774085050066,0.00850926710483737,-0.4916666666666666,-0.500175933771504,1.7391607193252405,0.008509267104837459
9880,21290,312,1.723846901122194,2.1957022039375103,0.8373260899858098,0.013981664199859654,-0.2551282051282051,-0.2691098693280648,1.723846901122194,0.013981664199859689
9880,21370,312,1.7605132112267596,2.2170682570182367,0.8482567255300563,-0.05790656073711426,2.4358974358974357,2.49380399663455,1.7605132112267596,-0.05790656073711453
9880,21450,312,1.574845671093163,1.9641994680817079,0.9098864104656077,-0.02450530846328599,7.453205128205129,7.477710436668414,1.574845671093163,-0.02450530846328558
9880,21530,312,1.5646167350980718,1.9468875734761,0.9139479928442943,-0.042799810549387564,7.96346153846154,8.006261349010925,1.5646167350980718,-0.04279981054938542
9880,21610,312,1.7426797025574325,2.2072284804655236,0.8441344973520929,-0.08040351943136793,1.7657051282051281,1.846108647636496,1.7426797025574325,-0.08040351943136792
9880,21690,312,1.860847477541896,2.323807945642022,0.8374639385663275,-0.1368998583258452,3.8509615384615383,3.9878613967873835,1.860847477541896,-0.13689985832584517
9880,21770,312,1.8427446377583039,2.271082323995175,0.8602171569588413,-0.0874396201891777,5.728525641025641,5.815965261214819,1.8427446377583039,-0.08743962018917806
9880,21850,312,1.7641712430416823,2.170433092543903,0.8752598437999479,-0.052192846000887076,6.148717948717949,6.200910794718836,1.7641712430416823,-0.05219284600088692
9880,21930,312,1.7305564527161035,2.1268292944269542,0.883915646244563,-0.056806523159432874,6.707371794871794,6.764178318031227,1.7305564527161035,-0.05680652315943302
9880,22010,312,1.8488721908673118,2.2770858031544163,0.8593286819324177,-0.09508271140989683,5.723717948717949,5.818800660127845,1.8488721908673118,-0.09508271140989599
9880,22090,312,1.82546924291692,2.250549791290421,0.8647731079482057,-0.017824309785516065,7.397435897435898,7.415260207221413,1.82546924291692,-0.017824309785515524
9880,22170,312,1.7520796432971764,2.1989913134201777,0.8775461103563816,0.014948249925883204,8.575320512820513,8.56037226289463,1.7520796432971764,0.014948249925883061
9880,22250,312,1.6869765419895066,2.1283898329812807,0.8897071996563729,0.12944685084124402,9.40128205128205,9.271835200440806,1.6869765419895066,0.1294468508412443
9880,22330,312,1.6493791952156103,2.0811019146110215,0.8972519055270367,0.19402127655652854,9.895833333333334,9.701812056776804,1.6493791952156103,0.1940212765565299
9880,22410,312,1.6335841403557707,2.067712965110721,0.8989935906653976,0.2072809369518206,9.968589743589744,9.761308806637922,1.6335841403557707,0.20728093695182181
9880,22490,312,1.6133420912548901,2.0398462620262747,0.9019786391609196,0.2211370211046858,10.028205128205128,9.807068107100443,1.6133420912548901,0.2211370211046848
9880,22570,312,1.6232577119013654,2.0491224271988666,0.9012650383174324,0.2304156654815859,10.056410256410258,9.825994590928671,1.6232577119013654,0.23041566548158698
9880,22650,312,1.7805004781191553,2.1967937818496983,0.8736883925861789,-0.05447592533343524,7.825641025641027,7.880116950974461,1.7805004781191553,-0.05447592533343393
9880,22730,312,1.6870043229383345,2.110994473461756,0.8905754375901093,0.09940071238491398,9.224038461538461,9.124637749153548,1.6870043229383345,0.09940071238491299
9880,22810,312,1.6348935767912711,2.0584567095788957,0.897387442236143,0.2054154221350566,9.994230769230768,9.788815347095712,1.6348935767912711,0.20541542213505615
9880,22890,312,1.61808836628468,2.034262692183129,0.9011301036420805,0.24419095340686348,10.182051282051283,9.937860328644419,1.61808836628468,0.24419095340686425
9880,22970,312,1.5565290733980828,1.9681186168272664,0.9110909901024048,0.29422679148041286,10.686858974358975,10.392632182878561,1.5565290733980828,0.29422679148041375
9880,23050,312,1.5179646144692713,1.9282076063011673,0.9153268992315651,0.3786837250376359,11.15224358974359,10.773559864705954,1.5179646144692713,0.3786837250376358
9880,23130,312,1.5488799195641125,1.9487950097903768,0.9145094510819775,0.37106544814812836,11.035897435897436,10.664831987749308,1.5488799195641125,0.37106544814812814
9880,23210,312,1.5857875684897105,2.007913837142168,0.9108336793953632,0.4240532466998468,11.44903846153846,11.024985214838615,1.5857875684897105,0.42405324669984523
9880,23290,312,1.5996714722651701,2.017122946523324,0.9098854549565615,0.44634135082746157,11.518589743589745,11.072248392762281,1.5996714722651701,0.4463413508274634
9880,23370,312,1.5968142081529668,2.01551474671819,0.9100168654139588,0.46279756854742005,11.593910256410258,11.131112687862837,1.5968142081529668,0.4627975685474208
9880,23450,312,1.5977370550999275,2.019546463670399,0.9094801669413332,0.4640346785386403,11.661538461538461,11.19750378299982,1.5977370550999275,0.4640346785386402
9880,23530,312,1.6166956989046855,2.0416230208049484,0.9075377491744052,0.4698189274240762,11.712820512820512,11.243001585396437,1.6166956989046855,0.4698189274240754
9880,23610,312,1.5974791186360213,2.0296290778472024,0.9087607128575205,0.45209388629748276,11.64647435897436,11.194380472676876,1.5974791186360213,0.45209388629748304
9880,23690,312,1.583118549027504,2.017105983658485,0.9096703670843793,0.45541568486354284,11.718589743589742,11.2631740587262,1.583118549027504,0.4554156848635422
9880,23770,312,1.586690642589178,2.022758212418436,0.9090427644923077,0.4610018983865396,11.75576923076923,11.29476733238269,1.586690642589178,0.4610018983865398
9880,23850,312,1.5895762054201885,2.021381986176492,0.9090191762292559,0.4576506321628889,11.78076923076923,11.323118598606342,1.5895762054201885,0.45765063216288837
9880,23930,312,1.5903112606360361,2.0255553761340837,0.9085515488889637,0.4589084496100743,11.806730769230768,11.347822319620695,1.5903112606360361,0.4589084496100728
9880,24010,312,1.5880260342970873,2.0230145977438925,0.9087808238083749,0.45152824757955007,11.806730769230768,11.355202521651218,1.5880260342970873,0.45152824757954946
9880,24090,312,1.5602320841871775,1.967648258565524,0.9122352524527678,0.3459252436573689,11.430128205128204,11.084202961470837,1.5602320841871775,0.34592524365736743
9880,24170,312,1.5662694134009187,1.9977240477574336,0.91142983064471,0.3866800724695891,11.694871794871796,11.308191722402206,1.5662694134009187,0.3866800724695896
9880,24250,312,1.5699362124005953,1.980585032974795,0.9114870916050517,0.31483472574215676,11.257371794871796,10.942537069129639,1.5699362124005953,0.3148347257421573
9880,24330,312,1.5672988452590428,1.9782985162610531,0.9117110493683912,0.3184640668523618,11.298397435897437,10.979933369045074,1.5672988452590428,0.3184640668523624
9880,24410,312,1.5744288447575694,1.9864149035855043,0.9111738270224926,0.30741313543075177,11.228205128205127,10.920791992774376,1.5744288447575694,0.30741313543075144
9880,24490,312,1.5682013333225864,1.978622228796232,0.9078027131170582,0.25895653997476287,10.634294871794872,10.375338331820108,1.5682013333225864,0.2589565399747631
9880,24570,312,1.59393543944909,2.001224577747391,0.9054030413276442,0.17332212405327035,10.14551282051282,9.97219069645955,1.59393543944909,0.17332212405326963
9880,24650,312,1.5924887414544056,2.004981275083215,0.9058124124441794,0.22398860431634462,10.25224358974359,10.028254985427244,1.5924887414544056,0.2239886043163466
9880,24730,312,1.5897224662204583,1.99212612476232,0.9043773074031678,0.20742232828186102,10.033333333333333,9.825911005051472,1.5897224662204583,0.20742232828186147
9880,24810,312,1.5956829415419354,1.9983242111864912,0.90366911969695,0.2068065363364533,10.01826923076923,9.811462694432777,1.5956829415419354,0.20680653633645285
9880,24890,312,1.5987820162724415,2.0064629857321012,0.9027751062205402,0.20182951365191587,10.007371794871794,9.805542281219878,1.5987820162724415,0.2018295136519157
9880,24970,312,1.599786360332002,2.0065071711423443,0.902484635687679,0.19519348087159397,9.977884615384614,9.782691134513021,1.599786360332002,0.19519348087159294
9880,25050,312,1.5792765715851997,1.9901453051687015,0.9061366719312517,0.27901268974901783,10.189102564102564,9.910089874353547,1.5792765715851997,0.27901268974901683
9880,25130,312,1.6196770236875195,2.0262928139383196,0.902869359163824,0.3583864217218107,10.409294871794872,10.050908450073061,1.6196770236875195,0.3583864217218107
9960,18650,312,1.04674196487818,1.3246883276729948,0.9506951166624495,0.5673078268002241,16.004807692307693,15.437499865507467,1.04674196487818,0.5673078268002261
9960,18730,312,0.9741391982787695,1.2417890142639807,0.9557414938160838,0.26043483232840514,14.951923076923077,14.691488244594671,0.9741391982787695,0.26043483232840536
9960,18810,312,1.023199720871754,1.2870176593481304,0.9545368560093207,0.04306406057797943,13.411538461538463,13.368474400960482,1.023199720871754,0.04306406057798107
9960,18890,312,1.1239278842241338,1.4221506347119486,0.9436313192775599,-0.05189366707435022,12.265705128205127,12.317598795279478,1.1239278842241338,-0.05189366707435106
9960,18970,312,1.1958773507521703,1.5091068664626937,0.9357644165594442,-0.06930969388057016,11.657051282051283,11.726360975931852,1.1958773507521703,-0.06930969388056951
9960,19050,312,1.270324141646807,1.5940350576544369,0.9299059539441082,-0.015406133291813022,9.494871794871795,9.510277928163609,1.270324141646807,-0.015406133291813617
9960,19130,312,1.3858360855171505,1.7363213749504784,0.9123566628234905,-0.11355612477383172,5.903205128205129,6.01676125297896,1.3858360855171505,-0.11355612477383126
9960,19210,312,1.482533673017035,1.8734866511383494,0.8910945731023139,-0.12048528886621056,3.3211538461538463,3.441639135020057,1.482533673017035,-0.12048528886621046
