n,mean,median,variance,std,min,max,MAE,median_absolute_error,RMSE,bias,q01,q05,q25,q50,q75,q95,q99
3086304,0.17141760927007044,0.22365012168884268,3.2099432087842636,1.7916314377639904,-9.66044750213623,6.741683769226075,1.4226543846582962,1.1845209121704103,1.799813102950451,0.17141760927007044,-4.116604507446289,-2.8335235452651983,-0.9796850442886356,0.22365012168884268,1.3642126321792605,3.0594186128675935,4.232501310348516
