n_grid_points,mean_MAE,median_MAE,min_MAE,max_MAE,mean_RMSE,median_RMSE,mean_R2,median_R2,mean_Bias,median_Bias
9892,1.4226543846582964,1.4314201842897978,0.8746839052591568,1.9922527800242489,1.7854244463214464,1.7990543217196655,0.9044393490542961,0.9050679885731194,0.17141760927007044,0.20237396856149037
