epoch,train_loss,validation_loss,learning_rate
1,0.10396244796752929,0.07225499799251556,0.001
2,0.08018396142625808,0.07383241341114044,0.001
3,0.07876369022035598,0.06995793652733168,0.001
4,0.0781375703239441,0.0710683832168579,0.001
5,0.07686610257863999,0.07500428186655045,0.001
6,0.07637011969614028,0.07225145295461019,0.001
7,0.07612244040584565,0.07102371553778648,0.001
8,0.07546325448703765,0.07257608332236608,0.0005
9,0.0744130753045082,0.06991307723522186,0.0005
10,0.07427617813158036,0.07033438100814819,0.0005
11,0.07326988662195205,0.07001515569885572,0.0005
12,0.07383596792840957,0.07101585674683253,0.0005
13,0.0741834392580986,0.07061553162733714,0.0005
14,0.0732256683459282,0.06925059697230657,0.0005
15,0.07251692917871476,0.0701695431749026,0.0005
16,0.07299097746372223,0.07017695431311925,0.0005
17,0.07229815559339524,0.06936334975163141,0.0005
18,0.07205790621280671,0.06890686590274175,0.0005
19,0.07206840901470184,0.07324613616069157,0.0005
20,0.07154988478183746,0.07025117831627528,0.0005
21,0.07075465549945831,0.0692451127409935,0.0005
22,0.07133526310920715,0.06966250387827555,0.0005
23,0.07085255092287064,0.07105336647033691,0.00025
24,0.0693616081352234,0.07146572359601656,0.00025
25,0.06906584796667099,0.07015134565035502,0.00025
26,0.06857980907511711,0.07127260762850443,0.00025
27,0.06871790421390533,0.0708551616191864,0.00025
28,0.06765473165464402,0.07143615440527598,0.000125
29,0.06675426975774765,0.07147507489522298,0.000125
30,0.06650514460611344,0.0714646183649699,0.000125
