LAMBX,LAMBY,train_n,test_n,rmse,mae,bias,aic,bic,lon,lat
9320,18090,432,48,1.1242663308897152,0.8555692192449923,0.15739841453669304,1329.89890672661,1349.9183420621428,6.416288096617104,43.20597519583316
6360,17450,432,48,1.0583305713608422,0.8737127924490936,-0.3036547493468322,1381.2411590715383,1401.260594407071,2.774962111161826,42.7075666087421
3960,22810,432,48,1.3295095502110952,1.0390623280558398,-0.26654765386311,1576.1179059094022,1596.137341244935,-0.37156530721395764,47.49697018573484
3880,17770,432,48,1.453900565672265,1.131089934115966,-0.1607795279762965,1573.76078134628,1593.7802166818128,-0.25694617043040074,42.96445087057669
9960,23130,432,48,1.4793243460106154,1.1823730950181959,-0.027763353094897174,1663.4713640554091,1683.490799390942,7.6161213507524215,47.696782077671
7160,19930,432,48,1.4964340848872473,1.1786901942488472,-0.1759243452206266,1582.2544859789132,1602.273921314446,3.805405672343324,44.92794713226978
9400,20490,432,48,1.6745746250438869,1.3257710862921228,-0.17282099506717918,1611.1383807125926,1631.1578160481254,6.677087348704173,45.3569861541951
11800,17690,432,48,1.0626205999285052,0.8580104464896485,-0.19158752915204547,1272.9978604497517,1293.0172957852844,9.406694225321472,42.689613129734745
8200,22730,432,48,1.2568825553710954,1.0175297827092802,0.01088054135636938,1610.205324730563,1630.2247600660958,5.252889444312517,47.41994335291779
4840,24170,432,48,1.4521956770888653,1.1739162587356624,-0.3967038534512521,1562.7426065812438,1582.7620419167765,0.759982931222199,48.7410136275697
4680,25130,432,48,1.515063579650754,1.2495212067424342,-0.596130278447549,1488.6585959349472,1508.67803127048,0.5123153630276995,49.600253160375686
1480,23770,432,48,1.3720642542254249,1.0969856624927565,-0.3690010987426742,1404.5983758858183,1424.617811221351,-3.75289404306887,48.23436226693922
3480,22570,432,48,1.3808320399603848,1.1702149239037476,-0.4262136558193801,1558.5737216621064,1578.5931569976392,-0.9945720644478143,47.26465710045243
9000,18890,432,48,1.4906602070744113,1.2822490133856697,-0.5603683850548272,1433.8353935301307,1453.8548288656634,6.070334729396573,43.93838543940767
2920,22570,432,48,1.3843285123601041,1.1466610356155094,-0.39566740706142123,1538.5090285412723,1558.528463876805,-1.7336130804430923,47.240943228882415
7560,21770,432,48,1.3339074486426468,1.0990897965463138,-0.2623015864322492,1622.1691294694406,1642.1885648049733,4.3720186483969,46.57486338704764
3240,23130,432,48,1.3424770354989852,1.0647743183957854,-0.29035662200275975,1540.1107968058006,1560.1302321413334,-1.3460438288462953,47.758228205469415
6440,18330,432,48,1.3516630304276067,1.1093233264320972,-0.22355831577697027,1539.874067594664,1559.8935029301967,2.8797747582310507,43.49769838175345
5080,24970,432,48,1.504398056603701,1.205161002709498,-0.5083907797029176,1538.3218406632886,1558.3412759988214,1.068548536333808,49.46364059330981
8520,23290,432,48,1.3738302666089912,1.136082651561263,-0.04509136180677226,1634.4967745078707,1654.5162098434034,5.708426340331492,47.91170483543165
11640,17130,432,48,1.4323377372050965,1.1836549089592614,0.3903410994508496,1384.005233183403,1404.0246685189359,9.153603993218299,42.201469361089124
7160,21370,432,48,1.5618269658660464,1.2763098836472087,-0.7099683636036405,1646.055452575246,1666.0748879107787,3.840270768674582,46.22317420139745
9800,24810,432,48,1.6218040557200948,1.302759711466048,0.16170677718980198,1671.6703218485088,1691.6897571840416,7.551813197268183,49.21331091965917
6600,26410,432,48,1.6670039156270264,1.3154758477206905,-0.2895559180449657,1584.7922796051546,1604.8117149406874,3.1848628580318135,50.75992698965241
4600,20810,432,48,1.360278978744904,1.1158152918303568,-0.11802942582748022,1567.1262656047363,1587.145700940269,0.5384063965438993,45.714904988022845
9720,24490,432,48,1.6700672889253807,1.3194932536285935,-0.06542278183358748,1684.6448632194606,1704.6642985549934,7.413999496060282,48.931084432977805
1480,23850,432,48,1.3797702316555998,1.1040227028869678,-0.38949576248911894,1402.021094595189,1422.0405299307217,-3.7612397777457036,48.30607589997719
6920,21530,432,48,1.3682762776750874,1.0929572785200248,-0.2873817417445142,1633.4498557095233,1653.469291045056,3.5323618624860367,46.370810882840345
5000,21450,432,48,1.3587250428996638,1.1101813682839523,-0.12892418351063187,1579.587291790454,1599.6067271259867,1.0384683067855267,46.29768736413237
10120,21850,432,48,1.8150345458757051,1.440299013330508,-0.4598810839541419,1624.9402778965434,1644.9597132320762,7.712255487959104,46.538224139032685
6120,21050,432,48,1.4904197678469493,1.1890417810454785,0.008421489599028368,1629.5306285752777,1649.5500639108104,2.4913045123322894,45.94514119010761
8680,19130,432,48,1.4071902982884565,1.1564326937113865,-0.41141688823735745,1490.4681755745562,1510.487610910089,5.685290775109641,44.16690030692032
5800,18250,432,48,1.4382667334874943,1.1950058124920582,-0.08588388632088544,1554.8498388269304,1574.8692741624632,2.089970149520856,43.426883223158626
8520,23690,432,48,1.3879908518169735,1.1377539039577613,-0.14379255072356542,1635.2786314649666,1655.2980668004993,5.73152578240777,48.271058871679365
3400,22410,432,48,1.3804098632910162,1.1694639905544986,-0.42622902621313435,1558.4792902570741,1578.498725592607,-1.0909698688902045,47.11776530432266
7400,25530,432,48,1.6782604158822672,1.3303891260567073,0.008745912402691014,1616.9627793012537,1636.9822146367865,4.284882193345269,49.95762912455049
3640,23130,432,48,1.3924392220457902,1.1224711906756122,-0.39268406139415163,1543.4015042962114,1563.4209396317442,-0.8129586080885548,47.77386195983746
7080,18650,432,48,1.2779111254687303,0.9508777281671082,0.5285661912434776,1455.9370733782525,1475.9565087137853,3.676510993858082,43.7784146853411
4360,24570,432,48,1.3786417754725198,1.0781941808965863,-0.27080945973867915,1502.0429560072857,1522.0623913428185,0.09240649863356805,49.08990228758014
9160,18090,432,48,1.1034939293659245,0.8375119527443271,0.15023773318810216,1314.75421119373,1334.7736465292628,6.220003204669065,43.213253392578736
10840,22970,432,48,1.5571384232963081,1.2340177445019398,0.01441525806107824,1667.898019128991,1687.9174544645239,8.767186160958177,47.49436426568733
3240,18330,432,48,1.1490392475848767,0.9073531927345179,-0.15812945348389798,1488.672667552279,1508.6921028878119,-1.068706066501551,43.44530216930405
5160,17770,432,48,1.3963093672540483,1.1137845505895914,-0.13499100199017453,1505.8483983679728,1525.8678337035055,1.3086404717579199,42.99094821595616
6280,22250,432,48,1.3499574010605935,1.102912344595544,-0.27496845624221555,1599.8412148556388,1619.8606501911715,2.7048884807580476,47.024268800583336
5320,23850,432,48,1.4383916815553073,1.1060295334244892,-0.26849361310251835,1577.280401144741,1597.2998364802738,1.4173465539895644,48.46024723341796
3560,18650,432,48,1.284976641957611,1.0645575855427862,-0.511163183551579,1496.0456449466678,1516.0650802822006,-0.6895009705713399,43.74443815375532
6120,21530,432,48,1.4104732335335426,1.1279301735847544,-0.04890281721036571,1620.772085291212,1640.7915206267448,2.492527697365567,46.376994192962776
4680,22650,432,48,1.3801792578403027,1.1311845159353442,-0.41652124224208187,1581.3572119860564,1601.3766473215892,0.588553325117419,47.371468258805685
5640,19130,432,48,1.6183306188152575,1.3304240663776314,-0.32358142750961943,1584.1953518831187,1604.2147872186515,1.8864686244483309,44.21729280206699
6120,25690,432,48,1.6304657259708262,1.2858843080721105,-0.3936689755231444,1583.4956724370861,1603.5151077726189,2.5040004765750177,50.11671008601479
10040,21210,432,48,1.8285436505569905,1.4344049527998262,-0.2693319471372902,1660.1212243029324,1680.1406596384652,7.552854081444255,45.96857105664148
8600,21610,432,48,1.552487869121157,1.2631520111502825,0.5543911964163378,1657.9792259909386,1677.9986613264714,5.718688014950777,46.39875971134247
5240,19050,432,48,1.4639160868170134,1.2159171738941124,-0.3386076478484447,1539.7345222320444,1559.7539575675771,1.387606157657753,44.14215999801127
5320,23210,432,48,1.39483939846621,1.1307353752643414,-0.33716604100004943,1575.808888416609,1595.8283237521418,1.4273607819977978,47.88481589345498
7640,22810,432,48,1.4045132854685156,1.1629796443336007,-0.39167453146317216,1626.8674546673499,1646.8868900028826,4.513921947557721,47.508180291055474
8360,24090,432,48,1.4825852350340925,1.168335090993482,0.20280785858881414,1654.9583520402161,1674.977787375749,5.538148225594543,48.6363810044338
2600,24170,432,48,1.2479955081268674,1.02583203968963,-0.4553037841430389,1443.2023802200497,1463.2218155555825,-2.2796420315315773,48.66168231081727
4920,21610,432,48,1.3057370638065788,1.0590684437820117,-0.16799973642663865,1577.5184299192588,1597.5378652547915,0.9309282128217898,46.44037872127714
7000,23290,432,48,1.388222372251314,1.1324506619548378,-0.011746035637458666,1620.799945037558,1640.8193803730908,3.6752685325698535,47.952651918179285
5080,19690,432,48,1.4715554699632518,1.2055309302856052,-0.467733989294997,1559.5208473643675,1579.5402826999002,1.1760467129370198,44.71570724115051
3640,24410,432,48,1.4530511918394857,1.2065700386569442,-0.6544687319738366,1441.3380422718487,1461.3574776073815,-0.8829044413672266,48.923716006391366
3000,23690,432,48,1.3964877380090777,1.1118383886026961,-0.4679939469305927,1484.589571640864,1504.6090069763968,-1.7041155096319454,48.250605649896904
2920,25130,432,48,1.0398558717235438,0.8875257400745223,-0.474783804036959,1208.8167029539595,1228.8361382894923,-1.9165301264662087,49.53913422395676
7960,19610,432,48,1.27704016413824,0.9971480412216205,-0.021078453680024017,1511.9569339978646,1531.9763693333973,4.805153736793739,44.622202369559496
3800,20970,432,48,1.2356452523068608,1.0130339789469787,-0.1546411576055204,1525.425680761074,1545.4451160966069,-0.49578010694702107,45.83758858304854
5560,18410,432,48,1.52123006843806,1.2422455916508592,-0.44543700811055614,1525.709920167129,1545.7293555026617,1.7926864151403499,43.56958958378904
7320,24570,432,48,1.6019659207354262,1.2969218259751245,-0.40553069820999327,1618.9185362783737,1638.9379716139065,4.142899100793524,49.097336058493845
8360,23690,432,48,1.4792896899444168,1.2170675265509538,-0.1576244657024227,1655.7225083887529,1675.7419437242856,5.5162123823658975,48.27707266198797
8680,20250,432,48,1.3680479463264608,1.101427774893195,-0.14872830024948755,1515.8105963096177,1535.8300316451505,5.745946963458975,45.17326040557272
6120,17370,432,48,1.180355627013564,0.9568164167278447,-0.19293039801880715,1437.6653979679509,1457.6848333034836,2.4825292524947478,42.636523783453114
5080,18090,432,48,1.318662411462709,1.0870211407854604,-0.2797011068422092,1497.1749770133413,1517.194412348874,1.2051146962155843,43.277432474048204
5480,18650,432,48,1.443327269492764,1.1776823389175204,-0.1918340816853004,1528.2714953544057,1548.2909306899385,1.6913646625817738,43.784760102980044
7080,23130,432,48,1.3753535176229337,1.1237079586561023,-0.08345657726393534,1631.1746022929906,1651.1940376285233,3.77841826216633,47.80751104648171
4440,17450,432,48,1.7182134446998207,1.392510397658933,-0.11569861325277418,1636.4459915992718,1656.4654269348046,0.43728043404672085,42.69152722402282
9000,22490,432,48,1.491401336309246,1.2070908162771241,-0.1738636544074621,1650.26352930039,1670.2829646359228,6.295815624807621,47.17279523429488
9400,22490,432,48,1.5447626872331015,1.2363435677865613,0.18105277912732895,1653.7701332917509,1673.7895686272836,6.822642456217362,47.15347572675412
8600,18570,432,48,1.3019880087881746,1.0486065636466584,-0.12192767532606848,1415.1882029516687,1435.2076382872015,5.5567965783532935,43.6669090889213
6120,20410,432,48,1.4385340726837514,1.149651227362056,0.37761035060797976,1594.470425772217,1614.4898611077497,2.4897032009752196,45.36936501167677
8360,22730,432,48,1.397799117812492,1.1292644056406045,-0.004664569629452238,1618.0920283018354,1638.1114636373682,5.464772444925475,47.41441190913235
5240,23770,432,48,1.4420151415577562,1.104860361791036,-0.26382358536993583,1577.6870766947,1597.7065120302327,1.3106335639868454,48.38743956819584
5640,20570,432,48,1.4668792117974545,1.2126441743519745,-0.03525387656469552,1621.026886138693,1641.0463214742258,1.875902040470549,45.51245614819096
6680,19050,432,48,1.5477819380567168,1.2702056614105148,-0.06877669534277274,1579.7290224958783,1599.748457831411,3.1856428629144413,44.14299316508902
5160,18250,432,48,1.3754353567655522,1.1502048566218528,-0.4103636543091578,1505.998538768565,1526.0179741040977,1.3008963614314568,43.42218716649724
5000,21290,432,48,1.3646873395518724,1.1137665012893758,-0.11840749647190812,1581.0075212605911,1601.026956596124,1.0418908290491085,46.1537553384995
9880,21690,432,48,1.924887590089842,1.5270161070478079,-0.5834407629846573,1638.811756484945,1658.8311918204777,7.386603290660401,46.40889842081973
11160,22170,432,48,1.737762489117496,1.394104251448927,-0.0005343252102832005,1650.01010445472,1670.0295397902528,9.099081514218376,46.753101404678
5320,21050,432,48,1.4155209615057844,1.1665860070379284,-0.06180124674377944,1581.8613218448786,1601.8807571804114,1.4596056651725764,45.94182834263515
4760,24890,432,48,1.47188842174807,1.1881813753277808,-0.4954825686847732,1524.5288042507577,1544.5482395862905,0.6300386220061428,49.38634908520383
3720,22650,432,48,1.4536921569083554,1.2062686720310996,-0.47701200499436264,1569.8708660175912,1589.890301353124,-0.6817122420363971,47.345281057476804
6200,23450,432,48,1.4063264132747169,1.1112589734662217,-0.17216319903216834,1606.3384569732461,1626.357892308779,2.6050228914984883,48.10387676145088
2360,23050,432,48,1.3345627848609876,1.1015457723674047,-0.4409377957481592,1479.039633418689,1499.0590687542217,-2.5109976333431114,47.643444864790155
6840,18490,432,48,1.1893579211360465,0.9919635256403264,-0.2127613117125489,1460.29807706449,1480.3175124000227,3.376162078372432,43.63787707035175
5000,22890,432,48,1.3945763820918609,1.1310673917294747,-0.33935413800020536,1575.4841461046776,1595.5035814402104,1.0068317787495924,47.5929404007595
5160,18730,432,48,1.4488101072596933,1.1983485684743556,-0.40427507987996436,1533.4991773626075,1553.5186126981403,1.2930347227110832,43.853578182450576
4040,23690,432,48,1.485643583075436,1.2128946205185371,-0.531007787951507,1545.9026361369843,1565.922071472517,-0.30469830442783385,48.29035100015007
7800,22090,432,48,1.3086410999027045,1.0623519341180396,-0.23194985258791379,1617.4274385351405,1637.4468738706732,4.697529814054323,46.85660774740517
8280,23770,432,48,1.389899806661652,1.1406469256016354,-0.14959865383517393,1635.9445582876756,1655.9639936232084,5.412753199495399,48.351804629806225
5400,20650,432,48,1.597276172387467,1.340315117410025,-0.4145484414288383,1593.2505161893941,1613.269951524927,1.567817304066209,45.58273468403576
7000,19930,432,48,1.462713100302086,1.1246498614223945,-0.09433863670496163,1579.6341209300572,1599.65355626559,3.60284360084496,44.930449870477005
5880,21530,432,48,1.4374013890177655,1.1673987244106894,0.5080298022553972,1620.6684808987297,1640.6879162342625,2.1805503031449516,46.376992310118425
4360,18570,432,48,1.3127176357479293,1.074432176317355,-0.31599656862360814,1517.1692206297312,1537.188655965264,0.30466770765332096,43.69570432947421
7400,18970,432,48,1.186403325897226,0.9449282295810982,-0.03279555541368399,1456.2154383309555,1476.2348736664883,4.082228871298505,44.06039389288003
5960,19050,432,48,1.474505577430144,1.2073589673168934,-0.03925255115973558,1575.1966804735516,1595.2161158090844,2.286617852625425,44.14627896031564
3240,23530,432,48,1.38689482743478,1.1377838832855398,-0.4730744982387371,1495.51527767022,1515.5347130057528,-1.371206683033817,48.11754771298402
10920,23210,432,48,1.504304328567909,1.1772427061228405,0.18837554929177816,1680.8861731415202,1700.905608477053,8.899552754209648,47.70355241150821
7320,21450,432,48,1.3616569103509388,1.085848105122264,-0.32511836114296666,1623.4551846100837,1643.4746199456165,4.049879598150695,46.29219048749557
9080,18090,432,48,1.1764091657764937,0.9040477732997484,-0.07862783432920549,1289.4875856443,1309.5070209798328,6.1218424270812815,43.21675803393791
7000,22170,432,48,1.3243743562334085,1.082721535663681,-0.28519465618414425,1612.977390071646,1632.9968254071787,3.6502234077440208,46.945377084716924
4040,18890,432,48,1.3643112021163128,1.104803868615566,0.2436899044052018,1523.845955148343,1543.8653904838757,-0.10387751568278725,43.9750644878632
5480,21450,432,48,1.3873113008842404,1.153635103797274,-0.06271950242040754,1601.823271455538,1621.8427067910707,1.6614978261722189,46.30311159932343
5160,18970,432,48,1.3904777415661211,1.1443341154479896,-0.4076954212436316,1519.455167676115,1539.4746030116478,1.289058991149459,44.06932351710774
3240,22570,432,48,1.3635182767857386,1.125095247961722,-0.3746643230328044,1536.1320225091094,1556.1514578446422,-1.3113837589647732,47.25507340496717
6520,21290,432,48,1.518885116313053,1.2565091735542275,-0.5371202046797764,1632.893886750468,1652.9133220860008,3.009804791866691,46.15917336961031
6680,19770,432,48,1.9398788272334817,1.5250870412621182,-0.8384394867472181,1622.6257282363363,1642.645163571869,3.1954593551617694,44.79043906460839
7640,20730,432,48,1.7518323697949258,1.465575083238977,-0.9022647723657796,1649.5776277620344,1669.5970630975671,4.440056667042713,45.63761904122277
8760,19370,432,48,1.307189383235717,0.9884580135388831,0.032607363526871,1488.3835250268799,1508.4029603624126,5.798323039730525,44.37938915112742
5160,21530,432,48,1.330812136144787,1.0779108061568687,0.04352695296358123,1600.8395478918003,1620.858983227333,1.2446871141833544,46.37184449723847
920,23610,432,48,1.1764903684654804,0.9706204798886645,-0.4144406975984873,1350.5731159029376,1370.5925512384704,-4.485084180772285,48.049658788053705
4680,20090,432,48,1.517213057084117,1.2645082095956164,-0.6337673315307822,1561.448522196713,1581.4679575322457,0.6608452516382202,45.068940878585856
7240,22890,432,48,1.4040162538781031,1.1580997407227773,-0.1864539132794704,1641.7510176376354,1661.7704529731682,3.9852565206918387,47.58886892844676
6280,25530,432,48,1.5966427079246746,1.2686235656647755,-0.32018238134028776,1585.2017428719616,1605.2211782074944,2.726244153711751,49.97257508103931
7400,20010,432,48,1.6587931624566008,1.312758125007227,-0.329897346199901,1600.4982075847715,1620.5176429203043,4.111497622030087,44.99543831818698
4360,24970,432,48,1.7061142118352886,1.4218649997057293,-0.8350723712121094,1444.3585592602196,1464.3779945957524,0.07666858652766921,49.449121148678614
5000,20730,432,48,1.4369816301485925,1.1998911838438173,-0.09245218333998335,1581.3871756738079,1601.4066110093406,1.0537288804558897,45.65000144843797
4760,17530,432,48,1.5179500073298484,1.170467388597216,0.15471533935790088,1591.6770318911804,1611.6964672267131,0.8248983371871677,42.769595209752595
10040,21610,432,48,1.4839031753176501,1.1604052661823854,0.0011952928613372753,1588.5709648971251,1608.5904002326579,7.587301151203563,46.327652301229186
6520,20250,432,48,1.5613781230438744,1.2625759047195,-0.21144574912233297,1629.4299924171319,1649.4494277526646,2.99847655125488,45.223570055833825
7320,22570,432,48,1.6230148930129322,1.3748465539175756,-0.38083958515873806,1664.165644569056,1684.1850799045887,4.082148116075785,47.29954517807161
6120,24890,432,48,1.574518292829292,1.2431490857796967,-0.3172738920631355,1585.2701684039725,1605.2896037395053,2.5016646036361068,49.39834023336512
3960,18970,432,48,1.3376954258259226,1.0837849728146995,0.19327766959306117,1520.3917601458943,1540.411195481427,-0.20664214798325842,44.04467172965966
5560,20250,432,48,1.5619029385820526,1.303405644314853,-0.38115831773761794,1586.6932562030934,1606.7126915386261,1.7764603171141657,45.224122259276776
3800,22090,432,48,1.3828134867360724,1.1714855463740026,-0.45136291555386626,1571.3832746834596,1591.4027100189924,-0.5486998598990668,46.84456825905773
2120,24250,432,48,1.2304716765084174,1.0108050158087072,-0.43314412692844834,1410.2238251434198,1430.2432604789526,-2.9367793408409035,48.70632002056657
6440,23450,432,48,1.4369358542417217,1.1417424058327905,-0.1833073677611704,1613.7022289020997,1633.7216642376325,2.9272221345647305,48.10269917400657
7640,23530,432,48,1.4633599122703003,1.2214679973217948,-0.2985367064156588,1648.675840423537,1668.6952757590698,4.540714143493448,48.15545260834287
8360,24650,432,48,1.578227946913375,1.1924877524048292,0.21238690794014572,1630.149893248791,1650.1693285843237,5.569371620673477,49.13924153175093
5960,21770,432,48,1.3806758229595917,1.1339912763628448,-0.24506605203200896,1610.7904932509268,1630.8099285864596,2.284332758271843,46.59301320513984
10520,22810,432,48,1.5440948057887243,1.218637976683295,-0.010890364563672225,1663.202672220396,1683.2221075559287,8.327554729910812,47.37361201026217
3480,18730,432,48,1.2684557727395536,1.0544372113639786,-0.5197678786096247,1491.5176872645015,1511.5371226000343,-0.7925619623121115,43.81347980181426
7960,18250,432,48,1.1619603431099534,0.9343327049838425,-0.10733180834289589,1394.135259425605,1414.1546947611378,4.752533155446718,43.40010802081252
3240,20970,432,48,1.2094851794418187,1.0122803061290726,-0.22064509121023188,1470.4477249330919,1490.4671602686246,-1.2158532028894875,45.81712652107833
6760,19850,432,48,1.3765285834402636,1.0893890032948281,-0.19865032090505066,1566.4797004043469,1586.4991357398796,3.2977318423952897,44.861556831468185
4040,23610,432,48,1.4986970443784597,1.2227997722668802,-0.5327088907752149,1550.4051670324172,1570.42460236795,-0.3010809675352704,48.21846108687295
8760,23370,432,48,1.3006288091137432,1.0705825837682135,0.027539645055452183,1625.400177538936,1645.4196128744688,6.034139367163698,47.973874496597844
6760,26170,432,48,1.5671870186214927,1.2602303924556237,-0.050167517054723276,1602.1662048883916,1622.1856402239243,3.4064581204311275,50.54291952635465
4120,20410,432,48,1.3614417956158957,1.1215547091930809,-0.38781413603121506,1562.594894252821,1582.6143295883537,-0.06208467231218419,45.34364668846196
6040,18650,432,48,1.4904286423010125,1.2131415439510012,-0.15787563978266744,1558.039487960108,1578.0589232956409,2.386201755328517,43.786671319197396
4040,24170,432,48,1.3750689043575812,1.0986836388722023,-0.3274158023370241,1509.7701750110677,1529.7896103466005,-0.326612305784651,48.721615271448385
3320,22170,432,48,1.2826504598653121,1.0770242360010738,-0.34070914808551356,1522.2771439390626,1542.2965792745954,-1.1821348879025155,46.89888936540492
6360,21930,432,48,1.342435563919104,1.0750910394121396,-0.33705917699558174,1604.655522161795,1624.6749574973278,2.807611940512414,46.73600507322902
9080,21210,432,48,1.6485545427637152,1.310398180881027,-0.383123195052993,1607.6573867423554,1627.6768220778881,6.315779442566909,46.019060468187014
6440,25930,432,48,1.6092116610963665,1.2828077553165196,-0.34807648732124385,1587.98585877126,1608.0052941067927,2.953318026734523,50.33067305308876
8040,23450,432,48,1.3777676603920501,1.1217244564163724,-0.2229905240035471,1649.2034232633541,1669.222858598887,5.0741886013375606,48.07224871516386
5720,19370,432,48,1.5862861298356534,1.3021335371149392,-0.28687299679927647,1591.883172760885,1611.9026080964177,1.985144419418704,44.43346994454169
6600,24570,432,48,1.4881733893192386,1.1885617878721348,-0.17031723521983808,1604.8323790474653,1624.851814382998,3.1577061037215635,49.108143741836166
5320,22410,432,48,1.3436055860465475,1.0869501564239659,-0.2773401989100828,1581.6274756350972,1601.64691097063,1.4395759794146652,47.165295789475856
4440,21130,432,48,1.2917568360102283,1.0604081541969903,-0.2104866734280566,1555.7515815137485,1575.7710168492813,0.3224563626891051,45.99922610577575
3960,20490,432,48,1.2972640184172188,1.0804756820622012,-0.3406580615245587,1528.7432846810257,1548.7627200165584,-0.26946413741038927,45.41099555991682
9960,24330,432,48,1.5505471089016916,1.2282521725581095,0.12247018286215113,1646.5352076578156,1666.5546429933484,7.725634446034405,48.77325396250878
9080,18170,432,48,1.2004608560353247,0.9357981691214737,-0.0031234753222063407,1332.6395433460343,1352.658978681567,6.126578890544865,43.288557061266815
9960,18970,432,48,1.2980617889457777,1.0479103129153164,-0.34823425652139894,1402.4301413153457,1422.4495766508785,7.268628245315439,43.962651340322886
11080,23610,432,48,1.6618982823214246,1.3682288532071893,0.2715540175054042,1704.9170497339585,1724.9364850694913,9.15812816048445,48.0497431587023
10040,22250,432,48,1.7297620991869629,1.3707288162863032,0.43887867100442474,1677.341202219497,1697.3606375550298,7.6433715134702185,46.90214552545135
6040,23850,432,48,1.4542221091600087,1.1308853243532841,-0.32164246932702206,1590.3909787949383,1610.410414130471,2.3905821449551166,48.46381553956555
4680,25050,432,48,1.5536033523756596,1.2869332478143625,-0.6865297310791357,1476.6509003625893,1496.670335698122,0.5148782667408999,49.528420055610866
7320,18570,432,48,1.1050029286489118,0.8839589337356003,-0.08857031398351556,1413.579411926028,1433.5988472615606,3.9721332882670333,43.702435455291315
2360,22970,432,48,1.3474611649010877,1.0894371729201,-0.30811338991962417,1489.5263766824783,1509.545812018011,-2.504443118170027,47.57162674983195
5880,17210,432,48,1.4495921907238611,1.1293287544993682,0.16021234618931937,1557.71455250912,1577.7339878446528,2.1909962462054757,42.492853220463935
10200,22010,432,48,1.642170098514394,1.303973355194522,0.27584465305846156,1667.7571234784,1687.7765588139328,7.8308709062415724,46.67685631027467
11400,23050,432,48,1.5449396663197201,1.243770034290019,0.15763580198906368,1671.5500662440595,1691.5695015795923,9.516998206755181,47.52249780462744
9080,18010,432,48,1.1789408691374554,0.9101526402100791,-0.1048725128196899,1281.4754352421228,1301.4948705776555,6.117117779439106,43.14496333186349
6760,25690,432,48,1.6197880139801142,1.2843099692428392,-0.04652269702522732,1607.2462183770128,1627.2656537125456,3.3973443271771377,50.11222677060418
6680,26010,432,48,1.6582209918182378,1.3115895058304747,-0.2958811515744051,1584.0380997286968,1604.0575350642296,3.2911070814286694,50.400304337090475
6600,25770,432,48,1.5851012548236258,1.2683367418569809,-0.05038648632139344,1603.4176552467372,1623.43709058227,3.1752155220662943,50.185760515374014
7880,22650,432,48,1.5041238354558968,1.2687386016219946,-0.4522889982687599,1638.868854049162,1658.8882893846949,4.825642510972004,47.35791814610028
3560,21450,432,48,1.2293954166643035,1.0073755474886659,-0.14289421959260862,1521.7852269877708,1541.8046623233035,-0.8293285973520717,46.2608881510014
7160,26170,432,48,1.5318121071152746,1.2554937457985962,-0.045054694046926524,1596.0486165041925,1616.0680518397253,3.9694705387877462,50.53675314451431
2520,22890,432,48,1.3495890553540506,1.0917019987186714,-0.31366540009140503,1489.511938727305,1509.5313740628378,-2.285904924764335,47.50846010818678
7480,22890,432,48,1.4215943628831842,1.198672536861908,-0.37950765195317854,1646.0932742611121,1666.112709596645,4.304243807390937,47.583905116832504
6440,25130,432,48,1.6009098347888162,1.2966831169821942,-0.33943631263183544,1596.6002933060372,1616.61972864157,2.9446514334072553,49.6124976128844
5800,22330,432,48,1.3109083219658413,1.0528251272346267,-0.21004486151333568,1586.3577758227884,1606.3772111583212,2.073063342027382,47.096521779269324
7880,18970,432,48,1.2155446096325229,0.9273795292509753,0.16240213733536887,1459.352558516554,1479.3719938520867,4.680432447295062,44.049171505607234
7320,24730,432,48,1.4822735087490344,1.1740477082922027,-0.01926261007234294,1617.938394006519,1637.9578293420518,4.147942375405259,49.24105822859322
4280,19450,432,48,1.4054285286605794,1.1722682806872429,-0.6445190303658551,1509.2641054665833,1529.283540802116,0.17562151903757084,44.484700715153686
11320,23610,432,48,1.6591742342105313,1.366126495109425,0.2692953574990391,1704.4928006238174,1724.5122359593502,9.478677941011828,48.03059912990367
760,24010,432,48,1.1089542944099477,0.9330590032304406,-0.44442672407281886,1312.1768545131497,1332.1962898486825,-4.747084808053265,48.3952010735339
8360,24410,432,48,1.506268890800553,1.1935580409947844,0.17910820835147986,1649.1925996597806,1669.2120349953134,5.555915934623899,48.92375643391177
5880,23130,432,48,1.424977396092985,1.1182941215626079,-0.35807935096860954,1602.9467623625374,1622.9661976980701,2.176291531311378,47.8163007153507
3240,21050,432,48,1.2086370839800353,1.011711971380253,-0.21918218696644284,1470.1333307544776,1490.1527660900103,-1.2205108347369518,45.889027268582524
7160,25610,432,48,1.5894900784236172,1.28633781437725,-0.035898573556541,1602.3988404504676,1622.4182757860003,3.953264425276491,50.03431290386722
5880,18010,432,48,1.374165399949079,1.1341410593177994,-0.6094864792106912,1486.7077298717306,1506.7271652072634,2.18916844838076,43.21140512065089
2280,23450,432,48,1.345772502884325,1.10789398724952,-0.43744964831756233,1490.2022219873447,1510.2216573228775,-2.6510180963744157,47.99798020970629
8040,19930,432,48,1.350144566668262,1.0642770945489834,-0.22050471536305002,1538.9777657487625,1558.9972010842953,4.919076513777963,44.907555558540075
7400,24570,432,48,1.4800510742894484,1.1717778889021835,-0.004720308380996592,1616.6930181440966,1636.7124534796294,4.252335634916117,49.095634758282166
