model,order,seasonal_order,rmse,mae,bias,aic,bic,train_start,train_end,test_start,test_end
"SARIMA(1, 0, 2)(0, 1, 1, 12)","(1, 0, 2)","(0, 1, 1, 12)",1.0818383093308812,0.9242682525539379,-0.38585265485234643,1319.3077413534338,1339.3271766889666,1960-01-01,1995-12-01,1996-01-01,1999-12-01
