model,rmse,mae,bias,aic,bic,train_start,train_end,test_start,test_end
"SARIMA(1,0,1)(1,0,1,12)",1.0240440274190348,0.8610911393175603,-0.22985344894584472,1372.966522945117,1393.1439301077407,1960-01-01,1995-12-01,1996-01-01,1999-12-01
