center_index,LAMBX,LAMBY,existing_cells_5x5,complete_5x5,persistence_MAE_C,persistence_RMSE_C,convlstm_MAE_C,convlstm_RMSE_C,convlstm_BIAS_C,convlstm_R2,MAE_improvement_percent,RMSE_improvement_percent
3052,5160,19370,25,True,1.7459759496076586,2.2331908245720014,1.487599396683572,1.8859829980260718,-0.23202945544254328,0.9150450396073891,14.798402749026796,15.547611190480021
3053,5160,19450,25,True,1.7393154881818773,2.2345139405552,1.467777248668406,1.8692715758112837,-0.24981352976358787,0.9124288303639977,15.611787588766475,16.345495014149087
3054,5160,19530,25,True,1.7779371489208127,2.2789295504177143,1.5050731168424059,1.9108858671657816,-0.24925380763248864,0.908716034299603,15.347225982877523,16.149849089651433
3055,5160,19610,25,True,1.7846901441039476,2.2873733303786854,1.514531166436604,1.9232520302579799,-0.25470086449721036,0.9075593905296231,15.137584446233626,15.918752539640023
3056,5160,19690,25,True,1.6900555013397245,2.180496649526431,1.4599496028028518,1.8527489202336012,-0.22456060660094931,0.9116113430248393,13.615286501210484,15.030875161583552
3057,5160,19770,25,True,1.6699814492083611,2.159079289987064,1.434859982472013,1.8257652790187202,-0.22228478459050321,0.9143293800210907,14.079286141040985,15.437784638763347
3058,5160,19850,25,True,1.66100842019786,2.1486167575646005,1.4069572611058012,1.794429871971671,-0.26995872988070085,0.9186398298653613,15.294995257266438,16.484414186287502
3059,5160,19930,25,True,1.6917668782815571,2.1725560868050464,1.446108907157905,1.8331348385626616,-0.21614895078674937,0.9170437798467886,14.520793276978191,15.623129377595797
3060,5160,20010,25,True,1.7209990975153215,2.2067132952564106,1.5051146726934697,1.9034992089980378,-0.2149767244887727,0.9105894629686201,12.544133528805055,13.740529270846695
3061,5160,20090,25,True,1.6892230433517865,2.1782490970998847,1.3807289342324454,1.7641028224935598,-0.05168970286239638,0.9234128075043321,18.26248524926712,19.012805980625366
3062,5160,20170,25,True,1.6116096715371329,2.0879052135254543,1.3218590439082736,1.6918259666823945,-0.007808171412550003,0.9273826018292605,17.978958102956703,18.97017375488397
3063,5160,20250,25,True,1.6229416373479597,2.0951179231375234,1.3282948369565217,1.697043240782738,-0.05675878665934659,0.9265155347419545,18.15510759049344,19.000108679260045
3064,5160,20330,25,True,1.6277059225105335,2.1003226993004347,1.321161331896645,1.6878810570876337,-0.07241667960111352,0.9272265694659216,18.832922235798073,19.637060645498668
3065,5160,20410,25,True,1.6992136966730025,2.1984046482754365,1.5035095497152522,1.9027143478698312,-0.2003180047740107,0.9069444328021914,11.517335773654118,13.450221761383323
3066,5160,20490,25,True,1.6990287350240842,2.1977966269480773,1.4823525399658881,1.8804091683799657,-0.21835357937737818,0.9091137767664742,12.752944702558233,14.441165969430246
3067,5160,20570,25,True,1.6743756205146783,2.160917689908782,1.4058229303492318,1.7954467414355664,-0.12217854780802342,0.917025429484854,16.03897517827555,16.91276582073995
3068,5160,20650,25,True,1.6907955384938171,2.1817031633059982,1.442826009039301,1.8382587624487363,-0.11121031446218711,0.912898403039989,14.665849525212884,15.742031575772693
3069,5160,20730,25,True,1.6540240800347623,2.138716219756671,1.381728773090599,1.7749379460160468,-0.06410695974965762,0.9196350137036773,16.462596296569068,17.009188520673053
3070,5160,20810,25,True,1.6481498697088561,2.132703150840527,1.3768599137015964,1.7651452997287507,-0.07687723868208611,0.9206676444387423,16.460272272155855,17.234365268645888
3071,5160,20890,25,True,1.6367252854480443,2.117536092424126,1.3537183226974445,1.7313296584052764,-0.12022938505573255,0.9239858123052261,17.291048489736518,18.238481761920088
3072,5160,20970,25,True,1.6475485661424607,2.130451848393609,1.3628956585653835,1.7460179486391625,-0.0897877383959944,0.9224921137556962,17.277360645189244,18.04471197245388
3073,5160,21050,25,True,1.6678075940381807,2.1589819151090155,1.4158883884369942,1.8129823761894208,-0.08356376569873199,0.9159645201289898,15.104812239835587,16.026050820445327
3074,5160,21130,25,True,1.7600370931140148,2.275709320317699,1.5148137786893465,1.937422744209283,-0.10717831796016217,0.904556763428897,13.932849221421652,14.865104830751832
3075,5160,21210,25,True,1.7526363545716857,2.265232116731226,1.5047565428445342,1.927599119240619,-0.11168297896442538,0.9055450970505451,14.143254023036002,14.905006643549541
3076,5160,21290,25,True,1.8092043062363588,2.3324867400845544,1.5478961884589464,1.98523158978413,-0.15832199199016617,0.8991268818390865,14.443261984104213,14.887765247824568
3077,5160,21370,25,True,1.8184089978241897,2.342814246448391,1.5589333956821665,1.9971555655546687,-0.1227791135119245,0.8979826785850845,14.26937517645908,14.753994321902672
3078,5160,21450,25,True,1.7727567335723398,2.285933078025373,1.5118762359477986,1.9364618163876803,-0.1543391675005127,0.9038546705611803,14.716091197624863,15.287904313435615
3079,5160,21530,25,True,1.7211841297414323,2.218741099701126,1.4154921116154024,1.8166805794975474,-0.018026573364653044,0.9200531689312275,17.760564534832945,18.12111022136553
3080,5160,21610,25,True,1.6956985219554919,2.187077212244435,1.3884882613754626,1.781068920921964,-0.09024233204914837,0.923510592162583,18.11703298683968,18.563966971509654
3081,5160,21690,25,True,1.6917669135701534,2.1761085827213797,1.421439588125054,1.8022813389402628,-0.13417299713501768,0.9214496550456073,15.978993517175763,17.178703615681677
3082,5160,21770,25,True,1.6857077204221713,2.169597996371484,1.430534602755424,1.8091396964196633,-0.13983434973548234,0.9209315737870207,15.137447291446312,16.614059404307365
3083,5160,21850,25,True,1.675485708005554,2.1601170657998248,1.4234841952822366,1.7999917038671367,-0.16063432225907542,0.9219739061046153,15.040505061860078,16.671566908775137
3084,5160,21930,25,True,1.670351548949179,2.1553313663277756,1.4132259908812008,1.7901696520181345,-0.15717038173128564,0.9229035983927316,15.393499543837716,16.942253985372034
3085,5160,22010,25,True,1.6675763196354108,2.153521626090578,1.398037482587195,1.777484351331215,-0.1625299943364626,0.9240766713429784,16.16350831289965,17.461504458722658
3086,5160,22090,25,True,1.617576239177411,2.0822295079700917,1.347294556002833,1.7139530249756925,-0.11187087860954348,0.9296085987883318,16.709053745251886,17.686642206575097
3087,5160,22170,25,True,1.6180389220796174,2.0824650514181973,1.3380001184567603,1.7080893745118184,-0.13383873913929928,0.9301134275677141,17.30729711142743,17.97752508026111
3088,5160,22250,25,True,1.6515725247844517,2.122797062282587,1.4200578419617433,1.807330048102633,-0.1439332088643373,0.9200312975236521,14.01783326789864,14.860912509495401
3089,5160,22330,25,True,1.648566098702825,2.1188113623454425,1.4036579961362092,1.7896530605279883,-0.1531542823008097,0.921631529570025,14.855825481266526,15.535045151593328
3090,5160,22410,25,True,1.6443108233117483,2.1146662461183094,1.3963163448196114,1.7823048686848653,-0.16214803012844373,0.922360956191411,15.08197081575246,15.716966119052032
3091,5160,22490,25,True,1.655180395586859,2.128032986941326,1.4186037047718765,1.8082456369785906,-0.124044233952045,0.919893513610334,14.293106143944032,15.027368087107225
3092,5160,22570,25,True,1.646484713770525,2.1166304529733084,1.384535479832313,1.7701218515699189,-0.157367311066549,0.9237580770330852,15.909606189925459,16.370765190335245
3093,5160,22650,25,True,1.6436170706806306,2.113689344960443,1.3849362665365186,1.7709106147247538,-0.15208465803783322,0.9237667810176886,15.738507999128466,16.217081807833218
3094,5160,22730,25,True,1.643108230294396,2.1132680214183677,1.3849971675961024,1.771680873416785,-0.14585814489246407,0.9237711188381987,15.708707310902328,16.163929257412352
3095,5160,22810,25,True,1.6433394552931313,2.114024058451798,1.389089649634489,1.777565933838474,-0.20782009834056647,0.9228764484570653,15.471532971457213,15.915529592398716
3096,5160,22890,25,True,1.6092969063362736,2.0668822789730164,1.353874446505424,1.7287847208066418,-0.09320726359364724,0.9248010500212773,15.87168028629003,16.35785267530413
3097,5160,22970,25,True,1.607724333559331,2.064656819985901,1.3548194821734434,1.7278276953877596,-0.12030058586409972,0.9248157159353778,15.730610410429199,16.314048966280087
3098,5160,23050,25,True,1.6101294631322813,2.067598354478716,1.3543041628009185,1.726359789891821,-0.1179445506686088,0.9250231771681385,15.888492583303865,16.504103122723183
3099,5160,23130,25,True,1.6111008099777404,2.0700430478267227,1.350207460246408,1.7223791641265604,-0.1102039454492786,0.9254722095430248,16.19348386616086,16.795007430650504
3100,5160,23210,25,True,1.61026818260454,2.0695850118387145,1.3377735374373048,1.7089044361920556,-0.09848773181714138,0.9266227356293542,16.92231443873447,17.4276762531351
3101,5160,23290,25,True,1.6290008869576962,2.107375476846524,1.3563067271244074,1.739091475382973,-0.07262697581556746,0.9248380758839282,16.739963864756966,17.47595554327371
3102,5160,23370,25,True,1.6204439669599366,2.0830557518688098,1.356819590410626,1.7292543130422138,-0.10099518729182551,0.9241005299341009,16.268651179829934,16.984732094145038
3103,5160,23450,25,True,1.6151710531427064,2.07729901689416,1.3518787352273467,1.7222217413359784,-0.09815527927423384,0.9251006020712448,16.301203355710264,17.093219255890737
3104,5160,23530,25,True,1.6118409388821837,2.0733564118809396,1.353350559061705,1.723998444479543,-0.09631273197311697,0.9251870425496329,16.036965781483534,16.849875178212148
3105,5160,23610,25,True,1.612025928761979,2.0732114097379757,1.3550210294626468,1.7247532471044213,-0.09931884751509562,0.9250884976135686,15.942975526250345,16.80765217656189
3106,5160,23690,25,True,1.6104996193348535,2.0725877195440874,1.3587750585734237,1.729218086460644,-0.1001958502982084,0.924981170307184,15.63021547719419,16.567194229973314
3107,5160,23770,25,True,1.6477798334875116,2.1237185362653306,1.3608948586717124,1.7348472448935282,0.03336392024619837,0.9277269550501378,17.41039482250548,18.310867694155593
3108,5160,23850,25,True,1.6083256653566034,2.0705659308628634,1.3636256737581125,1.7337476829350693,-0.11211513745134126,0.9248880100745532,15.214579787498149,16.266965611060375
3109,5160,23930,25,True,1.7572618426270887,2.273978934405512,1.4933821601408923,1.9077379843447069,0.12775137245820475,0.9072520949739654,15.016526056907885,16.105731874624944
3110,5160,24010,25,True,1.7368176766394687,2.239397915411533,1.466808724910655,1.867973731889505,0.008481003640428062,0.9095661298185989,15.54618860462362,16.585894849945483
3111,5160,24090,25,True,1.7263182182206145,2.2239061971461167,1.4594541156214769,1.8591710888182051,-0.00717181744782821,0.9094653019975218,15.458569560495352,16.400651646007688
3112,5160,24170,25,True,1.7214153759133253,2.216760840268409,1.444880659331005,1.844121603387803,-0.010438469137779328,0.9102445685069619,16.064380535441668,16.810078476281916
3113,5160,24250,25,True,1.6366789797519117,2.111239277713832,1.3832566281582446,1.7701201251385257,-0.06054180755756389,0.9167225708379887,15.483937579016315,16.157294730926427
3114,5160,24330,25,True,1.6370952581499154,2.111717837053135,1.3777487910973816,1.7650172709998806,-0.03292848620560299,0.9172691057984,15.841867830319282,16.41793993354097
3115,5160,24410,25,True,1.6364014843456398,2.1114035293969167,1.3716198606252892,1.757748422520293,-0.03401436836602619,0.9177612893830498,16.180724978151122,16.749763934402374
3116,5160,24490,25,True,1.6369565669085338,2.1064577762448455,1.3699680296609404,1.7523342498599548,-0.047250452138669616,0.9176187237060356,16.310056274236597,16.811328020834203
3117,5160,24570,25,True,1.6372802974337455,2.1066082291174806,1.3703807862570283,1.752611359750746,-0.08018727615737563,0.9169540281643573,16.30139393939159,16.804114997454185
3118,5160,24650,25,True,1.6739593209435166,2.1477340430213725,1.3967272522932506,1.7735931624530492,-0.03949359343296725,0.9147047315387578,16.561457926827394,17.420261218283446
3119,5160,24730,25,True,1.6750693872612346,2.1456505963127026,1.3942034965748042,1.7681231832534121,-0.04482649609956556,0.9143504076663429,16.767418282633088,17.59500888486088
3120,5160,24810,25,True,1.5827474108898012,2.0399944243055894,1.3395702422051161,1.721010301820337,-0.09170942368273598,0.913113669902747,15.364243657045305,15.6365193298915
3121,5160,24890,25,True,1.5929694727104533,2.0615797897863914,1.3694578906543602,1.7546747662847098,0.006072578994793323,0.9129216189236378,14.03112777018796,14.88688553419906
3122,5160,24970,25,True,1.5935245129270315,2.0625890502406397,1.3758416400807087,1.760219798133467,-0.019364664887632076,0.9124195749089772,13.660465909399573,14.659694429769981
3123,5160,25050,25,True,1.5318685526322922,2.016083536338521,1.3061472904230025,1.7037996516784992,0.03889410370042432,0.9114392847571359,14.73502813419733,15.489630217762283
3124,5160,25130,25,True,1.5337188254893652,2.0177896545141984,1.3122184605205864,1.7115770658393015,0.014843387586115468,0.9107425072632107,14.4420451315843,15.175644695661822
3125,5160,25210,25,True,1.5311286284017078,2.014701907686381,1.3202514295551537,1.7193805723880524,0.010969653381008885,0.909743759396945,13.772663833389458,14.65831417400433
3126,5160,25290,25,True,1.5213228096904632,2.0013073716045278,1.3129004055873648,1.7108763283966875,-0.019127976331966657,0.909733791127862,13.700077509881364,14.51206582899808
3127,5160,25370,23,False,1.5105920909842774,1.9868450542019078,1.3013893219191757,1.6965699869456183,-0.04801507926891514,0.9101057672815331,13.849057618777056,14.609849250317588
3128,5160,25450,20,False,1.4244218132873028,1.9161879286267245,1.222513557031792,1.6382815293308406,-0.16236954017660332,0.9029154782699816,14.174751774514304,14.503086839454795
3129,5160,25530,15,False,1.4174838070512148,1.9064159459052241,1.2474968457641038,1.6560885115103299,-0.01155866328265025,0.8994727971404965,11.992162481258541,13.130787902428668
3130,5240,17370,17,False,1.6979648685367101,2.2279923862875095,1.5275233407245534,2.0554046306284346,0.48539223966501466,0.873646145712323,10.037989063875132,7.746335073732315
3131,5240,17450,20,False,1.646947227287469,2.1574998744677867,1.4168756645548466,1.8819835095539883,0.2938609162929651,0.8976861707283923,13.969577101237876,12.77016829406597
3132,5240,17530,23,False,1.5746068469249574,2.0687680029993207,1.4012621262909415,1.8196954240070355,0.013656696492494201,0.908482743711108,11.008762026695113,12.039657353128879
3133,5240,17610,25,True,1.5241905868770236,2.0021900533647465,1.3596072554257488,1.7618394272952806,-0.018227117575505176,0.9140278096157285,10.798080821932926,12.004386180300353
3134,5240,17690,25,True,1.520721619047576,1.9947387065089934,1.3486665978021473,1.7399362364688564,-0.004377461273729746,0.9174558212357604,11.314037960030214,12.773726664484727
3135,5240,17770,25,True,1.7548566071883491,2.3127367365955163,1.5885923316807353,2.0224520403511685,-0.29136757405128444,0.8891665400665464,9.474522010889784,12.551566793186488
3136,5240,17850,25,True,1.6361239607084912,2.15458225710921,1.4376793295889403,1.8423123941087076,-0.2408945818503183,0.9088353413390101,12.128948410095918,14.493290380079193
3137,5240,17930,25,True,1.6008788116765618,2.0854513461315713,1.4580387111949655,1.8335576750924933,-0.3383253390429529,0.9123175480058524,8.922605473927364,12.078616530964899
3138,5240,18010,25,True,1.5753468135018573,2.0514958758027677,1.4243344034341394,1.795847754454588,-0.33006981277112935,0.9161440550194536,9.585978704716496,12.461546930877564
3139,5240,18090,25,True,1.664107351805963,2.1453885403723847,1.4721052326834059,1.853821901558338,-0.27545570555271426,0.9144542199251884,11.537844533538534,13.590388562597534
3140,5240,18170,25,True,1.634551324412075,2.1077420192839122,1.443743837199533,1.8175118004279265,-0.3007707481137257,0.9177867859037216,11.673386106806575,13.769722110231928
3141,5240,18250,25,True,1.59412578826255,2.0595000481420955,1.392291221653941,1.7517310355769264,-0.34197612254295384,0.9237156670445466,12.661144314627144,14.943870132113467
3142,5240,18330,25,True,1.6253006729563555,2.106378823219747,1.459421699516868,1.827610822668844,-0.4641625953977798,0.9194938556445742,10.206048406893252,13.234466539346739
3143,5240,18410,25,True,1.607169356862226,2.087346796531514,1.4155058459371026,1.7817012842279736,-0.42825363610873723,0.9234627955158552,11.925532931969268,14.642775834443173
3144,5240,18490,25,True,1.5978260798988024,2.076538425282207,1.4054061437954404,1.7735604361097057,-0.4380084469183852,0.9242006817145695,12.042608299117816,14.590531313251562
3145,5240,18570,25,True,1.6056891766882517,2.0881665068973123,1.3688674489179218,1.741753556365351,-0.29841113377234985,0.9269376891671667,14.748914746923615,16.58933563907586
3146,5240,18650,25,True,1.6228030096260515,2.106624705711065,1.4066760392237547,1.7855922742286667,-0.29145359000489185,0.9231562891481065,13.318127284721989,15.239184778004297
3147,5240,18730,25,True,1.6055041797507372,2.0879738457487687,1.4066565246299723,1.7801023155340927,-0.3306497843810301,0.9236761591339028,12.385371376089292,14.74498978239213
3148,5240,18810,25,True,1.6535614888829064,2.1497025738339404,1.4215254805685744,1.8081717775721984,-0.30399692598919864,0.9239637145058945,14.032499539590038,15.887351134935397
3149,5240,18890,25,True,1.6577705644436393,2.153386210680792,1.4347424573307233,1.823788829769155,-0.30543009910618785,0.9225698116200299,13.453496635571284,15.306004063592253
3150,5240,18970,25,True,1.6465309912357806,2.1438745327736037,1.4192230619841655,1.8068121873390162,-0.3435711662158384,0.924177181473293,13.805262728824337,15.722111545329962
3151,5240,19050,25,True,1.67696577525602,2.1593460448456034,1.4252648225655498,1.819640515016283,-0.1968587302808735,0.9215366644243804,15.009307667715728,15.731870796725858
3152,5240,19130,25,True,1.6749306677889757,2.1567353789834987,1.4167702222289476,1.8107954397333639,-0.25298512323822386,0.9222868331821529,15.413201902907288,16.039980732971582
3153,5240,19210,25,True,1.716373750614304,2.195795331936914,1.4768386685550488,1.869501906607878,-0.2530440437253375,0.9162465557569673,13.95588122770601,14.859919801414827
3154,5240,19290,25,True,1.753052745893198,2.2412364304151673,1.5080167151070876,1.9123364939413963,-0.21799873467620934,0.912753300581937,13.977675877702245,14.674932640321463
3155,5240,19370,25,True,1.727150739728026,2.2090732958303456,1.467760197218649,1.8622529560900627,-0.2561296913824514,0.9170150397356921,15.018407863474797,15.699811336948883
3156,5240,19450,25,True,1.700184923537234,2.1804954713496567,1.427909229994923,1.8163381818336328,-0.28964028415803444,0.9186985544734271,16.01447523577856,16.700667086945252
3157,5240,19530,25,True,1.8173913523403171,2.3245860916992633,1.567149554878115,1.9801794629438956,-0.2587451683383204,0.9023378796585909,13.769285142683069,14.815825922093849
3158,5240,19610,25,True,1.8225718312082635,2.3310596648336714,1.5716380243716033,1.98706069803627,-0.26135162994003647,0.9017107819620231,13.768116160903524,14.757192704543963
3159,5240,19690,25,True,1.7709065736387748,2.2705174764004226,1.502575742878592,1.9105719073850214,-0.2618958369986422,0.9087047999786838,15.152173172457617,15.85301909175537
3160,5240,19770,25,True,1.7282146415039965,2.2215806658207504,1.4438509098585837,1.845193064713753,-0.27147643330139104,0.9146404497749188,16.45419063212787,16.942333307890177
3161,5240,19850,25,True,1.660915794690156,2.1481237484825533,1.4198387703555917,1.8067610821673052,-0.30020776884518324,0.9174295128237263,14.514704785472722,15.891201172948652
3162,5240,19930,25,True,1.7102682870587853,2.1940694718956553,1.4862924341136499,1.878522013477532,-0.2533367493988517,0.9128982213475522,13.095948433348747,14.381835327460859
3163,5240,20010,25,True,1.7577706124361305,2.249243875155922,1.5762842127176262,1.9868468409699245,-0.2599517255883654,0.9027983424392829,10.324805662041339,11.666010835210454
3164,5240,20090,25,True,1.724884449608562,2.2095327289928957,1.5422868755104142,1.9416059666504142,-0.29486117993759736,0.9069897059578764,10.58607573044013,12.125946759096093
3165,5240,20170,25,True,1.681498475476176,2.181231455357309,1.367552193527857,1.747152547409357,-0.1558933593298306,0.9255336071692736,18.67062542887016,19.900634885940857
3166,5240,20250,25,True,1.6133673047710635,2.089572577523497,1.3278070920931864,1.693175235327897,-0.1142995481023515,0.9272342249283861,17.699640486913058,18.970259586072814
3167,5240,20330,25,True,1.6935708242693397,2.1813979365569316,1.3871368422318564,1.7674976697236404,-0.22374358075730344,0.9230447769999978,18.093957314698585,18.974083540510808
3168,5240,20410,25,True,1.677289505781232,2.1568158721866637,1.4239274623987301,1.8100909516052677,-0.09442285262909783,0.9151275415827109,15.105444975910306,16.07577749462094
3169,5240,20490,25,True,1.6687327481110155,2.143013517927582,1.3747282142886181,1.7535397701488813,-0.1155498447956364,0.9206588434606037,17.618431360875896,18.174115306344138
3170,5240,20570,25,True,1.6716466616084462,2.1549923461620155,1.4143137265751475,1.8015132609949864,-0.1493376388690959,0.9165049206450921,15.393978939645942,16.40280002834191
3171,5240,20650,25,True,1.6977798504260377,2.1893358240493366,1.4622525154276098,1.8619563059649047,-0.12149160444240235,0.9106707876466448,13.872666408387705,14.953371451206582
3172,5240,20730,25,True,1.6540240800347623,2.138716219756671,1.3891800307874653,1.784843306339367,-0.0773867638876436,0.9187355283079474,16.012103598983323,16.546043376318785
3173,5240,20810,25,True,1.645883452550445,2.1272493617350547,1.369898708742267,1.7564941953404618,-0.10949678866539037,0.9217038970046914,16.76818266691453,17.42885310315443
3174,5240,20890,25,True,1.6557817344418506,2.1404435168106732,1.4087195030304154,1.8018575435375725,-0.10229532802468863,0.9171701826827274,14.921183527532857,15.818496055322415
3175,5240,20970,25,True,1.6457910246588807,2.1260965962301843,1.3649036008709565,1.7455814396623481,-0.13480069111277945,0.9226789223129124,17.067016381751326,17.897359755080444
3176,5240,21050,25,True,1.6671137637721511,2.1560072498899028,1.4106367536433642,1.808819641444714,-0.0949923469444649,0.916381199448396,15.384493590195106,16.10326720668115
3177,5240,21130,25,True,1.8198426958590497,2.3494631214571897,1.6147252029009598,2.056648716012438,-0.10597319210380675,0.8931661468293218,11.271166097202977,12.463034757623342
3178,5240,21210,25,True,1.7719704260107105,2.291471607300282,1.5428094855069452,1.9704788418969665,-0.11774361651876698,0.901375158833324,12.932548824738694,14.008149364830931
3179,5240,21290,25,True,1.8290934037765234,2.3585643541257033,1.5660206021036294,2.0086846951906816,-0.16159408606388964,0.8966381643861402,14.382688228481305,14.834433426545983
3180,5240,21370,25,True,1.829740998923613,2.3594760995222646,1.5777933648292055,2.0190987411598935,-0.1367642733920624,0.8955357067616838,13.769579095763909,14.42597186855544
3181,5240,21450,25,True,1.79620719154492,2.3159143738131562,1.537572177883434,1.9702697868334227,-0.15931211589774416,0.9006156425609537,14.39895212973921,14.924756756469769
3182,5240,21530,25,True,1.7765957658540088,2.2913382827925397,1.528466506096966,1.9573110711281958,-0.2042846070959213,0.9018328386241911,13.966556969574178,14.57782179841435
3183,5240,21610,25,True,1.708741984689379,2.2032846696565613,1.4075710991816208,1.8081126816294102,-0.09800603762475789,0.9209498054894343,17.62529909174708,17.93558469631384
3184,5240,21690,25,True,1.7051340927138139,2.190160743880862,1.4523111955640935,1.8422283230337606,-0.15804521382461534,0.9177105253318382,14.827156305774107,15.886159124128095
3185,5240,21770,25,True,1.6986123648757299,2.1820158061171866,1.4518385753931544,1.837470309481135,-0.14564206267153082,0.9182298952505746,14.527963800653799,15.790238350709155
3186,5240,21850,25,True,1.6850601676213972,2.167870351715404,1.4404796914410305,1.819901012568867,-0.1618676119441792,0.9200128310031559,14.514643505318416,16.05120614667727
3187,5240,21930,25,True,1.6790934588267339,2.162370572209337,1.427123240030661,1.805598147435901,-0.15590961678616985,0.9213708826022553,15.006324839841671,16.49913430004342
3188,5240,22010,25,True,1.6757169330042894,2.160745240799256,1.411870562953049,1.7930888001536944,-0.15508715914533053,0.9225207458935901,15.745282801326503,17.015260924955967
3189,5240,22090,25,True,1.6172988496369283,2.0811074434650045,1.3550879295836105,1.7216754485397159,-0.12004797774040511,0.9289385065359214,16.212892262440068,17.271188763173186
3190,5240,22170,25,True,1.619611466625683,2.0843054645053427,1.3510099652737628,1.722025217209663,-0.1324977557158492,0.9288209579560242,16.58431709621861,17.38134133720451
3191,5240,22250,25,True,1.6325623461981817,2.0980255837626243,1.3627041826415789,1.7410142520198566,-0.08843771601914256,0.9269039637878442,16.52973095851642,17.016538525831475
3192,5240,22330,25,True,1.6252544096065384,2.089571476428894,1.3436929524551378,1.7199463223580158,-0.133209272185263,0.9288217776741892,17.3241466374218,17.689040946451495
3193,5240,22410,25,True,1.654070308095983,2.1263565687927515,1.4227679355843657,1.8118528327592425,-0.14272845706710321,0.9195729605038396,13.983829549414494,14.790733626207853
3194,5240,22490,25,True,1.6537465352244558,2.1255155926873255,1.4025655741166672,1.787270677286086,-0.1539850270273948,0.9221800809441756,15.188600898486355,15.913546650278422
3195,5240,22570,25,True,1.6415355728248222,2.110436100330244,1.3902271704801688,1.7715433691429041,-0.16641745536444255,0.9238980992779742,15.309348545654212,16.057947982140256
3196,5240,22650,25,True,1.6973635014508412,2.1825997160665445,1.403496783712636,1.7910511680912184,-0.08668730856642251,0.9219822423106221,17.313128124118332,17.939549111688248
3197,5240,22730,25,True,1.6934320412776076,2.179733782766774,1.3974065930616182,1.7844367748532797,-0.08940324906835283,0.922653395345699,17.480798815679275,18.135104893944302
3198,5240,22810,25,True,1.6433856621811944,2.1142200006770153,1.4012307970751006,1.7894302239955513,-0.22835264991103885,0.9218277036310357,14.735120956616612,15.362156094326032
3199,5240,22890,25,True,1.6077243759056465,2.0644595581044305,1.3493579578664323,1.7266537070838521,-0.08496654838681993,0.9247672321635017,16.070317892249033,16.362919278048192
3200,5240,22970,25,True,1.6084180791327294,2.0659858841712957,1.3563775513372853,1.7305245062947974,-0.1255084363318063,0.924532996070413,15.670087961915108,16.237350915447227
3201,5240,23050,25,True,1.608649395881815,2.0653130730396523,1.3583705171625664,1.732453796794033,-0.11799044084151954,0.9244458609201466,15.5583236073671,16.11664984794432
3202,5240,23130,25,True,1.6109157706939103,2.0692207352616876,1.3593182629947858,1.732645243923625,-0.12065831959854112,0.9245514229154624,15.618290681377317,16.265808939687478
3203,5240,23210,25,True,1.613320928497738,2.0732425991947094,1.3511230511096315,1.7249131025169688,-0.09813900990799332,0.9253318404055932,16.252059510084887,16.801193300438598
3204,5240,23290,25,True,1.6107770088753361,2.0679853871536373,1.3396460562255181,1.7097939152806791,-0.117257975737989,0.9264833272812146,16.832308330445123,17.320793178619642
3205,5240,23370,25,True,1.632099995008781,2.0983518444170217,1.3264982662853766,1.6950028219261444,-0.004601516291347507,0.930995691368526,18.724448848598897,19.22218256981295
3206,5240,23450,25,True,1.6342737301977335,2.101821759741617,1.3351027200224221,1.7017709916812491,-0.019955483109282742,0.9306447895619387,18.306052691620646,19.033524903155783
3207,5240,23530,25,True,1.6411655648343548,2.1128499809645143,1.354866098409224,1.7208845590308,0.0020134629859183254,0.9295506773954214,17.444886278370547,18.551502731622357
3208,5240,23610,25,True,1.624468066756313,2.0839648805224718,1.3527434117037538,1.7181191140272443,-0.04808770672906669,0.9272794455316823,16.72699270691916,17.55527503916026
3209,5240,23690,25,True,1.6290008798999769,2.092830594036091,1.3574981689453125,1.7221145908661954,-0.019317324353411283,0.9275506910059547,16.666824082460597,17.713617348022325
3210,5240,23770,25,True,1.6299722549763132,2.0945062217216353,1.3547258262387256,1.7227064415917253,-0.01148458325565137,0.9277313575890096,16.886571406185528,17.751190054918972
3211,5240,23850,25,True,1.6376041691133427,2.1055727728176,1.3540772218377803,1.7261990054173482,-0.06646443648430951,0.9277433546306436,17.31352133947448,18.017604154929682
3212,5240,23930,25,True,1.7572618426270887,2.273978934405512,1.505640846838232,1.9210393385960325,0.1123034224038208,0.9059542505846645,14.318924458786734,15.520794430830946
3213,5240,24010,25,True,1.6369566092548493,2.1061130470098965,1.3715674782328646,1.7513803810365824,-0.12223961571650192,0.9257453665916987,16.212349766729073,16.84300215873679
3214,5240,24090,25,True,1.721369105505789,2.216636783282323,1.4655231825187183,1.8658707501594503,-0.04018197778636498,0.9079503210695494,14.862932195584838,15.824244899674985
3215,5240,24170,25,True,1.718732560375683,2.213511793724482,1.4507837710173235,1.8496375038293187,-0.06232763990883911,0.9088995760236053,15.58990593043695,16.438778005465426
3216,5240,24250,25,True,1.634736286060993,2.10773105635165,1.387261121610488,1.7739255608735278,-0.09440297489360347,0.9157106558061054,15.138537424088943,15.837195854385634
3217,5240,24330,25,True,1.63556894872279,2.110259666368448,1.3753154800513847,1.7622808000776027,-0.041839521092248116,0.9172235255360532,15.912106235242257,16.48986007914766
3218,5240,24410,25,True,1.633950027903399,2.1069747777417116,1.3704068645297323,1.754244607619549,-0.027406991575736894,0.9178155743898657,16.12920584308394,16.741072263818186
