center_index,LAMBX,LAMBY,existing_cells_5x5,missing_cells_5x5,complete_5x5
5170,6600,19690,25,0,True
5171,6600,19770,25,0,True
5172,6600,19850,25,0,True
5173,6600,19930,25,0,True
5174,6600,20010,25,0,True
5175,6600,20090,25,0,True
5176,6600,20170,25,0,True
5177,6600,20250,25,0,True
5178,6600,20330,25,0,True
5179,6600,20410,25,0,True
5180,6600,20490,25,0,True
5181,6600,20570,25,0,True
5182,6600,20650,25,0,True
5183,6600,20730,25,0,True
5184,6600,20810,25,0,True
5185,6600,20890,25,0,True
5186,6600,20970,25,0,True
5187,6600,21050,25,0,True
5188,6600,21130,25,0,True
5189,6600,21210,25,0,True
5190,6600,21290,25,0,True
5191,6600,21370,25,0,True
5192,6600,21450,25,0,True
5193,6600,21530,25,0,True
5194,6600,21610,25,0,True
5195,6600,21690,25,0,True
5196,6600,21770,25,0,True
5197,6600,21850,25,0,True
5198,6600,21930,25,0,True
5199,6600,22010,25,0,True
5200,6600,22090,25,0,True
5201,6600,22170,25,0,True
5202,6600,22250,25,0,True
5203,6600,22330,25,0,True
5204,6600,22410,25,0,True
5205,6600,22490,25,0,True
5206,6600,22570,25,0,True
5207,6600,22650,25,0,True
5208,6600,22730,25,0,True
5209,6600,22810,25,0,True
5210,6600,22890,25,0,True
5211,6600,22970,25,0,True
5212,6600,23050,25,0,True
5213,6600,23130,25,0,True
5214,6600,23210,25,0,True
5215,6600,23290,25,0,True
5216,6600,23370,25,0,True
5217,6600,23450,25,0,True
5218,6600,23530,25,0,True
5219,6600,23610,25,0,True
5220,6600,23690,25,0,True
5221,6600,23770,25,0,True
5222,6600,23850,25,0,True
5223,6600,23930,25,0,True
5224,6600,24010,25,0,True
5225,6600,24090,25,0,True
5226,6600,24170,25,0,True
5227,6600,24250,25,0,True
5228,6600,24330,25,0,True
5229,6600,24410,25,0,True
5230,6600,24490,25,0,True
5231,6600,24570,25,0,True
5232,6600,24650,25,0,True
5233,6600,24730,25,0,True
5234,6600,24810,25,0,True
5235,6600,24890,25,0,True
5236,6600,24970,25,0,True
5237,6600,25050,25,0,True
5238,6600,25130,25,0,True
5239,6600,25210,25,0,True
5240,6600,25290,25,0,True
5241,6600,25370,25,0,True
5242,6600,25450,25,0,True
5243,6600,25530,25,0,True
5244,6600,25610,25,0,True
5245,6600,25690,25,0,True
5246,6600,25770,25,0,True
5247,6600,25850,25,0,True
5248,6600,25930,25,0,True
5249,6600,26010,25,0,True
5250,6600,26090,24,1,False
5251,6600,26170,23,2,False
5252,6600,26250,21,4,False
5253,6600,26330,17,8,False
5254,6600,26410,13,12,False
5255,6600,26650,8,17,False
5256,6600,26730,7,18,False
5257,6680,17130,7,18,False
5258,6680,17210,9,16,False
5259,6680,17930,16,9,False
5260,6680,18010,19,6,False
5261,6680,18090,22,3,False
5262,6680,18170,24,1,False
5263,6680,18250,25,0,True
5264,6680,18330,25,0,True
5265,6680,18410,25,0,True
5266,6680,18490,25,0,True
5267,6680,18570,25,0,True
5268,6680,18650,25,0,True
5269,6680,18730,25,0,True
5270,6680,18810,25,0,True
5271,6680,18890,25,0,True
5272,6680,18970,25,0,True
5273,6680,19050,25,0,True
5274,6680,19130,25,0,True
5275,6680,19210,25,0,True
5276,6680,19290,25,0,True
5277,6680,19370,25,0,True
5278,6680,19450,25,0,True
5279,6680,19530,25,0,True
5280,6680,19610,25,0,True
5281,6680,19690,25,0,True
5282,6680,19770,25,0,True
5283,6680,19850,25,0,True
5284,6680,19930,25,0,True
5285,6680,20010,25,0,True
5286,6680,20090,25,0,True
5287,6680,20170,25,0,True
5288,6680,20250,25,0,True
5289,6680,20330,25,0,True
5290,6680,20410,25,0,True
5291,6680,20490,25,0,True
5292,6680,20570,25,0,True
5293,6680,20650,25,0,True
5294,6680,20730,25,0,True
5295,6680,20810,25,0,True
5296,6680,20890,25,0,True
5297,6680,20970,25,0,True
5298,6680,21050,25,0,True
5299,6680,21130,25,0,True
5300,6680,21210,25,0,True
5301,6680,21290,25,0,True
5302,6680,21370,25,0,True
5303,6680,21450,25,0,True
5304,6680,21530,25,0,True
5305,6680,21610,25,0,True
5306,6680,21690,25,0,True
5307,6680,21770,25,0,True
5308,6680,21850,25,0,True
5309,6680,21930,25,0,True
5310,6680,22010,25,0,True
5311,6680,22090,25,0,True
5312,6680,22170,25,0,True
5313,6680,22250,25,0,True
5314,6680,22330,25,0,True
5315,6680,22410,25,0,True
5316,6680,22490,25,0,True
5317,6680,22570,25,0,True
5318,6680,22650,25,0,True
5319,6680,22730,25,0,True
5320,6680,22810,25,0,True
5321,6680,22890,25,0,True
5322,6680,22970,25,0,True
5323,6680,23050,25,0,True
5324,6680,23130,25,0,True
5325,6680,23210,25,0,True
5326,6680,23290,25,0,True
5327,6680,23370,25,0,True
5328,6680,23450,25,0,True
5329,6680,23530,25,0,True
5330,6680,23610,25,0,True
5331,6680,23690,25,0,True
5332,6680,23770,25,0,True
5333,6680,23850,25,0,True
5334,6680,23930,25,0,True
5335,6680,24010,25,0,True
5336,6680,24090,25,0,True
5337,6680,24170,25,0,True
5338,6680,24250,25,0,True
5339,6680,24330,25,0,True
5340,6680,24410,25,0,True
5341,6680,24490,25,0,True
5342,6680,24570,25,0,True
5343,6680,24650,25,0,True
5344,6680,24730,25,0,True
5345,6680,24810,25,0,True
5346,6680,24890,25,0,True
5347,6680,24970,25,0,True
5348,6680,25050,25,0,True
5349,6680,25130,25,0,True
5350,6680,25210,25,0,True
5351,6680,25290,25,0,True
5352,6680,25370,25,0,True
5353,6680,25450,25,0,True
5354,6680,25530,25,0,True
5355,6680,25610,25,0,True
5356,6680,25690,25,0,True
5357,6680,25770,25,0,True
5358,6680,25850,25,0,True
5359,6680,25930,25,0,True
5360,6680,26010,25,0,True
5361,6680,26090,23,2,False
5362,6680,26170,21,4,False
5363,6680,26250,18,7,False
5364,6680,26330,13,12,False
5365,6760,18010,16,9,False
5366,6760,18090,20,5,False
5367,6760,18170,23,2,False
5368,6760,18250,25,0,True
5369,6760,18330,25,0,True
5370,6760,18410,25,0,True
5371,6760,18490,25,0,True
5372,6760,18570,25,0,True
5373,6760,18650,25,0,True
5374,6760,18730,25,0,True
5375,6760,18810,25,0,True
5376,6760,18890,25,0,True
5377,6760,18970,25,0,True
5378,6760,19050,25,0,True
5379,6760,19130,25,0,True
5380,6760,19210,25,0,True
5381,6760,19290,25,0,True
5382,6760,19370,25,0,True
5383,6760,19450,25,0,True
5384,6760,19530,25,0,True
5385,6760,19610,25,0,True
5386,6760,19690,25,0,True
5387,6760,19770,25,0,True
5388,6760,19850,25,0,True
5389,6760,19930,25,0,True
5390,6760,20010,25,0,True
5391,6760,20090,25,0,True
5392,6760,20170,25,0,True
5393,6760,20250,25,0,True
5394,6760,20330,25,0,True
5395,6760,20410,25,0,True
5396,6760,20490,25,0,True
5397,6760,20570,25,0,True
5398,6760,20650,25,0,True
5399,6760,20730,25,0,True
5400,6760,20810,25,0,True
5401,6760,20890,25,0,True
5402,6760,20970,25,0,True
5403,6760,21050,25,0,True
5404,6760,21130,25,0,True
5405,6760,21210,25,0,True
5406,6760,21290,25,0,True
5407,6760,21370,25,0,True
5408,6760,21450,25,0,True
5409,6760,21530,25,0,True
5410,6760,21610,25,0,True
5411,6760,21690,25,0,True
5412,6760,21770,25,0,True
5413,6760,21850,25,0,True
5414,6760,21930,25,0,True
5415,6760,22010,25,0,True
5416,6760,22090,25,0,True
5417,6760,22170,25,0,True
5418,6760,22250,25,0,True
5419,6760,22330,25,0,True
5420,6760,22410,25,0,True
5421,6760,22490,25,0,True
5422,6760,22570,25,0,True
5423,6760,22650,25,0,True
5424,6760,22730,25,0,True
5425,6760,22810,25,0,True
5426,6760,22890,25,0,True
5427,6760,22970,25,0,True
5428,6760,23050,25,0,True
5429,6760,23130,25,0,True
5430,6760,23210,25,0,True
5431,6760,23290,25,0,True
5432,6760,23370,25,0,True
5433,6760,23450,25,0,True
5434,6760,23530,25,0,True
5435,6760,23610,25,0,True
5436,6760,23690,25,0,True
5437,6760,23770,25,0,True
5438,6760,23850,25,0,True
5439,6760,23930,25,0,True
5440,6760,24010,25,0,True
5441,6760,24090,25,0,True
5442,6760,24170,25,0,True
5443,6760,24250,25,0,True
5444,6760,24330,25,0,True
5445,6760,24410,25,0,True
5446,6760,24490,25,0,True
5447,6760,24570,25,0,True
5448,6760,24650,25,0,True
5449,6760,24730,25,0,True
5450,6760,24810,25,0,True
5451,6760,24890,25,0,True
5452,6760,24970,25,0,True
5453,6760,25050,25,0,True
5454,6760,25130,25,0,True
5455,6760,25210,25,0,True
5456,6760,25290,25,0,True
5457,6760,25370,25,0,True
5458,6760,25450,25,0,True
5459,6760,25530,25,0,True
5460,6760,25610,25,0,True
5461,6760,25690,25,0,True
5462,6760,25770,25,0,True
5463,6760,25850,25,0,True
5464,6760,25930,25,0,True
5465,6760,26010,25,0,True
5466,6760,26090,22,3,False
5467,6760,26170,19,6,False
5468,6840,18090,18,7,False
5469,6840,18170,22,3,False
5470,6840,18250,25,0,True
5471,6840,18330,25,0,True
5472,6840,18410,25,0,True
5473,6840,18490,25,0,True
5474,6840,18570,25,0,True
5475,6840,18650,25,0,True
5476,6840,18730,25,0,True
5477,6840,18810,25,0,True
5478,6840,18890,25,0,True
5479,6840,18970,25,0,True
5480,6840,19050,25,0,True
5481,6840,19130,25,0,True
5482,6840,19210,25,0,True
5483,6840,19290,25,0,True
5484,6840,19370,25,0,True
5485,6840,19450,25,0,True
5486,6840,19530,25,0,True
5487,6840,19610,25,0,True
5488,6840,19690,25,0,True
5489,6840,19770,25,0,True
5490,6840,19850,25,0,True
5491,6840,19930,25,0,True
5492,6840,20010,25,0,True
5493,6840,20090,25,0,True
5494,6840,20170,25,0,True
5495,6840,20250,25,0,True
5496,6840,20330,25,0,True
5497,6840,20410,25,0,True
5498,6840,20490,25,0,True
5499,6840,20570,25,0,True
5500,6840,20650,25,0,True
5501,6840,20730,25,0,True
5502,6840,20810,25,0,True
5503,6840,20890,25,0,True
5504,6840,20970,25,0,True
5505,6840,21050,25,0,True
5506,6840,21130,25,0,True
5507,6840,21210,25,0,True
5508,6840,21290,25,0,True
5509,6840,21370,25,0,True
5510,6840,21450,25,0,True
5511,6840,21530,25,0,True
5512,6840,21610,25,0,True
5513,6840,21690,25,0,True
5514,6840,21770,25,0,True
5515,6840,21850,25,0,True
5516,6840,21930,25,0,True
5517,6840,22010,25,0,True
5518,6840,22090,25,0,True
5519,6840,22170,25,0,True
5520,6840,22250,25,0,True
5521,6840,22330,25,0,True
5522,6840,22410,25,0,True
5523,6840,22490,25,0,True
5524,6840,22570,25,0,True
5525,6840,22650,25,0,True
5526,6840,22730,25,0,True
5527,6840,22810,25,0,True
5528,6840,22890,25,0,True
5529,6840,22970,25,0,True
5530,6840,23050,25,0,True
5531,6840,23130,25,0,True
5532,6840,23210,25,0,True
5533,6840,23290,25,0,True
5534,6840,23370,25,0,True
5535,6840,23450,25,0,True
5536,6840,23530,25,0,True
5537,6840,23610,25,0,True
5538,6840,23690,25,0,True
5539,6840,23770,25,0,True
5540,6840,23850,25,0,True
5541,6840,23930,25,0,True
5542,6840,24010,25,0,True
5543,6840,24090,25,0,True
5544,6840,24170,25,0,True
5545,6840,24250,25,0,True
5546,6840,24330,25,0,True
5547,6840,24410,25,0,True
5548,6840,24490,25,0,True
5549,6840,24570,25,0,True
5550,6840,24650,25,0,True
5551,6840,24730,25,0,True
5552,6840,24810,25,0,True
5553,6840,24890,25,0,True
5554,6840,24970,25,0,True
5555,6840,25050,25,0,True
5556,6840,25130,25,0,True
5557,6840,25210,25,0,True
5558,6840,25290,25,0,True
5559,6840,25370,25,0,True
5560,6840,25450,25,0,True
5561,6840,25530,25,0,True
5562,6840,25610,25,0,True
5563,6840,25690,25,0,True
5564,6840,25770,25,0,True
5565,6840,25850,25,0,True
5566,6840,25930,25,0,True
5567,6840,26010,25,0,True
5568,6840,26090,21,4,False
5569,6840,26170,17,8,False
5570,6920,18090,15,10,False
5571,6920,18170,20,5,False
5572,6920,18250,24,1,False
5573,6920,18330,25,0,True
5574,6920,18410,25,0,True
5575,6920,18490,25,0,True
5576,6920,18570,25,0,True
5577,6920,18650,25,0,True
5578,6920,18730,25,0,True
5579,6920,18810,25,0,True
5580,6920,18890,25,0,True
5581,6920,18970,25,0,True
5582,6920,19050,25,0,True
5583,6920,19130,25,0,True
5584,6920,19210,25,0,True
5585,6920,19290,25,0,True
5586,6920,19370,25,0,True
5587,6920,19450,25,0,True
5588,6920,19530,25,0,True
5589,6920,19610,25,0,True
5590,6920,19690,25,0,True
5591,6920,19770,25,0,True
5592,6920,19850,25,0,True
5593,6920,19930,25,0,True
5594,6920,20010,25,0,True
5595,6920,20090,25,0,True
5596,6920,20170,25,0,True
5597,6920,20250,25,0,True
5598,6920,20330,25,0,True
5599,6920,20410,25,0,True
5600,6920,20490,25,0,True
5601,6920,20570,25,0,True
5602,6920,20650,25,0,True
5603,6920,20730,25,0,True
5604,6920,20810,25,0,True
5605,6920,20890,25,0,True
5606,6920,20970,25,0,True
5607,6920,21050,25,0,True
5608,6920,21130,25,0,True
5609,6920,21210,25,0,True
5610,6920,21290,25,0,True
5611,6920,21370,25,0,True
5612,6920,21450,25,0,True
5613,6920,21530,25,0,True
5614,6920,21610,25,0,True
5615,6920,21690,25,0,True
5616,6920,21770,25,0,True
5617,6920,21850,25,0,True
5618,6920,21930,25,0,True
5619,6920,22010,25,0,True
5620,6920,22090,25,0,True
5621,6920,22170,25,0,True
5622,6920,22250,25,0,True
5623,6920,22330,25,0,True
5624,6920,22410,25,0,True
5625,6920,22490,25,0,True
5626,6920,22570,25,0,True
5627,6920,22650,25,0,True
5628,6920,22730,25,0,True
5629,6920,22810,25,0,True
5630,6920,22890,25,0,True
5631,6920,22970,25,0,True
5632,6920,23050,25,0,True
5633,6920,23130,25,0,True
5634,6920,23210,25,0,True
5635,6920,23290,25,0,True
5636,6920,23370,25,0,True
5637,6920,23450,25,0,True
5638,6920,23530,25,0,True
5639,6920,23610,25,0,True
5640,6920,23690,25,0,True
5641,6920,23770,25,0,True
5642,6920,23850,25,0,True
5643,6920,23930,25,0,True
5644,6920,24010,25,0,True
5645,6920,24090,25,0,True
5646,6920,24170,25,0,True
5647,6920,24250,25,0,True
5648,6920,24330,25,0,True
5649,6920,24410,25,0,True
5650,6920,24490,25,0,True
5651,6920,24570,25,0,True
5652,6920,24650,25,0,True
5653,6920,24730,25,0,True
5654,6920,24810,25,0,True
5655,6920,24890,25,0,True
5656,6920,24970,25,0,True
5657,6920,25050,25,0,True
5658,6920,25130,25,0,True
5659,6920,25210,25,0,True
5660,6920,25290,25,0,True
5661,6920,25370,25,0,True
5662,6920,25450,25,0,True
5663,6920,25530,25,0,True
5664,6920,25610,25,0,True
5665,6920,25690,25,0,True
5666,6920,25770,25,0,True
5667,6920,25850,25,0,True
5668,6920,25930,25,0,True
5669,6920,26010,25,0,True
5670,6920,26090,20,5,False
5671,6920,26170,15,10,False
5672,7000,18090,12,13,False
5673,7000,18170,17,8,False
5674,7000,18250,22,3,False
5675,7000,18330,24,1,False
5676,7000,18410,25,0,True
5677,7000,18490,25,0,True
5678,7000,18570,25,0,True
5679,7000,18650,25,0,True
5680,7000,18730,25,0,True
5681,7000,18810,25,0,True
5682,7000,18890,25,0,True
5683,7000,18970,25,0,True
5684,7000,19050,25,0,True
5685,7000,19130,25,0,True
5686,7000,19210,25,0,True
5687,7000,19290,25,0,True
5688,7000,19370,25,0,True
5689,7000,19450,25,0,True
5690,7000,19530,25,0,True
5691,7000,19610,25,0,True
5692,7000,19690,25,0,True
5693,7000,19770,25,0,True
5694,7000,19850,25,0,True
5695,7000,19930,25,0,True
5696,7000,20010,25,0,True
5697,7000,20090,25,0,True
5698,7000,20170,25,0,True
5699,7000,20250,25,0,True
5700,7000,20330,25,0,True
5701,7000,20410,25,0,True
5702,7000,20490,25,0,True
5703,7000,20570,25,0,True
5704,7000,20650,25,0,True
5705,7000,20730,25,0,True
5706,7000,20810,25,0,True
5707,7000,20890,25,0,True
5708,7000,20970,25,0,True
5709,7000,21050,25,0,True
5710,7000,21130,25,0,True
5711,7000,21210,25,0,True
5712,7000,21290,25,0,True
5713,7000,21370,25,0,True
5714,7000,21450,25,0,True
5715,7000,21530,25,0,True
5716,7000,21610,25,0,True
5717,7000,21690,25,0,True
5718,7000,21770,25,0,True
5719,7000,21850,25,0,True
5720,7000,21930,25,0,True
5721,7000,22010,25,0,True
5722,7000,22090,25,0,True
5723,7000,22170,25,0,True
5724,7000,22250,25,0,True
5725,7000,22330,25,0,True
5726,7000,22410,25,0,True
5727,7000,22490,25,0,True
5728,7000,22570,25,0,True
5729,7000,22650,25,0,True
5730,7000,22730,25,0,True
5731,7000,22810,25,0,True
5732,7000,22890,25,0,True
5733,7000,22970,25,0,True
5734,7000,23050,25,0,True
5735,7000,23130,25,0,True
5736,7000,23210,25,0,True
5737,7000,23290,25,0,True
5738,7000,23370,25,0,True
5739,7000,23450,25,0,True
5740,7000,23530,25,0,True
5741,7000,23610,25,0,True
5742,7000,23690,25,0,True
5743,7000,23770,25,0,True
5744,7000,23850,25,0,True
5745,7000,23930,25,0,True
5746,7000,24010,25,0,True
5747,7000,24090,25,0,True
5748,7000,24170,25,0,True
5749,7000,24250,25,0,True
5750,7000,24330,25,0,True
5751,7000,24410,25,0,True
5752,7000,24490,25,0,True
5753,7000,24570,25,0,True
5754,7000,24650,25,0,True
5755,7000,24730,25,0,True
5756,7000,24810,25,0,True
5757,7000,24890,25,0,True
5758,7000,24970,25,0,True
5759,7000,25050,25,0,True
5760,7000,25130,25,0,True
5761,7000,25210,25,0,True
5762,7000,25290,25,0,True
5763,7000,25370,25,0,True
5764,7000,25450,25,0,True
5765,7000,25530,25,0,True
5766,7000,25610,25,0,True
5767,7000,25690,25,0,True
5768,7000,25770,25,0,True
5769,7000,25850,25,0,True
5770,7000,25930,25,0,True
5771,7000,26010,25,0,True
5772,7000,26090,20,5,False
5773,7000,26170,15,10,False
5774,7080,18170,14,11,False
5775,7080,18250,19,6,False
5776,7080,18330,22,3,False
5777,7080,18410,24,1,False
5778,7080,18490,25,0,True
5779,7080,18570,25,0,True
5780,7080,18650,25,0,True
5781,7080,18730,25,0,True
5782,7080,18810,25,0,True
5783,7080,18890,25,0,True
5784,7080,18970,25,0,True
5785,7080,19050,25,0,True
5786,7080,19130,25,0,True
5787,7080,19210,25,0,True
5788,7080,19290,25,0,True
5789,7080,19370,25,0,True
5790,7080,19450,25,0,True
5791,7080,19530,25,0,True
5792,7080,19610,25,0,True
5793,7080,19690,25,0,True
5794,7080,19770,25,0,True
5795,7080,19850,25,0,True
5796,7080,19930,25,0,True
5797,7080,20010,25,0,True
5798,7080,20090,25,0,True
5799,7080,20170,25,0,True
5800,7080,20250,25,0,True
5801,7080,20330,25,0,True
5802,7080,20410,25,0,True
5803,7080,20490,25,0,True
5804,7080,20570,25,0,True
5805,7080,20650,25,0,True
5806,7080,20730,25,0,True
5807,7080,20810,25,0,True
5808,7080,20890,25,0,True
5809,7080,20970,25,0,True
5810,7080,21050,25,0,True
5811,7080,21130,25,0,True
5812,7080,21210,25,0,True
5813,7080,21290,25,0,True
5814,7080,21370,25,0,True
5815,7080,21450,25,0,True
5816,7080,21530,25,0,True
5817,7080,21610,25,0,True
5818,7080,21690,25,0,True
5819,7080,21770,25,0,True
5820,7080,21850,25,0,True
5821,7080,21930,25,0,True
5822,7080,22010,25,0,True
5823,7080,22090,25,0,True
5824,7080,22170,25,0,True
5825,7080,22250,25,0,True
5826,7080,22330,25,0,True
5827,7080,22410,25,0,True
5828,7080,22490,25,0,True
5829,7080,22570,25,0,True
5830,7080,22650,25,0,True
5831,7080,22730,25,0,True
5832,7080,22810,25,0,True
5833,7080,22890,25,0,True
5834,7080,22970,25,0,True
5835,7080,23050,25,0,True
5836,7080,23130,25,0,True
5837,7080,23210,25,0,True
5838,7080,23290,25,0,True
5839,7080,23370,25,0,True
5840,7080,23450,25,0,True
5841,7080,23530,25,0,True
5842,7080,23610,25,0,True
5843,7080,23690,25,0,True
5844,7080,23770,25,0,True
5845,7080,23850,25,0,True
5846,7080,23930,25,0,True
5847,7080,24010,25,0,True
5848,7080,24090,25,0,True
5849,7080,24170,25,0,True
5850,7080,24250,25,0,True
5851,7080,24330,25,0,True
5852,7080,24410,25,0,True
5853,7080,24490,25,0,True
5854,7080,24570,25,0,True
5855,7080,24650,25,0,True
5856,7080,24730,25,0,True
5857,7080,24810,25,0,True
5858,7080,24890,25,0,True
5859,7080,24970,25,0,True
5860,7080,25050,25,0,True
5861,7080,25130,25,0,True
5862,7080,25210,25,0,True
5863,7080,25290,25,0,True
5864,7080,25370,25,0,True
5865,7080,25450,25,0,True
5866,7080,25530,25,0,True
5867,7080,25610,25,0,True
5868,7080,25690,25,0,True
5869,7080,25770,25,0,True
5870,7080,25850,25,0,True
5871,7080,25930,25,0,True
5872,7080,26010,25,0,True
5873,7080,26090,20,5,False
5874,7080,26170,15,10,False
5875,7160,18250,15,10,False
5876,7160,18330,19,6,False
5877,7160,18410,22,3,False
5878,7160,18490,24,1,False
5879,7160,18570,25,0,True
5880,7160,18650,25,0,True
5881,7160,18730,25,0,True
5882,7160,18810,25,0,True
5883,7160,18890,25,0,True
5884,7160,18970,25,0,True
5885,7160,19050,25,0,True
5886,7160,19130,25,0,True
5887,7160,19210,25,0,True
5888,7160,19290,25,0,True
5889,7160,19370,25,0,True
5890,7160,19450,25,0,True
5891,7160,19530,25,0,True
5892,7160,19610,25,0,True
5893,7160,19690,25,0,True
5894,7160,19770,25,0,True
5895,7160,19850,25,0,True
5896,7160,19930,25,0,True
5897,7160,20010,25,0,True
5898,7160,20090,25,0,True
5899,7160,20170,25,0,True
5900,7160,20250,25,0,True
5901,7160,20330,25,0,True
5902,7160,20410,25,0,True
5903,7160,20490,25,0,True
5904,7160,20570,25,0,True
5905,7160,20650,25,0,True
5906,7160,20730,25,0,True
5907,7160,20810,25,0,True
5908,7160,20890,25,0,True
5909,7160,20970,25,0,True
5910,7160,21050,25,0,True
5911,7160,21130,25,0,True
5912,7160,21210,25,0,True
5913,7160,21290,25,0,True
5914,7160,21370,25,0,True
5915,7160,21450,25,0,True
5916,7160,21530,25,0,True
5917,7160,21610,25,0,True
5918,7160,21690,25,0,True
5919,7160,21770,25,0,True
5920,7160,21850,25,0,True
5921,7160,21930,25,0,True
5922,7160,22010,25,0,True
5923,7160,22090,25,0,True
5924,7160,22170,25,0,True
5925,7160,22250,25,0,True
5926,7160,22330,25,0,True
5927,7160,22410,25,0,True
5928,7160,22490,25,0,True
5929,7160,22570,25,0,True
5930,7160,22650,25,0,True
5931,7160,22730,25,0,True
5932,7160,22810,25,0,True
5933,7160,22890,25,0,True
5934,7160,22970,25,0,True
5935,7160,23050,25,0,True
5936,7160,23130,25,0,True
5937,7160,23210,25,0,True
5938,7160,23290,25,0,True
5939,7160,23370,25,0,True
5940,7160,23450,25,0,True
5941,7160,23530,25,0,True
5942,7160,23610,25,0,True
5943,7160,23690,25,0,True
5944,7160,23770,25,0,True
5945,7160,23850,25,0,True
5946,7160,23930,25,0,True
5947,7160,24010,25,0,True
5948,7160,24090,25,0,True
5949,7160,24170,25,0,True
5950,7160,24250,25,0,True
5951,7160,24330,25,0,True
5952,7160,24410,25,0,True
5953,7160,24490,25,0,True
5954,7160,24570,25,0,True
5955,7160,24650,25,0,True
5956,7160,24730,25,0,True
5957,7160,24810,25,0,True
5958,7160,24890,25,0,True
5959,7160,24970,25,0,True
5960,7160,25050,25,0,True
5961,7160,25130,25,0,True
5962,7160,25210,25,0,True
5963,7160,25290,25,0,True
5964,7160,25370,25,0,True
5965,7160,25450,25,0,True
5966,7160,25530,25,0,True
5967,7160,25610,25,0,True
5968,7160,25690,25,0,True
5969,7160,25770,25,0,True
5970,7160,25850,25,0,True
5971,7160,25930,25,0,True
5972,7160,26010,25,0,True
5973,7160,26090,20,5,False
5974,7160,26170,15,10,False
5975,7240,18330,16,9,False
5976,7240,18410,20,5,False
5977,7240,18490,23,2,False
5978,7240,18570,25,0,True
5979,7240,18650,25,0,True
5980,7240,18730,25,0,True
5981,7240,18810,25,0,True
5982,7240,18890,25,0,True
5983,7240,18970,25,0,True
5984,7240,19050,25,0,True
5985,7240,19130,25,0,True
5986,7240,19210,25,0,True
5987,7240,19290,25,0,True
5988,7240,19370,25,0,True
5989,7240,19450,25,0,True
5990,7240,19530,25,0,True
5991,7240,19610,25,0,True
5992,7240,19690,25,0,True
5993,7240,19770,25,0,True
5994,7240,19850,25,0,True
5995,7240,19930,25,0,True
5996,7240,20010,25,0,True
5997,7240,20090,25,0,True
5998,7240,20170,25,0,True
5999,7240,20250,25,0,True
6000,7240,20330,25,0,True
6001,7240,20410,25,0,True
6002,7240,20490,25,0,True
6003,7240,20570,25,0,True
6004,7240,20650,25,0,True
6005,7240,20730,25,0,True
6006,7240,20810,25,0,True
6007,7240,20890,25,0,True
6008,7240,20970,25,0,True
6009,7240,21050,25,0,True
6010,7240,21130,25,0,True
6011,7240,21210,25,0,True
6012,7240,21290,25,0,True
6013,7240,21370,25,0,True
6014,7240,21450,25,0,True
6015,7240,21530,25,0,True
6016,7240,21610,25,0,True
6017,7240,21690,25,0,True
6018,7240,21770,25,0,True
6019,7240,21850,25,0,True
6020,7240,21930,25,0,True
6021,7240,22010,25,0,True
6022,7240,22090,25,0,True
6023,7240,22170,25,0,True
6024,7240,22250,25,0,True
6025,7240,22330,25,0,True
6026,7240,22410,25,0,True
6027,7240,22490,25,0,True
6028,7240,22570,25,0,True
6029,7240,22650,25,0,True
6030,7240,22730,25,0,True
6031,7240,22810,25,0,True
6032,7240,22890,25,0,True
6033,7240,22970,25,0,True
6034,7240,23050,25,0,True
6035,7240,23130,25,0,True
6036,7240,23210,25,0,True
6037,7240,23290,25,0,True
6038,7240,23370,25,0,True
6039,7240,23450,25,0,True
6040,7240,23530,25,0,True
6041,7240,23610,25,0,True
6042,7240,23690,25,0,True
6043,7240,23770,25,0,True
6044,7240,23850,25,0,True
6045,7240,23930,25,0,True
6046,7240,24010,25,0,True
6047,7240,24090,25,0,True
6048,7240,24170,25,0,True
6049,7240,24250,25,0,True
6050,7240,24330,25,0,True
6051,7240,24410,25,0,True
6052,7240,24490,25,0,True
6053,7240,24570,25,0,True
6054,7240,24650,25,0,True
6055,7240,24730,25,0,True
6056,7240,24810,25,0,True
6057,7240,24890,25,0,True
6058,7240,24970,25,0,True
6059,7240,25050,25,0,True
6060,7240,25130,25,0,True
6061,7240,25210,25,0,True
6062,7240,25290,25,0,True
6063,7240,25370,25,0,True
6064,7240,25450,25,0,True
6065,7240,25530,25,0,True
6066,7240,25610,25,0,True
6067,7240,25690,25,0,True
6068,7240,25770,24,1,False
6069,7240,25850,24,1,False
6070,7240,25930,24,1,False
6071,7240,26010,23,2,False
6072,7240,26090,18,7,False
6073,7240,26170,14,11,False
6074,7320,18410,19,6,False
6075,7320,18490,23,2,False
6076,7320,18570,25,0,True
6077,7320,18650,25,0,True
6078,7320,18730,25,0,True
6079,7320,18810,25,0,True
6080,7320,18890,25,0,True
6081,7320,18970,25,0,True
6082,7320,19050,25,0,True
6083,7320,19130,25,0,True
6084,7320,19210,25,0,True
6085,7320,19290,25,0,True
6086,7320,19370,25,0,True
6087,7320,19450,25,0,True
6088,7320,19530,25,0,True
6089,7320,19610,25,0,True
6090,7320,19690,25,0,True
6091,7320,19770,25,0,True
6092,7320,19850,25,0,True
6093,7320,19930,25,0,True
6094,7320,20010,25,0,True
6095,7320,20090,25,0,True
6096,7320,20170,25,0,True
6097,7320,20250,25,0,True
6098,7320,20330,25,0,True
6099,7320,20410,25,0,True
