center_index,LAMBX,LAMBY,existing_cells_5x5,missing_cells_5x5,complete_5x5
2115,4360,24650,25,0,True
2116,4360,24730,23,2,False
2117,4360,24810,21,4,False
2118,4360,24890,19,6,False
2119,4360,24970,17,8,False
2120,4360,25050,14,11,False
2121,4360,25130,13,12,False
2122,4440,17450,15,10,False
2123,4440,17530,20,5,False
2124,4440,17610,25,0,True
2125,4440,17690,25,0,True
2126,4440,17770,25,0,True
2127,4440,17850,25,0,True
2128,4440,17930,25,0,True
2129,4440,18010,25,0,True
2130,4440,18090,25,0,True
2131,4440,18170,25,0,True
2132,4440,18250,25,0,True
2133,4440,18330,25,0,True
2134,4440,18410,25,0,True
2135,4440,18490,25,0,True
2136,4440,18570,25,0,True
2137,4440,18650,25,0,True
2138,4440,18730,25,0,True
2139,4440,18810,25,0,True
2140,4440,18890,25,0,True
2141,4440,18970,25,0,True
2142,4440,19050,25,0,True
2143,4440,19130,25,0,True
2144,4440,19210,25,0,True
2145,4440,19290,25,0,True
2146,4440,19370,25,0,True
2147,4440,19450,25,0,True
2148,4440,19530,25,0,True
2149,4440,19610,25,0,True
2150,4440,19690,25,0,True
2151,4440,19770,25,0,True
2152,4440,19850,25,0,True
2153,4440,19930,25,0,True
2154,4440,20010,25,0,True
2155,4440,20090,25,0,True
2156,4440,20170,25,0,True
2157,4440,20250,25,0,True
2158,4440,20330,25,0,True
2159,4440,20410,25,0,True
2160,4440,20490,25,0,True
2161,4440,20570,25,0,True
2162,4440,20650,25,0,True
2163,4440,20730,25,0,True
2164,4440,20810,25,0,True
2165,4440,20890,25,0,True
2166,4440,20970,25,0,True
2167,4440,21050,25,0,True
2168,4440,21130,25,0,True
2169,4440,21210,25,0,True
2170,4440,21290,25,0,True
2171,4440,21370,25,0,True
2172,4440,21450,25,0,True
2173,4440,21530,25,0,True
2174,4440,21610,25,0,True
2175,4440,21690,25,0,True
2176,4440,21770,25,0,True
2177,4440,21850,25,0,True
2178,4440,21930,25,0,True
2179,4440,22010,25,0,True
2180,4440,22090,25,0,True
2181,4440,22170,25,0,True
2182,4440,22250,25,0,True
2183,4440,22330,25,0,True
2184,4440,22410,25,0,True
2185,4440,22490,25,0,True
2186,4440,22570,25,0,True
2187,4440,22650,25,0,True
2188,4440,22730,25,0,True
2189,4440,22810,25,0,True
2190,4440,22890,25,0,True
2191,4440,22970,25,0,True
2192,4440,23050,25,0,True
2193,4440,23130,25,0,True
2194,4440,23210,25,0,True
2195,4440,23290,25,0,True
2196,4440,23370,25,0,True
2197,4440,23450,25,0,True
2198,4440,23530,25,0,True
2199,4440,23610,25,0,True
2200,4440,23690,25,0,True
2201,4440,23770,25,0,True
2202,4440,23850,25,0,True
2203,4440,23930,25,0,True
2204,4440,24010,25,0,True
2205,4440,24090,25,0,True
2206,4440,24170,25,0,True
2207,4440,24250,25,0,True
2208,4440,24330,25,0,True
2209,4440,24410,25,0,True
2210,4440,24490,25,0,True
2211,4440,24570,25,0,True
2212,4440,24650,25,0,True
2213,4440,24730,24,1,False
2214,4440,24810,23,2,False
2215,4440,24890,22,3,False
2216,4440,24970,21,4,False
2217,4440,25050,19,6,False
2218,4440,25130,18,7,False
2219,4440,25210,14,11,False
2220,4440,25290,10,15,False
2221,4520,17450,16,9,False
2222,4520,17530,21,4,False
2223,4520,17610,25,0,True
2224,4520,17690,25,0,True
2225,4520,17770,25,0,True
2226,4520,17850,25,0,True
2227,4520,17930,25,0,True
2228,4520,18010,25,0,True
2229,4520,18090,25,0,True
2230,4520,18170,25,0,True
2231,4520,18250,25,0,True
2232,4520,18330,25,0,True
2233,4520,18410,25,0,True
2234,4520,18490,25,0,True
2235,4520,18570,25,0,True
2236,4520,18650,25,0,True
2237,4520,18730,25,0,True
2238,4520,18810,25,0,True
2239,4520,18890,25,0,True
2240,4520,18970,25,0,True
2241,4520,19050,25,0,True
2242,4520,19130,25,0,True
2243,4520,19210,25,0,True
2244,4520,19290,25,0,True
2245,4520,19370,25,0,True
2246,4520,19450,25,0,True
2247,4520,19530,25,0,True
2248,4520,19610,25,0,True
2249,4520,19690,25,0,True
2250,4520,19770,25,0,True
2251,4520,19850,25,0,True
2252,4520,19930,25,0,True
2253,4520,20010,25,0,True
2254,4520,20090,25,0,True
2255,4520,20170,25,0,True
2256,4520,20250,25,0,True
2257,4520,20330,25,0,True
2258,4520,20410,25,0,True
2259,4520,20490,25,0,True
2260,4520,20570,25,0,True
2261,4520,20650,25,0,True
2262,4520,20730,25,0,True
2263,4520,20810,25,0,True
2264,4520,20890,25,0,True
2265,4520,20970,25,0,True
2266,4520,21050,25,0,True
2267,4520,21130,25,0,True
2268,4520,21210,25,0,True
2269,4520,21290,25,0,True
2270,4520,21370,25,0,True
2271,4520,21450,25,0,True
2272,4520,21530,25,0,True
2273,4520,21610,25,0,True
2274,4520,21690,25,0,True
2275,4520,21770,25,0,True
2276,4520,21850,25,0,True
2277,4520,21930,25,0,True
2278,4520,22010,25,0,True
2279,4520,22090,25,0,True
2280,4520,22170,25,0,True
2281,4520,22250,25,0,True
2282,4520,22330,25,0,True
2283,4520,22410,25,0,True
2284,4520,22490,25,0,True
2285,4520,22570,25,0,True
2286,4520,22650,25,0,True
2287,4520,22730,25,0,True
2288,4520,22810,25,0,True
2289,4520,22890,25,0,True
2290,4520,22970,25,0,True
2291,4520,23050,25,0,True
2292,4520,23130,25,0,True
2293,4520,23210,25,0,True
2294,4520,23290,25,0,True
2295,4520,23370,25,0,True
2296,4520,23450,25,0,True
2297,4520,23530,25,0,True
2298,4520,23610,25,0,True
2299,4520,23690,25,0,True
2300,4520,23770,25,0,True
2301,4520,23850,25,0,True
2302,4520,23930,25,0,True
2303,4520,24010,25,0,True
2304,4520,24090,25,0,True
2305,4520,24170,25,0,True
2306,4520,24250,25,0,True
2307,4520,24330,25,0,True
2308,4520,24410,25,0,True
2309,4520,24490,25,0,True
2310,4520,24570,25,0,True
2311,4520,24650,25,0,True
2312,4520,24730,25,0,True
2313,4520,24810,25,0,True
2314,4520,24890,25,0,True
2315,4520,24970,25,0,True
2316,4520,25050,24,1,False
2317,4520,25130,23,2,False
2318,4520,25210,19,6,False
2319,4520,25290,14,11,False
2320,4600,17450,17,8,False
2321,4600,17530,22,3,False
2322,4600,17610,25,0,True
2323,4600,17690,25,0,True
2324,4600,17770,25,0,True
2325,4600,17850,25,0,True
2326,4600,17930,25,0,True
2327,4600,18010,25,0,True
2328,4600,18090,25,0,True
2329,4600,18170,25,0,True
2330,4600,18250,25,0,True
2331,4600,18330,25,0,True
2332,4600,18410,25,0,True
2333,4600,18490,25,0,True
2334,4600,18570,25,0,True
2335,4600,18650,25,0,True
2336,4600,18730,25,0,True
2337,4600,18810,25,0,True
2338,4600,18890,25,0,True
2339,4600,18970,25,0,True
2340,4600,19050,25,0,True
2341,4600,19130,25,0,True
2342,4600,19210,25,0,True
2343,4600,19290,25,0,True
2344,4600,19370,25,0,True
2345,4600,19450,25,0,True
2346,4600,19530,25,0,True
2347,4600,19610,25,0,True
2348,4600,19690,25,0,True
2349,4600,19770,25,0,True
2350,4600,19850,25,0,True
2351,4600,19930,25,0,True
2352,4600,20010,25,0,True
2353,4600,20090,25,0,True
2354,4600,20170,25,0,True
2355,4600,20250,25,0,True
2356,4600,20330,25,0,True
2357,4600,20410,25,0,True
2358,4600,20490,25,0,True
2359,4600,20570,25,0,True
2360,4600,20650,25,0,True
2361,4600,20730,25,0,True
2362,4600,20810,25,0,True
2363,4600,20890,25,0,True
2364,4600,20970,25,0,True
2365,4600,21050,25,0,True
2366,4600,21130,25,0,True
2367,4600,21210,25,0,True
2368,4600,21290,25,0,True
2369,4600,21370,25,0,True
2370,4600,21450,25,0,True
2371,4600,21530,25,0,True
2372,4600,21610,25,0,True
2373,4600,21690,25,0,True
2374,4600,21770,25,0,True
2375,4600,21850,25,0,True
2376,4600,21930,25,0,True
2377,4600,22010,25,0,True
2378,4600,22090,25,0,True
2379,4600,22170,25,0,True
2380,4600,22250,25,0,True
2381,4600,22330,25,0,True
2382,4600,22410,25,0,True
2383,4600,22490,25,0,True
2384,4600,22570,25,0,True
2385,4600,22650,25,0,True
2386,4600,22730,25,0,True
2387,4600,22810,25,0,True
2388,4600,22890,25,0,True
2389,4600,22970,25,0,True
2390,4600,23050,25,0,True
2391,4600,23130,25,0,True
2392,4600,23210,25,0,True
2393,4600,23290,25,0,True
2394,4600,23370,25,0,True
2395,4600,23450,25,0,True
2396,4600,23530,25,0,True
2397,4600,23610,25,0,True
2398,4600,23690,25,0,True
2399,4600,23770,25,0,True
2400,4600,23850,25,0,True
2401,4600,23930,25,0,True
2402,4600,24010,25,0,True
2403,4600,24090,25,0,True
2404,4600,24170,25,0,True
2405,4600,24250,25,0,True
2406,4600,24330,25,0,True
2407,4600,24410,25,0,True
2408,4600,24490,25,0,True
2409,4600,24570,25,0,True
2410,4600,24650,25,0,True
2411,4600,24730,25,0,True
2412,4600,24810,25,0,True
2413,4600,24890,25,0,True
2414,4600,24970,25,0,True
2415,4600,25050,25,0,True
2416,4600,25130,25,0,True
2417,4600,25210,22,3,False
2418,4600,25290,17,8,False
2419,4680,17370,14,11,False
2420,4680,17450,19,6,False
2421,4680,17530,23,2,False
2422,4680,17610,25,0,True
2423,4680,17690,25,0,True
2424,4680,17770,25,0,True
2425,4680,17850,25,0,True
2426,4680,17930,25,0,True
2427,4680,18010,25,0,True
2428,4680,18090,25,0,True
2429,4680,18170,25,0,True
2430,4680,18250,25,0,True
2431,4680,18330,25,0,True
2432,4680,18410,25,0,True
2433,4680,18490,25,0,True
2434,4680,18570,25,0,True
2435,4680,18650,25,0,True
2436,4680,18730,25,0,True
2437,4680,18810,25,0,True
2438,4680,18890,25,0,True
2439,4680,18970,25,0,True
2440,4680,19050,25,0,True
2441,4680,19130,25,0,True
2442,4680,19210,25,0,True
2443,4680,19290,25,0,True
2444,4680,19370,25,0,True
2445,4680,19450,25,0,True
2446,4680,19530,25,0,True
2447,4680,19610,25,0,True
2448,4680,19690,25,0,True
2449,4680,19770,25,0,True
2450,4680,19850,25,0,True
2451,4680,19930,25,0,True
2452,4680,20010,25,0,True
2453,4680,20090,25,0,True
2454,4680,20170,25,0,True
2455,4680,20250,25,0,True
2456,4680,20330,25,0,True
2457,4680,20410,25,0,True
2458,4680,20490,25,0,True
2459,4680,20570,25,0,True
2460,4680,20650,25,0,True
2461,4680,20730,25,0,True
2462,4680,20810,25,0,True
2463,4680,20890,25,0,True
2464,4680,20970,25,0,True
2465,4680,21050,25,0,True
2466,4680,21130,25,0,True
2467,4680,21210,25,0,True
2468,4680,21290,25,0,True
2469,4680,21370,25,0,True
2470,4680,21450,25,0,True
2471,4680,21530,25,0,True
2472,4680,21610,25,0,True
2473,4680,21690,25,0,True
2474,4680,21770,25,0,True
2475,4680,21850,25,0,True
2476,4680,21930,25,0,True
2477,4680,22010,25,0,True
2478,4680,22090,25,0,True
2479,4680,22170,25,0,True
2480,4680,22250,25,0,True
2481,4680,22330,25,0,True
2482,4680,22410,25,0,True
2483,4680,22490,25,0,True
2484,4680,22570,25,0,True
2485,4680,22650,25,0,True
2486,4680,22730,25,0,True
2487,4680,22810,25,0,True
2488,4680,22890,25,0,True
2489,4680,22970,25,0,True
2490,4680,23050,25,0,True
2491,4680,23130,25,0,True
2492,4680,23210,25,0,True
2493,4680,23290,25,0,True
2494,4680,23370,25,0,True
2495,4680,23450,25,0,True
2496,4680,23530,25,0,True
2497,4680,23610,25,0,True
2498,4680,23690,25,0,True
2499,4680,23770,25,0,True
2500,4680,23850,25,0,True
2501,4680,23930,25,0,True
2502,4680,24010,25,0,True
2503,4680,24090,25,0,True
2504,4680,24170,25,0,True
2505,4680,24250,25,0,True
2506,4680,24330,25,0,True
2507,4680,24410,25,0,True
2508,4680,24490,25,0,True
2509,4680,24570,25,0,True
2510,4680,24650,25,0,True
2511,4680,24730,25,0,True
2512,4680,24810,25,0,True
2513,4680,24890,25,0,True
2514,4680,24970,25,0,True
2515,4680,25050,25,0,True
2516,4680,25130,25,0,True
2517,4680,25210,23,2,False
2518,4680,25290,19,6,False
2519,4680,25370,14,11,False
2520,4760,17370,15,10,False
2521,4760,17450,20,5,False
2522,4760,17530,24,1,False
2523,4760,17610,25,0,True
2524,4760,17690,25,0,True
2525,4760,17770,25,0,True
2526,4760,17850,25,0,True
2527,4760,17930,25,0,True
2528,4760,18010,25,0,True
2529,4760,18090,25,0,True
2530,4760,18170,25,0,True
2531,4760,18250,25,0,True
2532,4760,18330,25,0,True
2533,4760,18410,25,0,True
2534,4760,18490,25,0,True
2535,4760,18570,25,0,True
2536,4760,18650,25,0,True
2537,4760,18730,25,0,True
2538,4760,18810,25,0,True
2539,4760,18890,25,0,True
2540,4760,18970,25,0,True
2541,4760,19050,25,0,True
2542,4760,19130,25,0,True
2543,4760,19210,25,0,True
2544,4760,19290,25,0,True
2545,4760,19370,25,0,True
2546,4760,19450,25,0,True
2547,4760,19530,25,0,True
2548,4760,19610,25,0,True
2549,4760,19690,25,0,True
2550,4760,19770,25,0,True
2551,4760,19850,25,0,True
2552,4760,19930,25,0,True
2553,4760,20010,25,0,True
2554,4760,20090,25,0,True
2555,4760,20170,25,0,True
2556,4760,20250,25,0,True
2557,4760,20330,25,0,True
2558,4760,20410,25,0,True
2559,4760,20490,25,0,True
2560,4760,20570,25,0,True
2561,4760,20650,25,0,True
2562,4760,20730,25,0,True
2563,4760,20810,25,0,True
2564,4760,20890,25,0,True
2565,4760,20970,25,0,True
2566,4760,21050,25,0,True
2567,4760,21130,25,0,True
2568,4760,21210,25,0,True
2569,4760,21290,25,0,True
2570,4760,21370,25,0,True
2571,4760,21450,25,0,True
2572,4760,21530,25,0,True
2573,4760,21610,25,0,True
2574,4760,21690,25,0,True
2575,4760,21770,25,0,True
2576,4760,21850,25,0,True
2577,4760,21930,25,0,True
2578,4760,22010,25,0,True
2579,4760,22090,25,0,True
2580,4760,22170,25,0,True
2581,4760,22250,25,0,True
2582,4760,22330,25,0,True
2583,4760,22410,25,0,True
2584,4760,22490,25,0,True
2585,4760,22570,25,0,True
2586,4760,22650,25,0,True
2587,4760,22730,25,0,True
2588,4760,22810,25,0,True
2589,4760,22890,25,0,True
2590,4760,22970,25,0,True
2591,4760,23050,25,0,True
2592,4760,23130,25,0,True
2593,4760,23210,25,0,True
2594,4760,23290,25,0,True
2595,4760,23370,25,0,True
2596,4760,23450,25,0,True
2597,4760,23530,25,0,True
2598,4760,23610,25,0,True
2599,4760,23690,25,0,True
2600,4760,23770,25,0,True
2601,4760,23850,25,0,True
2602,4760,23930,25,0,True
2603,4760,24010,25,0,True
2604,4760,24090,25,0,True
2605,4760,24170,25,0,True
2606,4760,24250,25,0,True
2607,4760,24330,25,0,True
2608,4760,24410,25,0,True
2609,4760,24490,25,0,True
2610,4760,24570,25,0,True
2611,4760,24650,25,0,True
2612,4760,24730,25,0,True
2613,4760,24810,25,0,True
2614,4760,24890,25,0,True
2615,4760,24970,25,0,True
2616,4760,25050,25,0,True
2617,4760,25130,25,0,True
2618,4760,25210,24,1,False
2619,4760,25290,21,4,False
2620,4760,25370,16,9,False
2621,4840,17290,10,15,False
2622,4840,17370,15,10,False
2623,4840,17450,20,5,False
2624,4840,17530,24,1,False
2625,4840,17610,25,0,True
2626,4840,17690,25,0,True
2627,4840,17770,25,0,True
2628,4840,17850,25,0,True
2629,4840,17930,25,0,True
2630,4840,18010,25,0,True
2631,4840,18090,25,0,True
2632,4840,18170,25,0,True
2633,4840,18250,25,0,True
2634,4840,18330,25,0,True
2635,4840,18410,25,0,True
2636,4840,18490,25,0,True
2637,4840,18570,25,0,True
2638,4840,18650,25,0,True
2639,4840,18730,25,0,True
2640,4840,18810,25,0,True
2641,4840,18890,25,0,True
2642,4840,18970,25,0,True
2643,4840,19050,25,0,True
2644,4840,19130,25,0,True
2645,4840,19210,25,0,True
2646,4840,19290,25,0,True
2647,4840,19370,25,0,True
2648,4840,19450,25,0,True
2649,4840,19530,25,0,True
2650,4840,19610,25,0,True
2651,4840,19690,25,0,True
2652,4840,19770,25,0,True
2653,4840,19850,25,0,True
2654,4840,19930,25,0,True
2655,4840,20010,25,0,True
2656,4840,20090,25,0,True
2657,4840,20170,25,0,True
2658,4840,20250,25,0,True
2659,4840,20330,25,0,True
2660,4840,20410,25,0,True
2661,4840,20490,25,0,True
2662,4840,20570,25,0,True
2663,4840,20650,25,0,True
2664,4840,20730,25,0,True
2665,4840,20810,25,0,True
2666,4840,20890,25,0,True
2667,4840,20970,25,0,True
2668,4840,21050,25,0,True
2669,4840,21130,25,0,True
2670,4840,21210,25,0,True
2671,4840,21290,25,0,True
2672,4840,21370,25,0,True
2673,4840,21450,25,0,True
2674,4840,21530,25,0,True
2675,4840,21610,25,0,True
2676,4840,21690,25,0,True
2677,4840,21770,25,0,True
2678,4840,21850,25,0,True
2679,4840,21930,25,0,True
2680,4840,22010,25,0,True
2681,4840,22090,25,0,True
2682,4840,22170,25,0,True
2683,4840,22250,25,0,True
2684,4840,22330,25,0,True
2685,4840,22410,25,0,True
2686,4840,22490,25,0,True
2687,4840,22570,25,0,True
2688,4840,22650,25,0,True
2689,4840,22730,25,0,True
2690,4840,22810,25,0,True
2691,4840,22890,25,0,True
2692,4840,22970,25,0,True
2693,4840,23050,25,0,True
2694,4840,23130,25,0,True
2695,4840,23210,25,0,True
2696,4840,23290,25,0,True
2697,4840,23370,25,0,True
2698,4840,23450,25,0,True
2699,4840,23530,25,0,True
2700,4840,23610,25,0,True
2701,4840,23690,25,0,True
2702,4840,23770,25,0,True
2703,4840,23850,25,0,True
2704,4840,23930,25,0,True
2705,4840,24010,25,0,True
2706,4840,24090,25,0,True
2707,4840,24170,25,0,True
2708,4840,24250,25,0,True
2709,4840,24330,25,0,True
2710,4840,24410,25,0,True
2711,4840,24490,25,0,True
2712,4840,24570,25,0,True
2713,4840,24650,25,0,True
2714,4840,24730,25,0,True
2715,4840,24810,25,0,True
2716,4840,24890,25,0,True
2717,4840,24970,25,0,True
2718,4840,25050,25,0,True
2719,4840,25130,25,0,True
2720,4840,25210,25,0,True
2721,4840,25290,23,2,False
2722,4840,25370,18,7,False
2723,4840,25450,13,12,False
2724,4920,17370,14,11,False
2725,4920,17450,19,6,False
2726,4920,17530,23,2,False
2727,4920,17610,25,0,True
2728,4920,17690,25,0,True
2729,4920,17770,25,0,True
2730,4920,17850,25,0,True
2731,4920,17930,25,0,True
2732,4920,18010,25,0,True
2733,4920,18090,25,0,True
2734,4920,18170,25,0,True
2735,4920,18250,25,0,True
2736,4920,18330,25,0,True
2737,4920,18410,25,0,True
2738,4920,18490,25,0,True
2739,4920,18570,25,0,True
2740,4920,18650,25,0,True
2741,4920,18730,25,0,True
2742,4920,18810,25,0,True
2743,4920,18890,25,0,True
2744,4920,18970,25,0,True
2745,4920,19050,25,0,True
2746,4920,19130,25,0,True
2747,4920,19210,25,0,True
2748,4920,19290,25,0,True
2749,4920,19370,25,0,True
2750,4920,19450,25,0,True
2751,4920,19530,25,0,True
2752,4920,19610,25,0,True
2753,4920,19690,25,0,True
2754,4920,19770,25,0,True
2755,4920,19850,25,0,True
2756,4920,19930,25,0,True
2757,4920,20010,25,0,True
2758,4920,20090,25,0,True
2759,4920,20170,25,0,True
2760,4920,20250,25,0,True
2761,4920,20330,25,0,True
2762,4920,20410,25,0,True
2763,4920,20490,25,0,True
2764,4920,20570,25,0,True
2765,4920,20650,25,0,True
2766,4920,20730,25,0,True
2767,4920,20810,25,0,True
2768,4920,20890,25,0,True
2769,4920,20970,25,0,True
2770,4920,21050,25,0,True
2771,4920,21130,25,0,True
2772,4920,21210,25,0,True
2773,4920,21290,25,0,True
2774,4920,21370,25,0,True
2775,4920,21450,25,0,True
2776,4920,21530,25,0,True
2777,4920,21610,25,0,True
2778,4920,21690,25,0,True
2779,4920,21770,25,0,True
2780,4920,21850,25,0,True
2781,4920,21930,25,0,True
2782,4920,22010,25,0,True
2783,4920,22090,25,0,True
2784,4920,22170,25,0,True
2785,4920,22250,25,0,True
2786,4920,22330,25,0,True
2787,4920,22410,25,0,True
2788,4920,22490,25,0,True
2789,4920,22570,25,0,True
2790,4920,22650,25,0,True
2791,4920,22730,25,0,True
2792,4920,22810,25,0,True
2793,4920,22890,25,0,True
2794,4920,22970,25,0,True
2795,4920,23050,25,0,True
2796,4920,23130,25,0,True
2797,4920,23210,25,0,True
2798,4920,23290,25,0,True
2799,4920,23370,25,0,True
2800,4920,23450,25,0,True
2801,4920,23530,25,0,True
2802,4920,23610,25,0,True
2803,4920,23690,25,0,True
2804,4920,23770,25,0,True
2805,4920,23850,25,0,True
2806,4920,23930,25,0,True
2807,4920,24010,25,0,True
2808,4920,24090,25,0,True
2809,4920,24170,25,0,True
2810,4920,24250,25,0,True
2811,4920,24330,25,0,True
2812,4920,24410,25,0,True
2813,4920,24490,25,0,True
2814,4920,24570,25,0,True
2815,4920,24650,25,0,True
2816,4920,24730,25,0,True
2817,4920,24810,25,0,True
2818,4920,24890,25,0,True
2819,4920,24970,25,0,True
2820,4920,25050,25,0,True
2821,4920,25130,25,0,True
2822,4920,25210,25,0,True
2823,4920,25290,24,1,False
2824,4920,25370,19,6,False
2825,4920,25450,14,11,False
2826,5000,17450,18,7,False
2827,5000,17530,22,3,False
2828,5000,17610,25,0,True
2829,5000,17690,25,0,True
2830,5000,17770,25,0,True
2831,5000,17850,25,0,True
2832,5000,17930,25,0,True
2833,5000,18010,25,0,True
2834,5000,18090,25,0,True
2835,5000,18170,25,0,True
2836,5000,18250,25,0,True
2837,5000,18330,25,0,True
2838,5000,18410,25,0,True
2839,5000,18490,25,0,True
2840,5000,18570,25,0,True
2841,5000,18650,25,0,True
2842,5000,18730,25,0,True
2843,5000,18810,25,0,True
2844,5000,18890,25,0,True
2845,5000,18970,25,0,True
2846,5000,19050,25,0,True
2847,5000,19130,25,0,True
2848,5000,19210,25,0,True
2849,5000,19290,25,0,True
2850,5000,19370,25,0,True
2851,5000,19450,25,0,True
2852,5000,19530,25,0,True
2853,5000,19610,25,0,True
2854,5000,19690,25,0,True
2855,5000,19770,25,0,True
2856,5000,19850,25,0,True
2857,5000,19930,25,0,True
2858,5000,20010,25,0,True
2859,5000,20090,25,0,True
2860,5000,20170,25,0,True
2861,5000,20250,25,0,True
2862,5000,20330,25,0,True
2863,5000,20410,25,0,True
2864,5000,20490,25,0,True
2865,5000,20570,25,0,True
2866,5000,20650,25,0,True
2867,5000,20730,25,0,True
2868,5000,20810,25,0,True
2869,5000,20890,25,0,True
2870,5000,20970,25,0,True
2871,5000,21050,25,0,True
2872,5000,21130,25,0,True
2873,5000,21210,25,0,True
2874,5000,21290,25,0,True
2875,5000,21370,25,0,True
2876,5000,21450,25,0,True
2877,5000,21530,25,0,True
2878,5000,21610,25,0,True
2879,5000,21690,25,0,True
2880,5000,21770,25,0,True
2881,5000,21850,25,0,True
2882,5000,21930,25,0,True
2883,5000,22010,25,0,True
2884,5000,22090,25,0,True
2885,5000,22170,25,0,True
2886,5000,22250,25,0,True
2887,5000,22330,25,0,True
2888,5000,22410,25,0,True
2889,5000,22490,25,0,True
2890,5000,22570,25,0,True
2891,5000,22650,25,0,True
2892,5000,22730,25,0,True
2893,5000,22810,25,0,True
2894,5000,22890,25,0,True
2895,5000,22970,25,0,True
2896,5000,23050,25,0,True
2897,5000,23130,25,0,True
2898,5000,23210,25,0,True
2899,5000,23290,25,0,True
2900,5000,23370,25,0,True
2901,5000,23450,25,0,True
2902,5000,23530,25,0,True
2903,5000,23610,25,0,True
2904,5000,23690,25,0,True
2905,5000,23770,25,0,True
2906,5000,23850,25,0,True
2907,5000,23930,25,0,True
2908,5000,24010,25,0,True
2909,5000,24090,25,0,True
2910,5000,24170,25,0,True
2911,5000,24250,25,0,True
2912,5000,24330,25,0,True
2913,5000,24410,25,0,True
2914,5000,24490,25,0,True
2915,5000,24570,25,0,True
2916,5000,24650,25,0,True
2917,5000,24730,25,0,True
2918,5000,24810,25,0,True
2919,5000,24890,25,0,True
2920,5000,24970,25,0,True
2921,5000,25050,25,0,True
2922,5000,25130,25,0,True
2923,5000,25210,25,0,True
2924,5000,25290,25,0,True
2925,5000,25370,21,4,False
2926,5000,25450,16,9,False
2927,5080,17450,17,8,False
2928,5080,17530,22,3,False
2929,5080,17610,25,0,True
2930,5080,17690,25,0,True
2931,5080,17770,25,0,True
2932,5080,17850,25,0,True
2933,5080,17930,25,0,True
2934,5080,18010,25,0,True
2935,5080,18090,25,0,True
2936,5080,18170,25,0,True
2937,5080,18250,25,0,True
2938,5080,18330,25,0,True
2939,5080,18410,25,0,True
2940,5080,18490,25,0,True
2941,5080,18570,25,0,True
2942,5080,18650,25,0,True
2943,5080,18730,25,0,True
2944,5080,18810,25,0,True
2945,5080,18890,25,0,True
2946,5080,18970,25,0,True
2947,5080,19050,25,0,True
2948,5080,19130,25,0,True
2949,5080,19210,25,0,True
2950,5080,19290,25,0,True
2951,5080,19370,25,0,True
2952,5080,19450,25,0,True
2953,5080,19530,25,0,True
2954,5080,19610,25,0,True
2955,5080,19690,25,0,True
2956,5080,19770,25,0,True
2957,5080,19850,25,0,True
2958,5080,19930,25,0,True
2959,5080,20010,25,0,True
2960,5080,20090,25,0,True
2961,5080,20170,25,0,True
2962,5080,20250,25,0,True
2963,5080,20330,25,0,True
2964,5080,20410,25,0,True
2965,5080,20490,25,0,True
2966,5080,20570,25,0,True
2967,5080,20650,25,0,True
2968,5080,20730,25,0,True
2969,5080,20810,25,0,True
2970,5080,20890,25,0,True
2971,5080,20970,25,0,True
2972,5080,21050,25,0,True
2973,5080,21130,25,0,True
2974,5080,21210,25,0,True
2975,5080,21290,25,0,True
2976,5080,21370,25,0,True
2977,5080,21450,25,0,True
2978,5080,21530,25,0,True
2979,5080,21610,25,0,True
2980,5080,21690,25,0,True
2981,5080,21770,25,0,True
2982,5080,21850,25,0,True
2983,5080,21930,25,0,True
2984,5080,22010,25,0,True
2985,5080,22090,25,0,True
2986,5080,22170,25,0,True
2987,5080,22250,25,0,True
2988,5080,22330,25,0,True
2989,5080,22410,25,0,True
2990,5080,22490,25,0,True
2991,5080,22570,25,0,True
2992,5080,22650,25,0,True
2993,5080,22730,25,0,True
2994,5080,22810,25,0,True
2995,5080,22890,25,0,True
2996,5080,22970,25,0,True
2997,5080,23050,25,0,True
2998,5080,23130,25,0,True
2999,5080,23210,25,0,True
3000,5080,23290,25,0,True
3001,5080,23370,25,0,True
3002,5080,23450,25,0,True
3003,5080,23530,25,0,True
3004,5080,23610,25,0,True
3005,5080,23690,25,0,True
3006,5080,23770,25,0,True
3007,5080,23850,25,0,True
3008,5080,23930,25,0,True
3009,5080,24010,25,0,True
3010,5080,24090,25,0,True
3011,5080,24170,25,0,True
3012,5080,24250,25,0,True
3013,5080,24330,25,0,True
3014,5080,24410,25,0,True
3015,5080,24490,25,0,True
3016,5080,24570,25,0,True
3017,5080,24650,25,0,True
3018,5080,24730,25,0,True
3019,5080,24810,25,0,True
3020,5080,24890,25,0,True
3021,5080,24970,25,0,True
3022,5080,25050,25,0,True
3023,5080,25130,25,0,True
3024,5080,25210,25,0,True
3025,5080,25290,25,0,True
3026,5080,25370,22,3,False
3027,5080,25450,18,7,False
3028,5160,17450,18,7,False
3029,5160,17530,22,3,False
3030,5160,17610,25,0,True
3031,5160,17690,25,0,True
3032,5160,17770,25,0,True
3033,5160,17850,25,0,True
3034,5160,17930,25,0,True
3035,5160,18010,25,0,True
3036,5160,18090,25,0,True
3037,5160,18170,25,0,True
3038,5160,18250,25,0,True
3039,5160,18330,25,0,True
3040,5160,18410,25,0,True
3041,5160,18490,25,0,True
3042,5160,18570,25,0,True
3043,5160,18650,25,0,True
3044,5160,18730,25,0,True
