center_index,LAMBX,LAMBY,persistence_MAE_C,persistence_RMSE_C,MAE_1x1,RMSE_1x1,BIAS_1x1,R2_1x1,MAE_gain_1x1,RMSE_gain_1x1,MAE_5x5,RMSE_5x5,BIAS_5x5,R2_5x5,MAE_gain_5x5,RMSE_gain_5x5,existing_cells_5x5,complete_5x5,MAE_delta_5x5_minus_1x1,RMSE_delta_5x5_minus_1x1,five_x_five_better_MAE,five_x_five_better_RMSE,not_improved_1x1,not_improved_5x5
59,1160,24170,1.208556890487671,1.5971426963806152,1.0761439800262451,1.4187870025634766,-0.1174202114343643,0.8771198987960815,10.956282778545509,11.16717336662038,1.08044530284504,1.4090103283713027,-0.1711519207808841,0.8788073846185057,10.600383754808425,11.779311952523942,22,False,0.004301322818794917,-0.009776674192173873,False,True,False,False
60,1160,24250,1.2148473262786863,1.6020901203155518,1.0808539390563965,1.4252378940582275,-0.1351237297058105,0.8756651282310486,11.02964827956924,11.03884382125089,1.057248781611807,1.386346590699287,-0.1475073825860883,0.8823581227107883,12.97270490452462,13.4663812290445,17,False,-0.023605157444589464,-0.03889130335894064,True,True,False,False
61,1240,23370,1.345374584197998,1.7606383562088013,1.1544100046157837,1.5076940059661863,-0.1416050046682357,0.8978500962257385,14.194156915492185,14.36662727189939,1.1361785168784508,1.4946600348163583,0.0103972697015386,0.899608624238574,15.549283809235895,15.106925643935236,18,False,-0.018231487737332852,-0.013033971149827961,True,True,False,False
62,1240,23450,1.3304346799850464,1.7432597875595093,1.1446819305419922,1.492087483406067,-0.1279027909040451,0.899166464805603,13.96180904162405,14.408196985090392,1.144276042871184,1.5021525326226477,-0.0351446894558351,0.897801407900159,13.992323392539571,13.83082653863709,23,False,-0.00040588767080818045,0.010065049216580801,True,False,False,False
63,1240,23530,1.394079566001892,1.8193354606628416,1.1858562231063845,1.5425561666488647,-0.1250068694353103,0.8966928124427795,14.936259591887971,15.213208338891912,1.186071185906875,1.5466515413154145,-0.129782176480924,0.8961434943278318,14.920840147094726,14.988105262765776,25,True,0.00021496280049060346,0.004095374666549745,False,False,False,False
64,1240,23610,1.378677248954773,1.8039900064468384,1.1734458208084106,1.5284007787704468,-0.1048779413104057,0.8977214097976685,14.886111183887015,15.276649354571296,1.1781235235251286,1.5360899681635036,-0.093703037935975,0.8966897684253228,14.54681539543485,14.850418362214691,25,True,0.0046777027167179686,0.00768918939305685,False,False,False,False
65,1240,23690,1.4529602527618408,1.8955873250961304,1.247807264328003,1.6173330545425415,-0.0944040566682815,0.8919569253921509,14.11965592616009,14.67905312879626,1.2311380688070035,1.5950069408230274,-0.0592189068930993,0.8949191808406498,15.26690677981025,15.856850366531358,25,True,-0.016669195520999436,-0.022326113719514096,True,True,False,False
66,1240,23770,1.431822419166565,1.8716518878936768,1.2122480869293213,1.5731099843978882,-0.0911804139614105,0.8882105350494385,15.335304804422147,15.95071740780612,1.2032637547608551,1.564268131539949,-0.0999234046900746,0.8894635526723402,15.962783758756174,16.4231226280684,25,True,-0.00898433216846617,-0.008841852857939259,True,True,False,False
67,1240,23850,1.5437557697296145,2.004199981689453,1.3373786211013794,1.7225255966186523,-0.1075877323746681,0.8824339509010315,13.368510270532068,14.05420555055397,1.3291599227806463,1.6983923705539874,-0.0492722275740123,0.8857052609536613,13.900893240360478,15.258338679921591,25,True,-0.008218698320733075,-0.024133226064664948,True,True,False,False
68,1240,23930,1.5199352502822876,1.9751192331314087,1.3227838277816772,1.7045471668243408,-0.0903456807136535,0.8836361765861511,12.971040869273525,13.699024431962794,1.3098809862445615,1.6726282264226922,0.0080639872696529,0.8879533666227254,13.81995285595843,15.31507807529163,25,True,-0.012902841537115739,-0.031918940401648666,True,True,False,False
69,1240,24010,1.2990286350250244,1.7066679000854492,1.1316919326782229,1.4822163581848145,-0.1126138418912887,0.8852343559265137,12.881679266722108,13.151448028605738,1.1412451053305317,1.4823293230385288,-0.1193260048187848,0.8852166719721173,12.146269839326427,13.144824599739271,25,True,0.009553172652308817,0.00011296485371437015,False,False,False,False
70,1240,24090,1.3068454265594482,1.712072730064392,1.1332851648330688,1.4864500761032104,-0.1230949386954307,0.8847752809524536,13.280856189956154,13.178333490113811,1.153455284323326,1.4975637011828389,-0.1478947455082416,0.8830458420504562,11.737442850896942,12.52920375453606,25,True,0.020170119490257044,0.01111362507962843,False,False,False,False
71,1240,24170,1.2094357013702393,1.6001734733581543,1.0780028104782104,1.4232909679412842,-0.1123619750142097,0.8765333890914917,10.867290484572344,11.053958109033088,1.087139408418583,1.417382242744223,-0.1712303302775479,0.8775562107583118,10.111853254574696,11.423208058928015,23,False,0.009136597940372582,-0.005908725197061093,False,True,False,False
72,1240,24250,1.2101757526397705,1.5972340106964111,1.0775301456451416,1.4183834791183472,-0.1275078207254409,0.8768887519836426,10.960854793635344,11.197515854303855,1.0694527992156784,1.4000316315338326,-0.2643801312442183,0.8800539831512486,11.62831130916796,12.346489874280492,18,False,-0.008077346429463228,-0.01835184758451458,True,True,False,False
73,1240,24330,1.2252544164657593,1.6144440174102783,1.0883415937423706,1.4375431537628174,-0.1442287862300872,0.8735151290893555,11.174236214411131,10.957386056112789,1.110173206876319,1.4353768350042837,-0.0576191645436106,0.8738959739988896,9.39243107142931,11.091562235453084,13,False,0.021831613133948435,-0.0021663187585336807,False,True,False,False
74,1320,23370,1.343061923980713,1.7580145597457886,1.1541439294815063,1.5071523189544678,-0.1400858759880066,0.897862434387207,14.066216242604128,14.269633854886608,1.1310658062309384,1.4846751274755825,0.0259677033861073,0.900886285910555,15.78453992519479,15.548188104134008,18,False,-0.023078123250567906,-0.022477191478885272,True,True,False,False
75,1320,23450,1.3866326808929443,1.8128727674484253,1.1815003156661987,1.5387996435165403,-0.1173194050788879,0.8967764377593994,14.793561990378542,15.118166528456165,1.1938381989061777,1.5547761929276054,-0.0059515214650086,0.8946217813091202,13.903794698252172,14.23688581342705,23,False,0.012337883239978975,0.015976549411065077,False,False,False,False
76,1320,23530,1.3802497386932373,1.8057737350463867,1.1777573823928833,1.5308442115783691,-0.1075512394309043,0.8975118398666382,14.6707041938704,15.225026155392342,1.180130880040002,1.5396450887950577,-0.0821154380043164,0.8963300338068879,14.498747389525564,14.73765142349066,25,True,0.002373497647118805,0.00880087721668854,False,False,False,False
77,1320,23610,1.4515727758407593,1.892356514930725,1.2464547157287598,1.6145647764205933,-0.0894394069910049,0.8921061158180237,14.130745872744408,14.679672478116586,1.2308821206176646,1.593965005142316,-0.0251488945861308,0.8948416294405446,15.20355340759678,15.768246971330075,25,True,-0.015572595111095211,-0.02059977127827728,True,True,False,False
78,1320,23690,1.3955134153366089,1.828703999519348,1.1843677759170532,1.5423252582550049,-0.0659523904323577,0.8899889588356018,15.130319572644572,15.66020205236136,1.1881710338327864,1.5496178095290718,-0.0024062526325292,0.8889461270570506,14.85777893231174,15.261418664809776,25,True,0.003803257915733216,0.007292551274066916,False,False,False,False
