center_index,LAMBX,LAMBY,persistence_MAE_C,persistence_RMSE_C,MAE_1x1,RMSE_1x1,BIAS_1x1,R2_1x1,MAE_gain_1x1,RMSE_gain_1x1,MAE_5x5,RMSE_5x5,BIAS_5x5,R2_5x5,MAE_gain_5x5,RMSE_gain_5x5,existing_cells_5x5,complete_5x5,MAE_delta_5x5_minus_1x1,RMSE_delta_5x5_minus_1x1,five_x_five_better_MAE,five_x_five_better_RMSE,not_improved_1x1,not_improved_5x5
318,2440,22010,1.4703978300094604,1.9543519020080569,1.292668104171753,1.6930056810379028,-0.1521522253751754,0.9026119112968444,12.087186352591669,13.372526242670316,1.488998949472602,1.93958346960164,-0.0786128330848263,0.8721779087405275,-1.2650404545093563,0.7556667378806343,3,False,0.196330845300849,0.2465777885637368,False,False,False,True
531,2920,24410,1.5563366413116455,2.0207481384277344,1.339848875999451,1.746158480644226,-0.1173942014575004,0.8829419612884521,13.910086003613191,13.588514697193082,1.5931046633230768,2.0279536975820585,0.0925676427871181,0.8421116636374922,-2.362467148119061,-0.3565802549257487,1,False,0.2532557873236258,0.2817952169378324,False,False,False,True
5257,6680,17130,1.318362593650818,1.7310236692428589,1.2073233127593994,1.570567965507507,-0.3502269089221954,0.9209367632865906,8.422514521132445,9.269411307676346,1.3205076318223867,1.6767014087252163,-0.3641969114404161,0.9098900844172322,-0.1627074265670056,3.1381594351751505,7,False,0.1131843190629873,0.1061334432177092,False,False,False,True
7208,8280,18410,1.3288158178329468,1.7629828453063965,1.250177025794983,1.6045255661010742,-0.2940694093704223,0.9429886341094972,5.91796026075376,8.988021615025033,1.3391976440316764,1.682313021543567,-0.5646088553401302,0.937326754721271,-0.7812793365483187,4.575753943928378,25,True,0.0890206182366935,0.0777874554424928,False,False,False,True
7753,8760,18010,1.0772433280944824,1.4454176425933838,1.0654042959213257,1.3857890367507937,-0.3990731537342071,0.9421886205673218,1.0990118819393018,4.125354782276218,1.0776998218179965,1.375069097185169,-0.42038587769571,0.9430795998647528,-0.0423708167540479,4.867003351118306,17,False,0.0122955258966708,-0.0107199395656247,False,True,False,True
7949,8920,19130,1.3409805297851562,1.7746883630752563,1.2428878545761108,1.6099343299865725,-0.1736138463020324,0.944575309753418,7.314996230762666,9.283547270417168,1.3643419122828255,1.7045654440108116,-0.4865710022932506,0.937868144223029,-1.7421093054982617,3.951279623403324,25,True,0.1214540577067146,0.094631114024239,False,False,False,True
8132,9080,19290,1.414431095123291,1.8500018119812007,1.2913920879364014,1.6909120082855225,0.2656897008419037,0.9360402822494508,8.698833588366831,8.599440425699179,1.4277032928043334,1.8304036348817143,-0.1283211985966544,0.9250523152039574,-0.9383406617100974,1.0593621872295411,25,True,0.136311204867932,0.1394916265961918,False,False,False,True
8648,9560,18570,1.219148874282837,1.592195987701416,1.1831622123718262,1.5308468341827393,-0.3954194486141205,0.9399697780609132,2.9517856818085373,3.85311569634363,1.254285983527622,1.5743232481318783,-0.6725084550065314,0.9365116349983686,-2.8820920918535733,1.122516002998036,25,True,0.0711237711557959,0.043476413949139,False,False,False,True
8731,9640,18570,1.1388065814971924,1.521749496459961,1.1612554788589478,1.5115495920181274,-0.4180590808391571,0.9380763173103333,-1.9712651583240528,0.6702748688638628,1.215865640702014,1.5211686075238366,-0.6915689057271641,0.9372857231597246,-6.766642649820684,0.0381758202069782,24,False,0.0546101618430663,0.0096190155057092,False,False,True,True
8756,9640,20810,2.014014720916748,2.644599914550781,1.769194722175598,2.3624379634857178,0.3424105048179626,0.8654664754867554,12.155819726566431,10.669362481356362,2.1778087351302324,2.753076491837673,-1.0488757751916538,0.8172967966199991,-8.132714685408162,-4.101817022057704,13,False,0.4086140129546345,0.3906385283519551,False,False,False,True
8809,9720,18410,1.0632284879684448,1.4422509670257568,1.0477304458618164,1.3804885149002075,-0.3880503475666046,0.9477864503860474,1.4576398471264795,4.282365104106484,1.1448546382258271,1.4664685330731904,-0.4846731198264095,0.9410799669544238,-7.677197160581438,-1.679148927494324,16,False,0.0971241923640107,0.0859800181729828,False,False,False,True
8811,9720,18570,1.074838161468506,1.4510418176651,1.0816283226013184,1.4171555042266846,-0.3966274559497833,0.9450790286064148,-0.631738002634312,2.335309225818361,1.1489159569047758,1.45027208537414,-0.6978694728741923,0.9424821820725954,-6.89199612095306,0.0530580181485872,23,False,0.0672876343034574,0.0331165811474554,False,False,True,True
8824,9720,19930,1.5686863660812378,2.0598413944244385,1.434773087501526,1.905168294906616,0.405863344669342,0.9133976697921752,8.536650886706115,7.508981028174796,1.706265176919519,2.1771910809459203,-0.4172496636855613,0.886901757119086,-8.770323209919209,-5.697029554591327,11,False,0.2714920894179928,0.2720227860393043,False,False,False,True
