center_index,LAMBX,LAMBY,persistence_MAE_C,persistence_RMSE_C,convlstm_MAE_C,convlstm_RMSE_C,convlstm_BIAS_C,convlstm_R2,MAE_improvement_percent,RMSE_improvement_percent
28,1000,23770,1.2333024740219116,1.6236287355422974,1.0896464586257935,1.4121941328048706,-0.135912224650383,0.8938302993774414,11.648076479376776,13.022349143556326
29,1000,23850,1.2196576595306396,1.6074424982070923,1.081148386001587,1.3984167575836182,-0.12608008086681366,0.8949456214904785,11.356405828038271,13.003621644731744
30,1000,23930,1.2225717306137085,1.6112749576568604,1.0784285068511963,1.401328682899475,-0.12990793585777283,0.894824206829071,11.790164957450386,13.029822983328197
31,1000,24010,1.3210452795028687,1.726697564125061,1.1476120948791504,1.4999017715454102,-0.13704323768615723,0.8830908536911011,13.128481461966546,13.134656426910007
32,1000,24090,1.312580943107605,1.7166190147399902,1.1387715339660645,1.4908117055892944,-0.1286601722240448,0.8842224478721619,13.2418050143283,13.15418897331147
33,1000,24170,1.2097132205963135,1.5963795185089111,1.0737580060958862,1.4180011749267578,-0.1244402825832367,0.876990020275116,11.238631783606513,11.173930855036687
34,1000,24250,1.2150323390960693,1.6008280515670776,1.0801677703857422,1.4237773418426514,-0.13408991694450378,0.8758755922317505,11.099669068122125,11.059945479535315
35,1080,23290,1.3508325815200806,1.768078327178955,1.159428596496582,1.5179849863052368,-0.14671961963176727,0.8967498540878296,14.169334352900583,14.144924296015377
36,1080,23370,1.3421369791030884,1.7558873891830444,1.1511108875274658,1.503332495689392,-0.13844676315784454,0.8982492685317993,14.232980280692349,14.383319514081007
37,1080,23450,1.402358889579773,1.8306605815887451,1.1911593675613403,1.5512808561325073,-0.1324804276227951,0.895855724811554,15.060304718553187,15.26114279544803
38,1080,23530,1.381637454032898,1.8065369129180908,1.179151177406311,1.532342553138733,-0.10845425724983215,0.8973291516304016,14.655528918642469,15.17789964980306
39,1080,23610,1.3881590366363525,1.8140575885772705,1.1833491325378418,1.5381790399551392,-0.11905533820390701,0.8969559073448181,14.75406626280988,15.207816464001974
40,1080,23690,1.2223865985870361,1.611226201057434,1.0802524089813232,1.4021517038345337,-0.1307264268398285,0.8947084546089172,11.627597175067743,12.976110808382249
41,1080,23770,1.1979185342788696,1.586796522140503,1.054835319519043,1.3751932382583618,-0.10714652389287949,0.8968783617019653,11.944319305983589,13.335250041807484
42,1080,23850,1.206429123878479,1.5943485498428345,1.0643378496170044,1.3826676607131958,-0.11792250722646713,0.896664023399353,11.777838535982422,13.276951840330364
43,1080,23930,1.2216004133224487,1.6102513074874878,1.076287865638733,1.3976185321807861,-0.12695781886577606,0.8952203392982483,11.895260193020228,13.204943496582374
44,1080,24010,1.3123960494995117,1.7168506383895874,1.1390947103500366,1.4905451536178589,-0.12721042335033417,0.8842761516571045,13.204957391906532,13.181431145577342
45,1080,24090,1.3097596168518066,1.7151565551757812,1.1354869604110718,1.4872397184371948,-0.1253834217786789,0.8846914768218994,13.305697793586273,13.288398429333345
46,1080,24170,1.2087419033050537,1.595839023590088,1.0729649066925049,1.4159573316574097,-0.12159603089094162,0.8774704933166504,11.232918809325202,11.2719196155516
47,1080,24250,1.215957522392273,1.6033685207366943,1.0828193426132202,1.4266791343688965,-0.13618287444114685,0.8753806948661804,10.949245950394458,11.019886200997322
48,1160,23290,1.3515726327896118,1.7687922716140747,1.1588784456253052,1.5184506177902222,-0.14745967090129852,0.8967204093933105,14.257035285376466,14.153253484956062
49,1160,23370,1.350000023841858,1.7662250995635986,1.160561442375183,1.515196442604065,-0.14472530782222748,0.8970226049423218,14.032487268227342,14.212721641287864
50,1160,23450,1.3315448760986328,1.74386465549469,1.1421594619750977,1.4913100004196167,-0.13000765442848206,0.8993848562240601,14.22298395818442,14.48246882459063
51,1160,23530,1.389269232749939,1.814707636833191,1.18366539478302,1.5391501188278198,-0.12047223001718521,0.8969351649284363,14.799423547294992,15.18467836980291
52,1160,23610,1.3787696361541748,1.804397702217102,1.1772266626358032,1.5311213731765747,-0.10185014456510544,0.8972429037094116,14.61759587921727,15.145016461988778
53,1160,23690,1.4173449277877808,1.8547449111938477,1.203393578529358,1.559511661529541,-0.0835811048746109,0.889329195022583,15.095221005402138,15.917727978791069
54,1160,23770,1.4097132682800293,1.8442976474761963,1.1957504749298096,1.551698088645935,-0.07652059942483902,0.8897849321365356,15.177752679541182,15.865094185348285
55,1160,23850,1.4340425729751587,1.8748764991760254,1.2182332277297974,1.576602816581726,-0.0919974222779274,0.8878713846206665,15.049019416322427,15.908977616679566
56,1160,23930,1.3161888122558594,1.7223378419876099,1.142499327659607,1.4947702884674072,-0.1307690441608429,0.8837195038795471,13.196395758641977,13.212712858795777
57,1160,24010,1.3002774715423584,1.7066230773925781,1.1292906999588013,1.4809213876724243,-0.11482352018356323,0.8854091167449951,13.150021847316685,13.22504615752569
58,1160,24090,1.3096669912338257,1.7148842811584473,1.1366392374038696,1.487825632095337,-0.12574224174022675,0.8846068382263184,13.21158393607738,13.240464768254016
59,1160,24170,1.208556890487671,1.5971426963806152,1.0761439800262451,1.4187870025634766,-0.11742021143436432,0.8771198987960815,10.956282778545509,11.16717336662038
60,1160,24250,1.2148473262786865,1.6020901203155518,1.0808539390563965,1.4252378940582275,-0.13512372970581055,0.8756651282310486,11.029648279569239,11.03884382125089
61,1240,23370,1.345374584197998,1.7606383562088013,1.1544100046157837,1.5076940059661865,-0.14160500466823578,0.8978500962257385,14.194156915492185,14.36662727189939
62,1240,23450,1.3304346799850464,1.7432597875595093,1.1446819305419922,1.492087483406067,-0.1279027909040451,0.899166464805603,13.96180904162405,14.408196985090392
63,1240,23530,1.394079566001892,1.8193354606628418,1.1858562231063843,1.5425561666488647,-0.12500686943531036,0.8966928124427795,14.936259591887971,15.213208338891913
64,1240,23610,1.378677248954773,1.8039900064468384,1.1734458208084106,1.5284007787704468,-0.10487794131040573,0.8977214097976685,14.886111183887017,15.276649354571296
65,1240,23690,1.4529602527618408,1.8955873250961304,1.247807264328003,1.6173330545425415,-0.09440405666828156,0.8919569253921509,14.11965592616009,14.67905312879626
66,1240,23770,1.431822419166565,1.8716518878936768,1.2122480869293213,1.5731099843978882,-0.09118041396141052,0.8882105350494385,15.335304804422147,15.950717407806119
67,1240,23850,1.5437557697296143,2.004199981689453,1.3373786211013794,1.7225255966186523,-0.10758773237466812,0.8824339509010315,13.368510270532068,14.05420555055397
